Sum of avg_ride_length_min,Column Labels,,,,
Month,casual,member,,,
1,25.02,10.39,,,
2,23.63,10.77,,,
3,21.41,10.44,,,
4,20.32,11.65,,,
5,19.78,12.20,,,
6,19.30,12.83,,,
7,21.01,12.89,,,
