weeknum,end_station_name,member_casual,count_of_users
17,Kedzie Ave & Foster Ave,casual,1
17,Francisco Ave & Foster Ave,casual,1
17,Ashland Ave & 66th St,casual,1
17,Public Rack - Ashland Ave & 73rd St,casual,1
17,Oak Park & Wellington,casual,1
17,Central Ave & Chicago Ave,casual,1
17,Western Ave & Gunnison St,casual,1
17,Public Rack - Kostner Ave & Lake St,casual,1
17,Hamlin Ave & Grand Ave,casual,1
17,Ritchie Ct & Banks St,casual,1
17,Cicero Ave & Lake St,casual,1
18,Exchange Ave & 79th St,casual,1
18,Public Rack - Springfield Ave & Lawrence Ave,casual,1
18,Princeton Ave & 47th St,casual,1
18,California Ave & 23rd Pl,casual,1
18,Stony Island Ave & 82nd St,casual,1
18,Stony Island Ave & South Chicago Ave,casual,1
19,Public Rack - Kedzie Ave & Argyle St,casual,1
19,State St & Randolph St,casual,1
19,State St & 95th St,casual,1
19,Cottage Grove Ave & 47th St,casual,1
19,Public Rack - Pulaski & 84th,casual,1
20,Woodlawn Ave & 75th St,casual,1
20,Public Rack - Neva & Foster,casual,1
20,Millard Ave & 26th St,casual,1
20,Public Rack - Sawyer Ave & Lawrence Ave,casual,1
20,Public Rack - Christiana Ave & Lawrence Ave,casual,1
20,MLK Jr Dr & 83rd St,casual,1
20,Public Rack - Laramie Ave & Fullerton Ave,casual,1
20,Princeton Ave & 47th St,casual,1
20,Jeffery Blvd & 76th St,casual,1
21,Public Rack - Stony Island & 87th St,casual,1
21,Public Rack - Avers & Granville,casual,1
21,Central Ave & Parker Ave,casual,1
21,Michigan Ave & Washington St,casual,1
21,Public Rack - Chase Ave & Touhy Ave - NW,casual,1
21,Public Rack - Sayer & Northwest Hwy,casual,1
21,Woodlawn Ave & 75th St,casual,1
22,Public Rack - Laramie Ave & Grand Ave,casual,1
22,Public Rack - Spaulding Ave & North Ave,casual,1
22,Public Rack - Western Ave & 105th St,casual,1
22,Campbell Ave & Irving Park Rd,casual,1
22,Ogden Ave & Congress Pkwy,casual,1
22,Public Rack - Linder & Elston,casual,1
22,Kedzie Ave & Roosevelt Rd,casual,1
22,Public Rack - Springfield Ave & Lawrence Ave,casual,1
22,Marshfield Ave & 59th St,casual,1
22,Public Rack - California Ave & Cortez St,casual,1
22,Rockwell St & 63rd St,casual,1
22,Dodge Ave & Mulford St,casual,1
22,Avenue O & 134th St,casual,1
23,Kedzie Ave & Harrison St,casual,1
23,Leamington Ave & Hirsch St,casual,1
23,Public Rack - Milwaukee Ave & Diversey Ave,casual,1
23,Public Rack - Milwaukee Ave & Leland Ave,casual,1
23,Public Rack - Western Ave & 104th St - West,casual,1
23,Public Rack - Western Ave & Devon Ave,casual,1
24,Public Rack - Springfield Ave & Lawrence Ave,casual,1
24,Sheffield Ave & Kingsbury St,casual,1
24,Cicero Ave & Lake St,casual,1
25,Leamington Ave & Hirsch St,casual,1
25,Public Rack - Spaulding Ave & Foster Ave,casual,1
25,Public Rack - Natoma Ave & Bryn Mawr Ave,casual,1
26,Public Rack - Nashotah & Northwest Hwy,casual,1
26,Vincennes Ave & 104th St,casual,1
26,Public Rack - Central Ave & Lawrence Ave,casual,1
26,Milwaukee Ave & Fullerton Ave,casual,1
26,Public Rack - St Louis & Columbus,casual,1
26,Damen Ave & 74th St,casual,1
26,Vernon Ave & 75th St,casual,1
26,Hamlin Ave & Grand Ave,casual,1
26,Public Rack - South Shore Dr & 71st St,casual,1
26,Albany Ave & Bloomingdale Ave,casual,1
26,Halsted St & 78th St,casual,1
27,Evans Ave & 75th St,casual,1
27,Maplewood Ave & 59th St,casual,1
27,Halsted St & 69th St,casual,1
27,Stewart Ave & 63rd St,casual,1
27,Vernon Ave & 79th St,casual,1
27,Prospect Sq & 91st St,casual,1
27,Halsted St & 51st St,casual,1
27,Long Ave & Belden Ave,casual,1
27,Public Rack - Hyde Park Blvd & 55th St,casual,1
28,Public Rack - Mackinaw Ave & 108th St,casual,1
28,Cottage Grove Ave & 63rd St,casual,1
28,Komensky Ave & 31st St,casual,1
28,Public Rack - Prairie Ave & 47th St ,casual,1
28,Public Rack - Hyde Park Blvd & 55th St,casual,1
28,Public Rack - 4810 Keeler Ave,casual,1
28,Mozart St & Jackson Blvd,casual,1
28,Public Rack - Kimbark Ave & 67th St,casual,1
28,Kedzie Ave & 45th St,casual,1
29,Canal St & Adams St,casual,1
29,Public Rack - Lafayette Ave & 95th St,casual,1
29,Walden Pkwy & 100th St,casual,1
29,Public Rack - Olmstead Ave & Oliphant Ave,casual,1
29,Public Rack - Kostner Ave & Armitage Ave,casual,1
29,Pulaski Rd & 21st St,casual,1
29,Public Rack - Springfield Ave & Lawrence Ave,casual,1
30,Central Park Ave & Douglas Blvd,casual,1
30,Ashland Ave & 50th St,casual,1
30,Central Park Blvd & 5th Ave,casual,1
30,Public Rack - Central Ave & Lawrence Ave,casual,1
30,Public Rack - Lockwood Ave & Diversey Ave,casual,1
30,Public Rack - Linder & Elston,casual,1
30,Public Rack - Prairie Ave & Garfield Blvd N,casual,1
31,Milwaukee Ave & Rockwell St,casual,1
31,Damen Ave & 33rd St,casual,1
31,Public Rack - Kedzie Ave & Pershing Rd,casual,1
52,Lincoln Ave & Sunnyside Ave,casual,1
52,N Southport Ave & W Newport Ave,casual,1
52,Noble St & Milwaukee Ave,casual,1
52,Talman Ave & Addison St,casual,1
52,Western Ave & Lunt Ave,casual,1
52,Lincolnwood Dr & Central St,casual,1
52,Rockwell St & Cermak Rd,casual,1
52,Budlong Woods Library,casual,1
52,Clark St & Touhy Ave,casual,1
52,2112 W Peterson Ave,casual,1
52,Central Park Ave & 24th St,casual,1
52,Damen Ave & Madison St,casual,1
52,Ogden Ave & Chicago Ave,casual,1
52,Calumet Ave & 21st St,casual,1
52,Vernon Ave & 75th St,casual,1
52,Western Ave & Howard St,casual,1
52,Damen Ave & Cortland St,casual,1
52,Shore Dr & 55th St,casual,1
1,Princeton Ave & Garfield Blvd,casual,1
1,Jeffery Blvd & 67th St,casual,1
1,Racine Ave & 35th St,casual,1
1,Kedzie Ave & George St,casual,1
1,Budlong Woods Library,casual,1
1,Public Rack - Woodlawn Ave & 63rd St N,casual,1
1,Commercial Ave & 100th St,casual,1
1,Kilpatrick Ave & Grand Ave,casual,1
1,Wentworth Ave & 104th St,casual,1
1,Michigan Ave & 71st St,casual,1
1,St. Louis Ave & Fullerton Ave,casual,1
1,Public Rack - Vincennes Ave & 77th St,casual,1
1,Public Rack - Monticello Ave & Belmont Ave,casual,1
1,Public Rack - Milwaukee Ave & Haussen Ct,casual,1
1,Cottage Grove Ave & Oakwood Blvd,casual,1
1,Racine Ave & Wrightwood Ave,casual,1
1,California Ave & Winona St,casual,1
1,Kedzie Ave & Lake St,casual,1
1,Damen Ave & Wabansia Ave,casual,1
1,Halsted St & 18th St,casual,1
1,Damen Ave & Sunnyside Ave,casual,1
1,Leavitt St & Division St,casual,1
2,Kedzie Ave & Chicago Ave,casual,1
2,Kedzie Ave & George St,casual,1
2,Cottage Grove Ave & 71st St,casual,1
2,Western Blvd & 48th Pl,casual,1
2,Campbell Ave & 51st St,casual,1
2,Princeton Ave & 47th St,casual,1
2,Public Rack - Laramie Ave & Warwick Ave,casual,1
2,Lake Park Ave & 47th St,casual,1
2,Washtenaw Ave & Lawrence Ave,casual,1
2,Kilpatrick Ave & Grand Ave,casual,1
2,Harding Ave & 26th St,casual,1
2,Ping Tom Park (East),casual,1
2,Hale Ave & 107th St,casual,1
2,Public Rack - Ewing Ave & 96th St N,casual,1
2,Public Rack - Washtenaw Ave & Devon Ave,casual,1
2,State St & 95th St,casual,1
2,Indiana Ave & 103rd St,casual,1
2,Public Rack - Hamilton Ave & 95th St,casual,1
2,Damen Ave & Wabansia Ave,casual,1
2,Leavitt St & Division St,casual,1
2,Ashland Ave & 74th St,casual,1
3,Kenosha & Wellington,casual,1
3,Rockwell St & Fletcher St,casual,1
3,Princeton Ave & 47th St,casual,1
3,Cottage Grove Ave & 83rd St,casual,1
3,Long Ave & North Ave,casual,1
3,Wood St & Webster Ave,casual,1
3,Halsted St & 78th St,casual,1
3,MLK Jr Dr & 47th St,casual,1
3,Public Rack - Lafayette Ave & 87th St - NW,casual,1
3,Keystone Ave & Montrose Ave,casual,1
3,Ashland Ave & 50th St,casual,1
3,Whipple/Irving Park,casual,1
3,Vernon Ave & 107th St,casual,1
4,Kedzie Ave & Harrison St,casual,1
4,Theater on the Lake,casual,1
4,Kildare Ave & 26th St,casual,1
4,McCormick Place,casual,1
4,Kilbourn & Belden,casual,1
4,Cicero Ave & Quincy St,casual,1
4,State St & 29th St,casual,1
5,Troy St & Grace St,casual,1
5,Western Ave & 111th St,casual,1
5,McCormick Place,casual,1
5,Clark St & Touhy Ave,casual,1
5,Dodge Ave & Mulford St,casual,1
5,Public Rack - Kostner Ave & Diversey Ave,casual,1
5,N Sheffield Ave & W Wellington Ave,casual,1
5,Bloomingdale Ave & Harlem Ave,casual,1
5,Damen Ave & Coulter St,casual,1
5,N Shore Channel Trail & Argyle St,casual,1
5,Ashland Ave & Garfield Blvd,casual,1
5,Wood St & 35th St,casual,1
5,Public Rack - Western Ave & 111th St - SE,casual,1
6,Kenneth Ave & 50th St,casual,1
6,Albany Ave & 26th St,casual,1
6,Lake Park Ave & 47th St,casual,1
6,Washtenaw Ave & Lawrence Ave,casual,1
6,Public Rack - Jeffrey Blvd & 71st St,casual,1
6,Public Rack - Midway Orange Line,casual,1
6,Public Rack - Grand Ave & North Ave,casual,1
6,May St & 69th St,casual,1
6,Cicero Ave & Quincy St,casual,1
6,East End Ave & 87th St,casual,1
6,Public Rack - Whipple St & 63rd St,casual,1
6,South Shore Dr & 74th St,casual,1
6,Public Rack - Central Ave & Corcoran Pl,casual,1
7,Elston Ave & Wabansia Ave,casual,1
7,Perry Ave & 69th St,casual,1
7,Public Rack - Spaulding Ave & North Ave,casual,1
7,Ridge Blvd & Howard St,casual,1
7,Michigan Ave & 71st St,casual,1
7,Lawndale Ave & 30th St,casual,1
7,Keystone Ave & Montrose Ave,casual,1
7,Public Rack - Kedzie Ave & 61st Pl E,casual,1
7,Francisco Ave & Bloomingdale Ave,casual,1
7,MLK Jr Dr & 63rd St,casual,1
7,Indiana Ave & 103rd St,casual,1
8,63rd St Beach,casual,1
8,Campbell Ave & Irving Park Rd,casual,1
8,Western Ave & Berteau Ave,casual,1
8,Public Rack - Woodlawn Ave & 63rd St N,casual,1
8,MLK Jr Dr & 47th St,casual,1
8,Cottage Grove Ave & Oakwood Blvd,casual,1
8,Phillips Ave & 79th St,casual,1
8,Narragansett Ave & School St,casual,1
9,Lamon Ave & Chicago Ave,casual,1
9,Millard Ave & 26th St,casual,1
9,Washtenaw Ave & Ogden Ave,casual,1
9,Public Rack - Walden Pkwy & 103rd St,casual,1
9,Lawndale Ave & 30th St,casual,1
9,Public Rack - Lawndale Ave & Diversey Ave,casual,1
9,Public Rack - Mackinaw Ave & 108th St,casual,1
9,Public Rack - Kedzie Ave & 61st Pl E,casual,1
9,Public Rack - Kedzie Ave & Archer Ave,casual,1
9,Menard Ave & North Ave,casual,1
9,Karlov Ave & Madison St,casual,1
9,Morgan St & Pershing Rd,casual,1
9,Halsted St & North Branch St,casual,1
10,Carpenter St & 63rd St,casual,1
10,Vernon Ave & 79th St,casual,1
10,MLK Jr Dr & 83rd St,casual,1
10,North Ave & New England Ave,casual,1
10,Laramie Ave & Gladys Ave,casual,1
10,Public Rack - Kedzie Ave & Archer Ave,casual,1
10,Rockwell St & Cermak Rd,casual,1
10,Lincoln Ave & Balmoral Ave,casual,1
10,Indiana Ave & 40th St,casual,1
10,Public Rack - Woodlawn Ave & 63rd St S,casual,1
10,South Shore Dr & 67th St,casual,1
10,Long Ave & Belden Ave,casual,1
10,Bloomingdale Ave & Harlem Ave,casual,1
10,Laramie Ave & Kinzie St,casual,1
10,Commercial Ave & 83rd St,casual,1
10,Sacramento Ave & Pershing Rd,casual,1
10,Public Rack - California Ave & Touhy Ave - NW,casual,1
10,Parkside Ave & Armitage Ave,casual,1
10,Public Rack - Claremont Ave & 71st St,casual,1
10,Pulaski Rd & Eddy St (Temp),casual,1
11,Kedzie Ave & Foster Ave,casual,1
11,Kenosha & Wellington,casual,1
11,Public Rack - N Narragansett Ave & Grand Ave,casual,1
11,Lincolnwood Dr & Central St,casual,1
11,Rockwell St & 63rd St,casual,1
11,Campbell Ave & Irving Park Rd,casual,1
11,Lawndale Ave & 111th St,casual,1
11,Public Rack - Walden Pkwy & 103rd St,casual,1
11,Central Ave & Lake St,casual,1
11,Maplewood Ave & Peterson Ave,casual,1
11,Kedzie Ave & 45th St,casual,1
11,Prospect Sq & 91st St,casual,1
11,Public Rack - Western Ave & 96th St,casual,1
11,Stony Island Ave & 63rd St,casual,1
11,Vernon Ave & 107th St,casual,1
12,Public Rack - Ashland Ave & 71st St,casual,1
12,Dauphin Ave & 87th St,casual,1
12,Lincoln Ave & Peterson Ave,casual,1
12,Central Ave & Chicago Ave,casual,1
12,Leavitt St & Addison St,casual,1
12,Western Ave & Ardmore Ave,casual,1
12,Kostner Ave & Wrightwood Ave,casual,1
12,Kilbourn & Belden,casual,1
12,Damen Ave & Pershing Rd,casual,1
12,Calumet Ave & 71st St,casual,1
12,Calumet Ave & 51st St,casual,1
12,Public Rack - Harvard Ave & 119th St,casual,1
12,Western Ave & 28th St,casual,1
12,Phillips Ave & 83rd St,casual,1
12,Menard Ave & North Ave,casual,1
13,Orange & Addison,casual,1
13,Public Rack - Karlov Ave & 26th St,casual,1
13,Public Rack - Kedzie Ave & Argyle St,casual,1
13,Homan Ave & Fillmore St,casual,1
13,St Louis Ave & Norman Bobbins Ave,casual,1
13,Greenwood Ave & 97th St,casual,1
13,Eggleston Ave & 92nd St,casual,1
13,Public Rack - Hoyne Ave & 110th Pl,casual,1
13,Racine Ave & Garfield Blvd,casual,1
13,Commercial Ave & 130th St,casual,1
13,Pulaski Rd & 21st St,casual,1
13,Harding Ave & 26th St,casual,1
13,Whipple/Irving Park,casual,1
13,Public Rack - Kedzie Ave & 58th St,casual,1
13,Public Rack - Western Ave & 118th St,casual,1
14,Union Ave & Root St,casual,1
14,Kildare Ave & Division St,casual,1
14,Public Rack - Komensky Ave & 31st St,casual,1
14,Public Rack - Houston Ave & 130th St,casual,1
14,Kostner Ave & Adams St,casual,1
14,Public Rack - Prairie Ave & 47th St ,casual,1
14,Washtenaw Ave & Polk St,casual,1
14,Ashland Ave & 63rd St,casual,1
14,Public Rack - Lorel Ave & Grand Ave,casual,1
14,Eggleston Ave & 92nd St,casual,1
14,State St & 79th St,casual,1
14,Monticello Ave & Chicago Ave,casual,1
14,Kilbourn Ave & Milwaukee Ave,casual,1
14,State St & 95th St,casual,1
15,Lavergne & Fullerton,casual,1
15,State St & 54th St,casual,1
15,Public Rack - Komensky Ave & 26th St,casual,1
15,Public Rack - Milwaukee Ave & Diversey Ave,casual,1
15,Public Rack - Michigan Ave & 107th St,casual,1
15,Rainbow Beach,casual,1
15,Public Rack - Laramie Ave & Fullerton Ave,casual,1
15,Public Rack - Laramie Ave & Warwick Ave,casual,1
15,Public Rack - Kostner Ave & Lake St,casual,1
15,Woodlawn & 103rd - Olive Harvey Vaccination Site,casual,1
16,Kedzie Ave & Harrison St,casual,1
16,Public Rack - Christiana Ave & Belmont Ave,casual,1
16,Spaulding Ave & 63rd St,casual,1
16,Public Rack - Kostner Ave & Armitage Ave,casual,1
16,State St & 79th St,casual,1
16,Damen Ave & 51st St,casual,1
16,Cicero Ave & Flournoy St,casual,1
16,Calumet Ave & 71st St,casual,1
16,Pulaski Rd & 60th St,casual,1
16,Stony Island Ave & South Chicago Ave,casual,1
16,Mayfield & Roosevelt Rd,casual,1
16,Eggleston Ave & 69th St,casual,1
16,Cicero Ave & Lake St,casual,1
17,Cicero Ave & Grace St,casual,1
17,N Southport Ave & W Newport Ave,casual,1
17,Public Rack - Karlov Ave & Kamerling Ave,casual,1
17,Hoyne Ave & 47th St,casual,1
17,Long Ave & North Ave,casual,1
17,Mozart St & Jackson Blvd,casual,1
17,Halsted St & 37th St,casual,1
17,Dodge Ave & Main St,casual,1
18,Pulaski Rd & 21st St,casual,1
18,MLK Jr Dr & 83rd St,casual,1
18,Western Ave & Ardmore Ave,casual,1
18,Bissell St & Armitage Ave*,casual,1
19,Wabash Ave & 83rd St,casual,1
19,Public Rack - Canfield & Victoria,casual,1
19,Public Rack - Kimball & Ardmore,casual,1
19,Public Rack - Elston Ave & Gunnison St,casual,1
19,Public Rack - 63rd Pl & Narraganssett Ave,casual,1
19,Maryland Ave & 104th St,casual,1
19,W 103rd St & S Avers Ave,casual,1
19,Eberhart Ave & 91st St,casual,1
19,Milwaukee Ave & Grand Ave,casual,1
20,Public Rack - Karlov Ave & Milwaukee Ave,casual,1
20,Tripp Ave & 65th St,casual,1
20,Public Rack - Hermitage & 83rd St,casual,1
20,Public Rack - Talman Ave & 51st St,casual,1
20,Latrobe Ave & Chicago Ave,casual,1
20,Elizabeth St & 92nd St,casual,1
20,Bissell St & Armitage Ave*,casual,1
20,Public Rack - Spaulding Ave & Evergreen Ave,casual,1
20,Phillips Ave & 83rd St,casual,1
20,Public Rack - Austin Branch Chicago Public Library,casual,1
20,Rockwell St & Cermak Rd,casual,1
20,Public Rack - California & 71st,casual,1
20,W Washington Blvd & N Peoria St,casual,1
20,Public Rack - Avers & Lawrence,casual,1
21,Narragansett & Irving Park,casual,1
21,Halsted St & 78th St,casual,1
21,Wentworth Ave & 104th St,casual,1
21,Public Rack - Pullman - Walmart,casual,1
21,Eberhart Ave & 91st St,casual,1
21,Public Rack - Kimball & Ardmore,casual,1
21,Halsted St & 111th St,casual,1
21,Phillips Ave & 79th St,casual,1
22,Public Rack - Midway Orange Line,casual,1
22,Public Rack - Milwaukee Ave & Addison St,casual,1
22,Loomis St & 89th St,casual,1
22,Shields Ave & 43rd St,casual,1
22,Avenue O & 118th St,casual,1
22,Public Rack - Spaulding Ave & Evergreen Ave,casual,1
22,Central Ave & Parker Ave,casual,1
22,Clark St & Ida B Wells Dr,casual,1
22,Rockwell St & Archer Ave,casual,1
22,Monticello Ave & Chicago Ave,casual,1
22,Public Rack - Ford City Mall,casual,1
22,Sacramento Blvd & Franklin Blvd,casual,1
22,Public Rack - Leamington & Elston,casual,1
23,Public Rack - Mobile Ave & Archer Ave,casual,1
23,Kildare & Cermak,casual,1
23,Public Rack - Mulligan Ave & 56th St,casual,1
24,Hoyne Ave & 34th St,casual,1
25,Kilpatrick Ave & Grand Ave,casual,1
25,Public Rack - Irving Park Rd & Leclaire Ave,casual,1
25,Spaulding Ave & 63rd St,casual,1
25,Public Rack - Central Ave & Lawrence Ave,casual,1
25,Vernon Ave & 107th St,casual,1
26,Public Rack - Horner & 85th,casual,1
26,Public Rack - Michigan Ave & 119th St,casual,1
26,Monticello Ave & Chicago Ave,casual,1
26,Talman Ave & Addison St,casual,1
26,Prospect Sq & 91st St,casual,1
26,Prairie Ave & Garfield Blvd,casual,1
27,Public Rack - Norwood Park,casual,1
27,Public Rack - Narragansett Ave & Fullerton Ave,casual,1
27,Public Rack - Avondale Ave & Addison St,casual,1
27,Public Rack - Kedzie Ave & Pershing Rd,casual,1
27,Public Rack - Foster Ave & Drake Ave,casual,1
27,Oglesby Ave & 100th St,casual,1
27,Public Rack - Springfield Ave & Lawrence Ave,casual,1
28,Phillips Ave & 83rd St,casual,1
28,Albany Ave & 26th St,casual,1
28,Spaulding Ave & Armitage Ave,casual,1
28,Vernon Ave & 79th St,casual,1
28,Public Rack - Austin Branch Chicago Public Library,casual,1
28,McClurg Ct & Ohio St,casual,1
28,Public Rack - Hamlin & 72nd,casual,1
28,Public Rack - Garfield Park Conservatory,casual,1
29,Kildare Ave & Montrose Ave,casual,1
29,Public Rack - Normal Blvd & 61st Pl,casual,1
29,Public Rack - N Narragansett Ave & Grand Ave,casual,1
29,Public Rack - Kimbark Ave & 67th St,casual,1
29,Public Rack - Touhy Ave & Oconto Ave,casual,1
29,Public Rack - Hamlin Ave & Montrose Ave,casual,1
29,MLK Jr Dr & Pershing Rd,casual,1
29,Public Rack - Montrose Ave & Lavergne Ave,casual,1
29,Kildare Ave & Chicago Ave,casual,1
30,Public Rack - Spaulding Ave & Evergreen Ave,casual,1
30,Albany Ave & Bloomingdale Ave,casual,1
30,Public Rack - Kenton Ave & Palmer St,casual,1
30,Public Rack - Hamilton Ave & 95th St,casual,1
30,Public Rack - Hyde Park Blvd & 53rd St,casual,1
30,Mozart St & Jackson Blvd,casual,1
30,Public Rack - Martin Luther King Dr & 44th St,casual,1
30,Lawndale Ave & 30th St,casual,1
31,Wood St & Hubbard St,casual,1
31,Kedzie Ave & Bryn Mawr Ave,casual,1
31,St. Louis Ave & Balmoral Ave,casual,1
31,Public Rack - Avondale Ave & Addison St,casual,1
31,Kedzie Ave & George St,casual,1
31,Public Rack - Kostner Ave & Diversey Ave,casual,1
52,Damen Ave & Cullerton St,casual,1
52,Troy St & Elston Ave,casual,1
52,Larrabee St & Menomonee St,casual,1
52,Clark St & Newport St,casual,1
52,Damen Ave & Clybourn Ave,casual,1
52,State St & 19th St,casual,1
52,Laflin St & Cullerton St,casual,1
52,Green St & Randolph St*,casual,1
52,Western Ave & Fillmore St,casual,1
52,Kedzie Ave & Lake St,casual,1
52,Wells St & Walton St,casual,1
1,N Southport Ave & W Newport Ave,casual,1
1,Vincennes Ave & 104th St,casual,1
1,Kildare Ave & 47th St,casual,1
1,Public Rack - Keystone Ave & Irving Park Rd,casual,1
1,Nordica & Medill,casual,1
1,Ogden Ave & Roosevelt Rd,casual,1
1,Conservatory Dr & Lake St,casual,1
1,Meade Ave & Diversey Ave,casual,1
1,Burnham Harbor,casual,1
1,Clark St & Touhy Ave,casual,1
1,Western Ave & 24th St,casual,1
1,Hale Ave & 107th St,casual,1
1,Public Rack - Fullerton Ave & Narragansett Ave,casual,1
1,Damen Ave & 59th St,casual,1
1,Eggleston Ave & 69th St,casual,1
2,Vincennes Ave & 75th St,casual,1
2,Washtenaw Ave & Ogden Ave,casual,1
2,Public Rack - 111th St - Morgan Park Metra,casual,1
2,Public Rack - Midway Orange Line,casual,1
2,Laramie Ave & Kinzie St,casual,1
2,Pulaski Rd & 51st St,casual,1
2,Public Rack - Nagle Ave & Belmont Ave,casual,1
2,Public Rack - Kedzie Ave & 54th St - SE,casual,1
2,Public Rack - Menard Ave & Dakin St - midblock,casual,1
2,Cottage Grove Ave & 43rd St,casual,1
3,Leamington Ave & Hirsch St,casual,1
3,Public Rack - Cicero Ave & Cortland St - midblock,casual,1
3,Austin Blvd & Lake St,casual,1
3,Kildare Ave & 26th St,casual,1
3,Jeffery Blvd & 67th St,casual,1
3,Racine Ave & 35th St,casual,1
3,Christiana Ave & Lawrence Ave,casual,1
3,Sheridan Rd & Columbia Ave,casual,1
3,Public Rack - Christiana Ave & 111th St,casual,1
3,Southport Ave & Clark St,casual,1
3,Campbell Ave & Montrose Ave (Temp),casual,1
3,Austin Blvd & Madison St,casual,1
3,Wells St & Polk St,casual,1
3,Kenton Ave & Madison St,casual,1
3,Halsted St & 96th St,casual,1
3,Damen Ave & Wabansia Ave,casual,1
3,St. Louis Ave & Fullerton Ave,casual,1
4,Christiana Ave & Lawrence Ave,casual,1
4,Lincoln Ave & Peterson Ave,casual,1
4,Public Rack - Prairie Ave & 47th St ,casual,1
4,Meade Ave & Diversey Ave,casual,1
4,Roscoe & Harlem,casual,1
4,Public Rack - Harvard Ave & 119th St,casual,1
4,Wells St & 19th St,casual,1
4,Big Marsh Park,casual,1
4,Winthrop Ave & Lawrence Ave,casual,1
4,Clinton St & Polk St,casual,1
5,Claremont Ave & Hirsch St,casual,1
5,Hoyne Ave & 47th St,casual,1
5,Artesian Ave & 55th St,casual,1
5,Public Rack - Wood St & 103rd St,casual,1
5,Kedzie Ave & Bryn Mawr Ave,casual,1
5,Sheridan Rd & Greenleaf Ave,casual,1
5,Dorchester Ave & 49th St,casual,1
5,Calumet Ave & 21st St,casual,1
5,Woodlawn Ave & Lake Park Ave,casual,1
5,Public Rack - Washtenaw Ave & Superior St,casual,1
5,Greenwood Ave & 47th St,casual,1
5,Eggleston Ave & 69th St,casual,1
5,MLK Jr Dr & Pershing Rd,casual,1
5,Central St Metra,casual,1
6,Rhodes Ave & 32nd St,casual,1
6,Kostner Ave & 63rd St,casual,1
6,Kedzie Ave & George St,casual,1
6,Eggleston Ave & 92nd St,casual,1
6,Western Ave & Granville Ave,casual,1
6,Public Rack - Harold Washington Park,casual,1
6,Burnham Greenway & 105th St,casual,1
6,Bloomingdale Ave & Harlem Ave,casual,1
6,Calumet Ave & 51st St,casual,1
6,Laramie Ave & Kinzie St,casual,1
6,Public Rack - Lawndale Ave & Diversey Ave,casual,1
6,Public Rack - Foster Ave & Drake Ave,casual,1
6,Narragansett & McLean,casual,1
6,Public Rack - King Dr & 115th St,casual,1
6,Fullerton & Monitor,casual,1
6,Stony Island Ave & 64th St,casual,1
7,Lamon Ave & Belmont Ave,casual,1
7,Public Rack - Cicero Ave & Roscoe St,casual,1
7,Public Rack - Grand Ave & North Ave,casual,1
7,Vernon Ave & 79th St,casual,1
7,Western Ave & 111th St,casual,1
7,Stony Island Ave & 90th St,casual,1
7,Public Rack - N Narragansett Ave & Grand Ave,casual,1
7,Lincolnwood Dr & Central St,casual,1
7,Kedzie Ave & Roosevelt Rd,casual,1
7,Public Rack - Rockwell & Division,casual,1
7,Cottage Grove Ave & 63rd St,casual,1
7,Austin Blvd & Madison St,casual,1
7,Public Rack - Midway Orange Line,casual,1
7,Central Park Ave & Douglas Blvd,casual,1
7,Public Rack - Pulaski Rd & 44th St,casual,1
7,Hamlin Ave & 62nd Pl,casual,1
7,Wabash Ave & 87th St,casual,1
7,Maplewood Ave & Peterson Ave,casual,1
7,Woodlawn Ave & Lake Park Ave,casual,1
7,Ridge Blvd & Touhy Ave,casual,1
7,Mozart St & Jackson Blvd,casual,1
7,South Shore Dr & 71st St,casual,1
7,Fullerton & Monitor,casual,1
7,Public Rack - Western Ave & 62nd St,casual,1
7,Western Ave & 104th St,casual,1
8,Austin Blvd & Lake St,casual,1
8,Kostner Ave & 63rd St,casual,1
8,Troy St & Grace St,casual,1
8,Public Rack - Christiana Ave & Lawrence Ave,casual,1
8,Western Blvd & 48th Pl,casual,1
8,Steelworkers Park,casual,1
8,Mulligan Ave & Wellington Ave,casual,1
8,Washtenaw Ave & Polk St,casual,1
8,Indiana Ave & 40th St,casual,1
8,Public Rack - Midway Orange Line,casual,1
8,Warren Park East,casual,1
8,Harding Ave & 26th St,casual,1
8,Loomis St & Archer Ave,casual,1
8,Central Ave & Roscoe St,casual,1
8,Albany Ave & Montrose Ave,casual,1
8,Stony Island Ave & 71st St,casual,1
9,Prospect Sq & 91st St,casual,1
9,Public Rack - Strohacker Park,casual,1
9,Public Rack - Michigan Ave & 96th St,casual,1
9,Rockwell St & 57th St,casual,1
9,Elston Ave & George St,casual,1
9,Kilpatrick Ave & Grand Ave,casual,1
9,Public Rack - Milwaukee Ave & Haussen Ct,casual,1
9,Public Rack - Ewing Ave & 106th St,casual,1
9,Narragansett & Irving Park,casual,1
9,Public Rack - Kedzie Ave & 60th St,casual,1
9,Albany Ave & 16th St,casual,1
9,Public Rack - Eberhart Ave & 61st St,casual,1
9,Public Rack - Western Ave & 96th St,casual,1
9,Vernon Ave & 107th St,casual,1
10,Public Rack - Pulaski Rd & Armitage Ave,casual,1
10,Shabbona Park,casual,1
10,Sayre & Diversey,casual,1
10,Public Rack - Milwaukee Ave & Diversey Ave,casual,1
10,Kedzie Ave & Roosevelt Rd,casual,1
10,Laramie Ave & Madison St,casual,1
10,Latrobe Ave & Chicago Ave,casual,1
