weeknum,end_station_name,member_casual,count_of_users
2,Broadway & Berwyn Ave,casual,24
2,Damen Ave & Chicago Ave,casual,24
2,Milwaukee Ave & Grand Ave,casual,24
3,Sangamon St & Washington Blvd,casual,24
3,Greenview Ave & Fullerton Ave,casual,24
3,Southport Ave & Waveland Ave,casual,24
3,Halsted St & Willow St,casual,24
3,Franklin St & Jackson Blvd,casual,24
3,Green St & Randolph St*,casual,24
4,Kingsbury St & Erie St,casual,24
4,LaSalle St & Jackson Blvd,casual,24
4,Damen Ave & Pierce Ave,casual,24
6,Burling St & Diversey Pkwy,casual,24
6,Clifton Ave & Armitage Ave,casual,24
6,Blue Island Ave & 18th St,casual,24
6,Halsted St & Wrightwood Ave,casual,24
6,Rush St & Superior St,casual,24
6,Halsted St & Roosevelt Rd,casual,24
6,Sheffield Ave & Kingsbury St,casual,24
7,Wood St & Milwaukee Ave,casual,24
7,Clark St & Berwyn Ave,casual,24
7,Clark St & Schiller St,casual,24
7,Clifton Ave & Armitage Ave,casual,24
7,Halsted St & Polk St,casual,24
7,Wentworth Ave & Cermak Rd,casual,24
7,Milwaukee Ave & Wabansia Ave,casual,24
7,Wells St & Hubbard St,casual,24
7,Green St & Randolph St*,casual,24
8,LaSalle St & Jackson Blvd,casual,24
8,Halsted St & Polk St,casual,24
8,Western Ave & Winnebago Ave,casual,24
8,Desplaines St & Kinzie St,casual,24
8,Aberdeen St & Jackson Blvd,casual,24
8,Clark St & Berwyn Ave,casual,24
8,Broadway & Belmont Ave,casual,24
9,Wacker Dr & Washington St,casual,24
9,Ellis Ave & 58th St,casual,24
9,Humboldt Blvd & Armitage Ave,casual,24
9,Leavitt St & Belmont Ave,casual,24
9,Orleans St & Elm St,casual,24
9,Clark St & Lake St,casual,24
9,Logan Blvd & Elston Ave,casual,24
10,Racine Ave & Fullerton Ave,casual,24
10,LaSalle St & Washington St,casual,24
10,Larrabee St & Division St,casual,24
10,DuSable Lake Shore Dr & Belmont Ave,casual,24
10,Larrabee St & North Ave,casual,24
10,Clinton St & Roosevelt Rd,casual,24
10,Clark St & Chicago Ave,casual,24
10,Wood St & Chicago Ave,casual,24
11,Racine Ave & 18th St,casual,24
11,Damen Ave & Division St,casual,24
11,Michigan Ave & Pearson St,casual,24
11,Ashland Ave & Lake St,casual,24
11,Clark St & Lake St,casual,24
11,McClurg Ct & Erie St,casual,24
12,Ashland Ave & Blackhawk St,casual,24
12,Ogden Ave & Race Ave,casual,24
12,Dearborn St & Adams St,casual,24
12,900 W Harrison St,casual,24
13,LaSalle St & Adams St,casual,24
13,Leavitt St & Chicago Ave,casual,24
13,Michigan Ave & Ida B Wells Dr,casual,24
13,Paulina Ave & North Ave,casual,24
13,California Ave & Cortez St,casual,24
13,Sedgwick St & Huron St,casual,24
13,Western Ave & Walton St,casual,24
13,Lincoln Ave & Belle Plaine Ave,casual,24
14,Clifton Ave & Armitage Ave,casual,24
14,May St & Taylor St,casual,24
14,Lincoln Ave & Roscoe St*,casual,24
14,Sheridan Rd & Buena Ave,casual,24
15,Damen Ave & Thomas St (Augusta Blvd),casual,24
15,Lincoln Ave & Waveland Ave,casual,24
16,Ashland Ave & Blackhawk St,casual,24
16,Loomis St & Lexington St,casual,24
16,Dearborn St & Adams St,casual,24
16,Clark St & Montrose Ave,casual,24
16,Spaulding Ave & Armitage Ave,casual,24
16,Halsted St & Fulton St,casual,24
17,Lakefront Trail & Wilson Ave,casual,24
17,Clark St & Montrose Ave,casual,24
17,California Ave & Cortez St,casual,24
17,Lake Park Ave & 53rd St,casual,24
18,Peoria St & Jackson Blvd,casual,24
18,Damen Ave & Foster Ave,casual,24
18,Greenview Ave & Jarvis Ave,casual,24
18,Lake Park Ave & 35th St,casual,24
18,Emerald Ave & 31st St,casual,24
20,Lincoln Ave & Addison St,casual,24
20,Leavitt St & Chicago Ave,casual,24
20,Western Ave & Roscoe St,casual,24
21,Greenwood Ave & 47th St,casual,24
21,Damen Ave & Grand Ave,casual,24
21,Paulina St & Howard St,casual,24
22,Western Ave & Division St,casual,24
22,Chicago Ave & Washington St,casual,24
22,Logan Blvd & Elston Ave,casual,24
24,Western Ave & Granville Ave,casual,24
26,Broadway & Berwyn Ave,casual,24
26,Emerald Ave & 28th St,casual,24
26,Clark St & Montrose Ave,casual,24
26,Leavitt St & Lawrence Ave,casual,24
26,Cottage Grove Ave & 51st St,casual,24
27,Wentworth Ave & 35th St,casual,24
27,Western Ave & Granville Ave,casual,24
28,Albany Ave & Montrose Ave,casual,24
28,Racine Ave & Washington Blvd,casual,24
30,Drake Ave & Montrose Ave,casual,24
30,California Ave & Altgeld St,casual,24
31,Clark St & Leland Ave,casual,24
31,Clinton St & Lake St,casual,24
31,Clark St & Schiller St,casual,24
31,Marine Dr & Ainslie St,casual,24
31,Dayton St & North Ave,casual,24
1,Aberdeen St & Jackson Blvd,casual,24
2,Clark St & Leland Ave,casual,24
5,Fairbanks Ct & Grand Ave,casual,24
8,Broadway & Sheridan Rd,casual,24
1,LaSalle St & Jackson Blvd,casual,23
1,LaSalle Dr & Huron St,casual,23
1,Southport Ave & Clybourn Ave,casual,23
1,Green St & Madison St,casual,23
2,Clark St & Newport St,casual,23
2,Clarendon Ave & Junior Ter,casual,23
3,Orleans St & Merchandise Mart Plaza,casual,23
3,Franklin St & Monroe St,casual,23
3,Larrabee St & Division St,casual,23
3,Benson Ave & Church St,casual,23
3,Lincoln Ave & Diversey Pkwy,casual,23
3,Peoria St & Jackson Blvd,casual,23
3,Broadway & Belmont Ave,casual,23
5,Halsted St & Roscoe St,casual,23
5,Sheffield Ave & Kingsbury St,casual,23
5,Damen Ave & Cortland St,casual,23
5,Broadway & Cornelia Ave,casual,23
6,Paulina Ave & North Ave,casual,23
6,Damen Ave & Division St,casual,23
6,Racine Ave & Wrightwood Ave,casual,23
6,Shedd Aquarium,casual,23
7,Federal St & Polk St,casual,23
7,Ashland Ave & Chicago Ave,casual,23
7,Lake Park Ave & 56th St,casual,23
7,Montrose Harbor,casual,23
7,Racine Ave & Belmont Ave,casual,23
7,Woodlawn Ave & 55th St,casual,23
7,Elston Ave & Cortland St,casual,23
8,Adler Planetarium,casual,23
8,Dearborn St & Adams St,casual,23
8,Bissell St & Armitage Ave*,casual,23
8,Michigan Ave & Ida B Wells Dr,casual,23
8,State St & Kinzie St,casual,23
8,Sheridan Rd & Irving Park Rd,casual,23
8,Green St & Washington Blvd,casual,23
8,Clark St & Drummond Pl,casual,23
8,Dayton St & North Ave,casual,23
9,Ogden Ave & Race Ave,casual,23
9,Dearborn St & Adams St,casual,23
9,Wentworth Ave & Cermak Rd,casual,23
9,Sedgwick St & Webster Ave,casual,23
9,Michigan Ave & Pearson St,casual,23
9,Rush St & Superior St,casual,23
9,Wood St & Chicago Ave,casual,23
10,Dearborn St & Adams St,casual,23
10,Sheffield Ave & Webster Ave,casual,23
10,Bissell St & Armitage Ave*,casual,23
10,Halsted St & Dickens Ave,casual,23
10,Pine Grove Ave & Waveland Ave,casual,23
10,Clarendon Ave & Gordon Ter,casual,23
10,N Green St & W Lake St,casual,23
10,Green St & Washington Blvd,casual,23
10,Damen Ave & Madison St,casual,23
10,Aberdeen St & Randolph St,casual,23
10,Lincoln Ave & Belmont Ave (Temp),casual,23
11,Loomis St & Lexington St,casual,23
11,Sheridan Rd & Irving Park Rd,casual,23
11,Orleans St & Hubbard St,casual,23
11,Clark St & Chicago Ave,casual,23
11,Sheffield Ave & Wrightwood Ave,casual,23
11,Sheffield Ave & Willow St,casual,23
12,Broadway & Wilson Ave,casual,23
12,State St & Van Buren St,casual,23
12,Damen Ave & Foster Ave,casual,23
12,Ashland Ave & Grace St,casual,23
12,California Ave & Cortez St,casual,23
12,Green St & Randolph St*,casual,23
12,Logan Blvd & Elston Ave,casual,23
13,Wood St & Milwaukee Ave,casual,23
13,Wacker Dr & Washington St,casual,23
13,Ellis Ave & 58th St,casual,23
13,Franklin St & Adams St (Temp),casual,23
13,Damen Ave & Leland Ave,casual,23
13,McCormick Place,casual,23
13,Sedgwick St & Webster Ave,casual,23
13,Dayton St & North Ave,casual,23
13,Rush St & Cedar St,casual,23
14,Canal St & Jackson Blvd,casual,23
14,Ogden Ave & Race Ave,casual,23
14,State St & Pearson St,casual,23
14,Clark St & Lincoln Ave,casual,23
14,Woodlawn Ave & 55th St,casual,23
14,Western Ave & Division St,casual,23
14,Milwaukee Ave & Grand Ave,casual,23
15,Michigan Ave & 14th St,casual,23
15,Woodlawn Ave & 55th St,casual,23
16,Sedgwick St & North Ave,casual,23
16,Field Blvd & South Water St,casual,23
16,Paulina St & Flournoy St,casual,23
16,Clark St & Ida B Wells Dr,casual,23
16,Clark St & Drummond Pl,casual,23
16,Laflin St & Cullerton St,casual,23
17,State St & Harrison St,casual,23
19,Greenview Ave & Jarvis Ave,casual,23
19,Calumet Ave & 21st St,casual,23
20,Sheridan Rd & Greenleaf Ave,casual,23
20,Ashland Ave & Belle Plaine Ave,casual,23
20,Green St & Madison St,casual,23
21,Halsted St & 18th St,casual,23
21,Damen Ave & Madison St,casual,23
21,Campbell Ave & Montrose Ave,casual,23
22,Ashland Ave & 13th St,casual,23
22,Francisco Ave & Foster Ave,casual,23
22,Winthrop Ave & Lawrence Ave,casual,23
22,Indiana Ave & 26th St,casual,23
22,Wabash Ave & 9th St,casual,23
22,Clinton St & Roosevelt Rd,casual,23
23,Glenwood Ave & Touhy Ave,casual,23
26,Sheffield Ave & Webster Ave,casual,23
26,Oakley Ave & Irving Park Rd,casual,23
26,Ogden Ave & Roosevelt Rd,casual,23
26,Ravenswood Ave & Berteau Ave,casual,23
26,Campbell Ave & Montrose Ave,casual,23
26,State St & 35th St,casual,23
27,Halsted St & North Branch St,casual,23
27,Fairbanks St & Superior St,casual,23
27,Halsted St & Archer Ave,casual,23
27,Cottage Grove Ave & 51st St,casual,23
28,California Ave & Altgeld St,casual,23
30,Ogden Ave & Roosevelt Rd,casual,23
31,LaSalle St & Illinois St,casual,23
1,Southport Ave & Wellington Ave,casual,23
6,Woodlawn Ave & 55th St,casual,23
6,Columbus Dr & Randolph St,casual,23
6,Logan Blvd & Elston Ave,casual,23
7,Pine Grove Ave & Waveland Ave,casual,23
9,Benson Ave & Church St,casual,23
11,Wabash Ave & Adams St,casual,23
13,Cornell Ave & Hyde Park Blvd,casual,23
14,Sheffield Ave & Fullerton Ave,casual,23
1,Clifton Ave & Armitage Ave,casual,22
1,Wells St & Elm St,casual,22
1,Damen Ave & Chicago Ave,casual,22
1,Morgan St & Lake St*,casual,22
2,Clark St & Schiller St,casual,22
2,Wabash Ave & 16th St,casual,22
2,DuSable Lake Shore Dr & Belmont Ave,casual,22
2,Racine Ave & Congress Pkwy,casual,22
2,Michigan Ave & 14th St,casual,22
2,Wabash Ave & Adams St,casual,22
2,State St & Kinzie St,casual,22
3,Clark St & Grace St,casual,22
3,Clark St & Bryn Mawr Ave,casual,22
3,Honore St & Division St,casual,22
3,State St & 33rd St,casual,22
3,State St & Kinzie St,casual,22
3,Wabash Ave & Roosevelt Rd,casual,22
3,Aberdeen St & Jackson Blvd,casual,22
4,Broadway & Barry Ave,casual,22
4,Wabash Ave & Grand Ave,casual,22
4,Green St & Madison St,casual,22
5,Green St & Madison St,casual,22
6,Orleans St & Merchandise Mart Plaza,casual,22
6,Broadway & Wilson Ave,casual,22
6,Ellis Ave & 58th St,casual,22
6,Clark St & Lake St,casual,22
7,Canal St & Jackson Blvd,casual,22
7,Sheffield Ave & Webster Ave,casual,22
7,Wabash Ave & 16th St,casual,22
7,Wabash Ave & 9th St,casual,22
7,Field Museum,casual,22
7,Sheffield Ave & Willow St,casual,22
8,Sheffield Ave & Wellington Ave,casual,22
8,Orleans St & Hubbard St,casual,22
8,Clark St & Lake St,casual,22
9,Leavitt St & Armitage Ave,casual,22
9,Wabash Ave & Wacker Pl,casual,22
9,Larrabee St & North Ave,casual,22
9,DuSable Lake Shore Dr & Diversey Pkwy,casual,22
9,Aberdeen St & Randolph St,casual,22
10,Halsted St & Polk St,casual,22
10,Mies van der Rohe Way & Chicago Ave,casual,22
10,Sedgwick St & Webster Ave,casual,22
11,Clark St & North Ave,casual,22
11,Wacker Dr & Washington St,casual,22
11,Theater on the Lake,casual,22
11,Clifton Ave & Armitage Ave,casual,22
11,LaSalle St & Washington St,casual,22
11,Jefferson St & Monroe St,casual,22
11,Southport Ave & Belmont Ave,casual,22
11,DuSable Lake Shore Dr & Wellington Ave,casual,22
11,Rush St & Superior St,casual,22
12,Clark St & North Ave,casual,22
12,Canal St & Taylor St,casual,22
12,Clark St & Bryn Mawr Ave,casual,22
12,Larrabee St & Armitage Ave,casual,22
12,Lake Park Ave & 53rd St,casual,22
12,Clarendon Ave & Gordon Ter,casual,22
12,Green St & Washington Blvd,casual,22
12,Wells St & Polk St,casual,22
12,Rush St & Superior St,casual,22
13,Lake Park Ave & 53rd St,casual,22
13,Troy St & North Ave,casual,22
13,Chicago Ave & Sheridan Rd,casual,22
13,Clark St & Berwyn Ave,casual,22
14,Wentworth Ave & 24th St (Temp),casual,22
14,Sheridan Rd & Loyola Ave,casual,22
14,Southport Ave & Clark St,casual,22
14,Honore St & Division St,casual,22
14,Emerald Ave & 31st St,casual,22
14,Mies van der Rohe Way & Chestnut St,casual,22
15,Western Ave & Monroe St,casual,22
15,Elston Ave & Wabansia Ave,casual,22
15,Wentworth Ave & 24th St (Temp),casual,22
15,Oakley Ave & Irving Park Rd,casual,22
15,Albany Ave & Bloomingdale Ave,casual,22
15,Shields Ave & 31st St,casual,22
15,Damen Ave & Wellington Ave,casual,22
16,Damen Ave & Cullerton St,casual,22
16,LaSalle St & Adams St,casual,22
16,Lincoln Ave & Roscoe St*,casual,22
16,Wells St & Institute Pl,casual,22
16,Wabash Ave & Adams St,casual,22
17,Dusable Harbor,casual,22
17,Field Blvd & South Water St,casual,22
17,Lincoln Ave & Waveland Ave,casual,22
17,Clark St & Elmdale Ave,casual,22
17,Western Ave & Division St,casual,22
17,Damen Ave & Wellington Ave,casual,22
18,Ravenswood Ave & Irving Park Rd,casual,22
18,Calumet Ave & 21st St,casual,22
18,Halsted St & 18th St,casual,22
18,Damen Ave & Sunnyside Ave,casual,22
19,Racine Ave & Wrightwood Ave,casual,22
20,Dearborn St & Van Buren St,casual,22
20,Calumet Ave & 21st St,casual,22
22,Wentworth Ave & Cermak Rd,casual,22
23,Cottage Grove Ave & 51st St,casual,22
24,Damen Ave & Sunnyside Ave,casual,22
25,Ada St & Washington Blvd,casual,22
25,MLK Jr Dr & Pershing Rd,casual,22
26,Dearborn St & Erie St,casual,22
26,Halsted St & Roosevelt Rd,casual,22
26,Milwaukee Ave & Rockwell St,casual,22
26,Broadway & Thorndale Ave,casual,22
26,Morgan Ave & 14th Pl,casual,22
27,Artesian Ave & Hubbard St,casual,22
27,Central Park Ave & Elbridge Ave,casual,22
27,Keystone Ave & Fullerton Ave,casual,22
28,Racine Ave & 15th St,casual,22
29,State St & 29th St,casual,22
29,Oakley Ave & Irving Park Rd,casual,22
30,Wentworth Ave & 35th St,casual,22
30,Artesian Ave & Hubbard St,casual,22
31,Halsted St & Clybourn Ave,casual,22
31,Mies van der Rohe Way & Chestnut St,casual,22
7,Wells St & Polk St,casual,22
8,Lincoln Ave & Diversey Pkwy,casual,22
13,Orleans St & Merchandise Mart Plaza,casual,22
22,Sheridan Rd & Loyola Ave,casual,22
4,Wells St & Huron St,casual,22
1,McClurg Ct & Ohio St,casual,21
1,New St & Illinois St,casual,21
1,Mies van der Rohe Way & Chestnut St,casual,21
2,Clinton St & Madison St,casual,21
2,Broadway & Wilson Ave,casual,21
2,California Ave & Fletcher St,casual,21
2,Clinton St & Roosevelt Rd,casual,21
3,Clinton St & Madison St,casual,21
3,Broadway & Wilson Ave,casual,21
3,Kimbark Ave & 53rd St,casual,21
3,Pine Grove Ave & Waveland Ave,casual,21
3,N Green St & W Lake St,casual,21
3,Damen Ave & Chicago Ave,casual,21
3,Sheridan Rd & Montrose Ave,casual,21
4,Millennium Park,casual,21
4,Pine Grove Ave & Waveland Ave,casual,21
5,Michigan Ave & Lake St,casual,21
5,Indiana Ave & Roosevelt Rd,casual,21
6,Clark St & Leland Ave,casual,21
6,Mies van der Rohe Way & Chicago Ave,casual,21
6,Eckhart Park,casual,21
6,Clark St & Drummond Pl,casual,21
6,Sheffield Ave & Wellington Ave,casual,21
7,Stockton Dr & Wrightwood Ave,casual,21
7,Franklin St & Monroe St,casual,21
7,State St & Harrison St,casual,21
8,Montrose Harbor,casual,21
8,Pine Grove Ave & Waveland Ave,casual,21
8,Green St & Randolph St*,casual,21
8,Western Ave & Leland Ave,casual,21
8,Western Ave & Division St,casual,21
9,Broadway & Thorndale Ave,casual,21
9,Ashland Ave & Grace St,casual,21
9,Seeley Ave & Roscoe St,casual,21
9,Morgan St & 31st St,casual,21
9,Clarendon Ave & Junior Ter,casual,21
9,Walsh Park,casual,21
9,Campbell Ave & North Ave,casual,21
10,Noble St & Milwaukee Ave,casual,21
10,Leavitt St & Chicago Ave,casual,21
10,Dearborn St & Van Buren St,casual,21
10,Ashland Ave & Augusta Blvd,casual,21
10,Damen Ave & Grand Ave,casual,21
10,Lincoln Ave & Belle Plaine Ave,casual,21
11,Orleans St & Merchandise Mart Plaza,casual,21
11,Broadway & Wilson Ave,casual,21
11,Leavitt St & Chicago Ave,casual,21
11,Ashland Ave & Grace St,casual,21
11,Michigan Ave & Jackson Blvd,casual,21
11,Green St & Randolph St*,casual,21
11,Ellis Ave & 60th St,casual,21
12,Blue Island Ave & 18th St,casual,21
12,State St & Harrison St,casual,21
12,Mies van der Rohe Way & Chicago Ave,casual,21
12,Damen Ave & Division St,casual,21
12,Chicago Ave & Washington St,casual,21
12,Sedgwick St & Webster Ave,casual,21
12,Ravenswood Ave & Irving Park Rd,casual,21
12,Field Museum,casual,21
12,Delano Ct & Roosevelt Rd,casual,21
13,Clark St & North Ave,casual,21
13,Aberdeen St & Monroe St,casual,21
13,Canal St & Taylor St,casual,21
13,Lake Park Ave & 56th St,casual,21
13,Orleans St & Chestnut St (NEXT Apts),casual,21
13,Milwaukee Ave & Rockwell St,casual,21
13,Halsted St & Roosevelt Rd,casual,21
13,Orleans St & Elm St,casual,21
13,Damen Ave & Grand Ave,casual,21
13,Financial Pl & Ida B Wells Dr,casual,21
14,Loomis St & Lexington St,casual,21
14,Halsted St & Wrightwood Ave,casual,21
14,Sedgwick St & Schiller St,casual,21
14,Clark St & Drummond Pl,casual,21
14,Stave St & Armitage Ave,casual,21
15,Canal St & Jackson Blvd,casual,21
15,Damen Ave & Walnut (Lake) St,casual,21
15,Lincoln Ave & Diversey Pkwy,casual,21
15,Broadway & Granville Ave,casual,21
15,Dearborn Pkwy & Delaware Pl,casual,21
16,Lincoln Park Conservatory,casual,21
16,Wentworth Ave & Cermak Rd,casual,21
16,Clark St & Leland Ave,casual,21
16,Greenview Ave & Jarvis Ave,casual,21
16,Western Ave & Division St,casual,21
17,Loomis St & Lexington St,casual,21
17,Halsted St & Maxwell St,casual,21
17,Broadway & Wilson Ave,casual,21
17,Damen Ave & Leland Ave,casual,21
17,Halsted St & Wrightwood Ave,casual,21
17,Stave St & Armitage Ave,casual,21
17,Wentworth Ave & Cermak Rd*,casual,21
18,Wood St & Taylor St (Temp),casual,21
19,Lincoln Ave & Sunnyside Ave,casual,21
19,Ravenswood Ave & Irving Park Rd,casual,21
19,Broadway & Thorndale Ave,casual,21
19,Halsted St & 18th St,casual,21
19,Wabash Ave & Cermak Rd,casual,21
20,Honore St & Division St,casual,21
20,California Ave & Francis Pl,casual,21
20,N Southport Ave & W Newport Ave,casual,21
20,Ravenswood Ave & Irving Park Rd,casual,21
20,State St & 19th St,casual,21
21,Ashland Ave & Belle Plaine Ave,casual,21
21,Kimball Ave & Belmont Ave,casual,21
21,Kosciuszko Park,casual,21
21,Damen Ave & Thomas St (Augusta Blvd),casual,21
22,Oakley Ave & Irving Park Rd,casual,21
22,Sheridan Rd & Argyle St,casual,21
22,Sheridan Rd & Noyes St (NU),casual,21
24,Calumet Ave & 33rd St,casual,21
24,Cottage Grove Ave & 43rd St,casual,21
25,Wells St & Elm St,casual,21
25,Campbell Ave & Augusta Blvd,casual,21
25,Sheridan Rd & Columbia Ave,casual,21
27,Kimbark Ave & 53rd St,casual,21
28,Drake Ave & Montrose Ave,casual,21
28,Lincoln Park Conservatory,casual,21
29,Western Ave & Monroe St,casual,21
29,Western Ave & Granville Ave,casual,21
29,Cottage Grove Ave & 51st St,casual,21
30,State St & Chicago Ave,casual,21
30,Halsted St & North Branch St,casual,21
31,Paulina St & 18th St,casual,21
52,Millennium Park,casual,21
1,Rush St & Superior St,casual,21
4,Fairbanks Ct & Grand Ave,casual,21
6,Larrabee St & Armitage Ave,casual,21
7,Lakefront Trail & Wilson Ave,casual,21
8,State St & Van Buren St,casual,21
11,Franklin St & Illinois St,casual,21
13,Lincoln Ave & Roscoe St*,casual,21
21,Avers Ave & Belmont Ave,casual,21
21,Rockwell St & Eastwood Ave,casual,21
1,Dearborn St & Adams St,casual,20
1,Bissell St & Armitage Ave*,casual,20
1,Desplaines St & Jackson Blvd,casual,20
1,Clark St & Lincoln Ave,casual,20
1,Ada St & Washington Blvd,casual,20
1,Dearborn Pkwy & Delaware Pl,casual,20
2,Larrabee St & Armitage Ave,casual,20
2,Western Ave & Winnebago Ave,casual,20
2,California Ave & Cortez St,casual,20
2,Green St & Washington Blvd,casual,20
2,Ogden Ave & Chicago Ave,casual,20
2,Clark St & Chicago Ave,casual,20
2,Wood St & Chicago Ave,casual,20
3,Clark St & Schiller St,casual,20
3,May St & Taylor St,casual,20
3,Franklin St & Adams St (Temp),casual,20
3,Southport Ave & Belmont Ave,casual,20
3,Desplaines St & Jackson Blvd,casual,20
3,Ada St & Washington Blvd,casual,20
4,State St & Randolph St,casual,20
4,Franklin St & Monroe St,casual,20
4,Wabash Ave & 9th St,casual,20
4,Broadway & Cornelia Ave,casual,20
5,Sheffield Ave & Fullerton Ave,casual,20
5,Sheridan Rd & Montrose Ave,casual,20
6,Clark St & Grace St,casual,20
6,Leavitt St & Armitage Ave,casual,20
6,State St & 33rd St,casual,20
6,McCormick Place,casual,20
6,Michigan Ave & 18th St,casual,20
7,Honore St & Division St,casual,20
7,Cityfront Plaza Dr & Pioneer Ct,casual,20
7,Halsted St & Dickens Ave,casual,20
7,Milwaukee Ave & Rockwell St,casual,20
7,Racine Ave & Wrightwood Ave,casual,20
7,Winthrop Ave & Lawrence Ave,casual,20
8,Honore St & Division St,casual,20
8,Lake Park Ave & 56th St,casual,20
8,Broadway & Granville Ave,casual,20
9,Sheridan Rd & Lawrence Ave,casual,20
9,Noble St & Milwaukee Ave,casual,20
9,Leavitt St & North Ave,casual,20
9,Blue Island Ave & 18th St,casual,20
9,Dearborn St & Van Buren St,casual,20
9,Wabash Ave & Adams St,casual,20
9,Southport Ave & Irving Park Rd,casual,20
9,Ada St & Washington Blvd,casual,20
9,Clark St & Chicago Ave,casual,20
9,Western Ave & Division St,casual,20
10,Clark St & North Ave,casual,20
10,Clark St & Bryn Mawr Ave,casual,20
10,Ashland Ave & Wrightwood Ave,casual,20
10,Albany Ave & Bloomingdale Ave,casual,20
10,Wells St & Polk St,casual,20
10,Wells St & Walton St,casual,20
10,Western Ave & Division St,casual,20
10,Logan Blvd & Elston Ave,casual,20
11,Clark St & Bryn Mawr Ave,casual,20
11,Kimbark Ave & 53rd St,casual,20
11,Larrabee St & North Ave,casual,20
11,Seeley Ave & Roscoe St,casual,20
11,Clarendon Ave & Gordon Ter,casual,20
11,Wells St & Polk St,casual,20
12,LaSalle St & Adams St,casual,20
12,Noble St & Milwaukee Ave,casual,20
12,Sedgwick St & Huron St,casual,20
12,Campbell Ave & North Ave,casual,20
12,Sheridan Rd & Argyle St,casual,20
12,Financial Pl & Ida B Wells Dr,casual,20
12,Greenview Ave & Diversey Pkwy,casual,20
13,Elizabeth St & Randolph St,casual,20
13,Elizabeth St & Fulton St,casual,20
13,State St & Van Buren St,casual,20
13,Desplaines St & Jackson Blvd,casual,20
13,Ritchie Ct & Banks St,casual,20
13,Stave St & Armitage Ave,casual,20
13,Southport Ave & Wrightwood Ave,casual,20
13,McClurg Ct & Erie St,casual,20
14,Larrabee St & Division St,casual,20
14,Damen Ave & Clybourn Ave,casual,20
14,Greenview Ave & Jarvis Ave,casual,20
14,Troy St & North Ave,casual,20
14,University Library (NU),casual,20
15,Lincoln Ave & Winona St,casual,20
15,Ashland Ave & 13th St,casual,20
15,Green St & Madison St,casual,20
16,Clark St & Elmdale Ave,casual,20
16,Ashland Ave & Lake St,casual,20
17,Paulina St & 18th St,casual,20
17,Ogden Ave & Race Ave,casual,20
17,Halsted St & Roosevelt Rd,casual,20
17,Fort Dearborn Dr & 31st St,casual,20
18,W Armitage Ave & N Sheffield Ave,casual,20
18,Richmond St & Diversey Ave,casual,20
18,California Ave & Francis Pl,casual,20
18,Damen Ave & Madison St,casual,20
18,MLK Jr Dr & 29th St,casual,20
18,Leavitt St & North Ave,casual,20
18,Wilton Ave & Diversey Pkwy*,casual,20
19,Hampden Ct & Diversey Ave,casual,20
19,Central Park Ave & North Ave,casual,20
20,Avers Ave & Belmont Ave,casual,20
20,Kosciuszko Park,casual,20
20,Seeley Ave & Roscoe St,casual,20
20,Southport Ave & Wellington Ave,casual,20
20,Greenwood Ave & 47th St,casual,20
21,Central Park Ave & Elbridge Ave,casual,20
22,Leavitt St & North Ave,casual,20
22,Ellis Ave & 58th St,casual,20
23,Larrabee St & Menomonee St,casual,20
23,Sheridan Rd & Columbia Ave,casual,20
24,Wood St & Hubbard St,casual,20
25,Broadway & Thorndale Ave,casual,20
25,Peoria St & Jackson Blvd,casual,20
26,Campbell Ave & Fullerton Ave,casual,20
26,Green St & Randolph St*,casual,20
27,Burnham Greenway & 112th St,casual,20
27,Racine Ave & Washington Blvd,casual,20
28,State St & Pearson St,casual,20
28,Central Park Ave & Elbridge Ave,casual,20
30,Lincoln Park Conservatory,casual,20
30,LaSalle St & Adams St,casual,20
30,Kedzie Ave & George St,casual,20
31,Larrabee St & Webster Ave,casual,20
31,Franklin St & Adams St (Temp),casual,20
1,Theater on the Lake,casual,20
4,Ashland Ave & Division St,casual,20
4,Dearborn St & Adams St,casual,20
5,California Ave & Milwaukee Ave,casual,20
9,Marine Dr & Ainslie St,casual,20
11,Clinton St & Roosevelt Rd,casual,20
12,Winthrop Ave & Lawrence Ave,casual,20
13,Blue Island Ave & 18th St,casual,20
14,Lake Park Ave & 35th St,casual,20
14,Cottage Grove Ave & Oakwood Blvd,casual,20
16,Woodlawn Ave & 55th St,casual,20
23,Elston Ave & Wabansia Ave,casual,20
30,Cottage Grove Ave & 51st St,casual,20
5,Clinton St & Lake St,casual,20
1,Field Blvd & South Water St,casual,19
1,Lake Park Ave & 56th St,casual,19
1,Michigan Ave & Jackson Blvd,casual,19
1,Columbus Dr & Randolph St,casual,19
2,Clifton Ave & Armitage Ave,casual,19
2,Field Blvd & South Water St,casual,19
2,Ashland Ave & Chicago Ave,casual,19
2,Seeley Ave & Roscoe St,casual,19
2,Southport Ave & Irving Park Rd,casual,19
2,Halsted St & Roosevelt Rd,casual,19
2,Morgan St & Lake St*,casual,19
2,Kedzie Ave & Milwaukee Ave,casual,19
2,Racine Ave & Belmont Ave,casual,19
2,Ravenswood Ave & Irving Park Rd,casual,19
2,Field Museum,casual,19
2,Clybourn Ave & Division St,casual,19
2,Western Ave & Fillmore St,casual,19
2,Racine Ave & Randolph St,casual,19
3,Sheffield Ave & Waveland Ave,casual,19
3,Broadway & Sheridan Rd,casual,19
3,LaSalle Dr & Huron St,casual,19
3,Bissell St & Armitage Ave*,casual,19
