month,end_station_name,member_casual,count_of_users
2,Glenwood Ave & Touhy Ave,casual,22
2,Cottage Grove Ave & 83rd St,casual,22
2,Paulina St & Montrose Ave,casual,22
2,May St & Cullerton St,casual,22
2,Chicago Ave & Washington St,casual,22
2,California Ave & Montrose Ave,casual,22
3,Drake Ave & Addison St,casual,22
3,Calumet Ave & 21st St,casual,22
3,Narragansett & Wrightwood,casual,22
3,Wood St & Webster Ave,casual,22
3,Halsted St & North Branch St,casual,22
3,Prairie Ave & Garfield Blvd,casual,22
3,Western Ave & Lunt Ave,casual,22
4,Indiana Ave & 31st St,casual,22
4,Elston Ave & Cortland St,casual,22
4,Wentworth Ave & 24th St,casual,22
5,Sawyer Ave & Irving Park Rd,casual,22
5,Public Rack - Washtenaw Ave & Superior St,casual,22
5,California Ave & Montrose Ave,casual,22
5,South Shore Dr & 74th St,casual,22
6,Dodge Ave & Main St,casual,22
7,N Clark St & W Elm St,casual,22
7,Public Rack - Woodlawn Ave & 63rd St N,casual,22
7,Museum of Science and Industry,casual,22
1,Clark St & Armitage Ave,casual,22
2,Troy St & Elston Ave,casual,22
5,Francisco Ave & Chicago Ave,casual,22
1,Clark St & Lunt Ave,casual,21
1,Ashland Ave & Archer Ave,casual,21
2,LaSalle St & Adams St,casual,21
2,Paulina St & Howard St,casual,21
2,Oakley Ave & Irving Park Rd,casual,21
2,Sheridan Rd & Lawrence Ave,casual,21
2,Damen Ave & Madison St,casual,21
3,Clark St & Touhy Ave,casual,21
3,Racine Ave & 35th St,casual,21
3,Calumet Ave & 35th St,casual,21
3,Kilpatrick Ave & Parker Ave,casual,21
3,Sawyer Ave & Irving Park Rd,casual,21
3,Woodlawn Ave & Lake Park Ave,casual,21
3,Damen Ave & 59th St,casual,21
3,Central Park Ave & 24th St,casual,21
4,Kedzie Ave & Palmer Ct,casual,21
3,Oakley Ave & Irving Park Rd,casual,21
4,MLK Jr Dr & Pershing Rd,casual,21
4,Kilpatrick Ave & Parker Ave,casual,21
4,Woodlawn Ave & Lake Park Ave,casual,21
4,Wallace St & 35th St,casual,21
4,Winchester (Ravenswood) Ave & Balmoral Ave,casual,21
6,Cicero Ave & Grace St,casual,21
6,Public Rack - Washtenaw Ave & Devon Ave,casual,21
7,Virginia Ave & Catalpa Ave,casual,21
7,Lockwood Ave & Wrightwood Ave,casual,21
7,Stony Island Ave & 63rd St,casual,21
7,Harlem & Irving Park,casual,21
1,DuSable Lake Shore Dr & Monroe St,casual,20
1,Wells St & 19th St,casual,20
1,Halsted St & 35th St,casual,20
1,Hampden Ct & Diversey Ave,casual,20
1,Morgan Ave & 14th Pl,casual,20
1,Clark St & Wellington Ave,casual,20
2,Sayre & Diversey,casual,20
2,Racine Ave & Congress Pkwy,casual,20
2,Wood St & Webster Ave,casual,20
2,Kedzie Ave & Leland Ave,casual,20
3,Ogden Ave & Congress Pkwy,casual,20
3,Kedzie Ave & Lake St,casual,20
3,Albany Ave & Montrose Ave,casual,20
3,Keystone Ave & Montrose Ave,casual,20
3,Washtenaw Ave & Peterson Ave,casual,20
3,Shields Ave & 28th Pl,casual,20
4,Cherry Ave & Blackhawk St,casual,20
4,Drake Ave & Montrose Ave,casual,20
4,N Paulina St & Lincoln Ave,casual,20
5,Kedzie Ave & 48th Pl,casual,20
5,Harlem & Irving Park,casual,20
6,Lamon Ave & Belmont Ave,casual,20
6,Kostner Ave & Adams St,casual,20
7,Wood St & 35th St,casual,20
3,Greenwood Ave & 97th St,casual,20
1,Canal St & Taylor St,casual,19
1,Lincoln Ave & Winona St,casual,19
1,Leavitt St & Addison St,casual,19
1,Damen Ave & Foster Ave,casual,19
1,Paulina St & Montrose Ave,casual,19
1,Glenwood Ave & Morse Ave,casual,19
1,Campbell Ave & Montrose Ave,casual,19
1,Evanston Civic Center,casual,19
1,Noble St & Milwaukee Ave,casual,19
1,University Library (NU),casual,19
2,Aberdeen St & Monroe St,casual,19
2,Ravenswood Ave & Berteau Ave,casual,19
2,Spaulding Ave & Armitage Ave,casual,19
2,Wood St & Augusta Blvd,casual,19
2,Avondale Ave & Irving Park Rd,casual,19
2,Drake Ave & Montrose Ave,casual,19
2,Clark St & Ida B Wells Dr,casual,19
2,Cottage Grove Ave & 43rd St,casual,19
2,Washtenaw Ave & Lawrence Ave,casual,19
2,California Ave & 21st St,casual,19
3,Eberhart Ave & 61st St,casual,19
3,Western Ave & Howard St,casual,19
3,Normal Ave & Archer Ave,casual,19
3,Washtenaw Ave & Polk St,casual,19
3,Dodge Ave & Mulford St,casual,19
4,Kedzie Ave & 110th St,casual,19
4,Kilbourn & Roscoe,casual,19
4,Central Park Ave & 24th St,casual,19
4,Racine Ave & 13th St,casual,19
4,Ashland Ave & Grand Ave,casual,19
4,Greenwood Ave & 97th St,casual,19
4,Halsted St & 35th St,casual,19
5,Keystone Ave & Montrose Ave,casual,19
5,MLK Jr Dr & 47th St,casual,19
7,Public Rack - Kostner Ave & Diversey Ave,casual,19
7,Jeffery Blvd & 67th St,casual,19
1,Drake Ave & Montrose Ave,casual,19
2,W Oakdale Ave & N Broadway,casual,19
3,Indiana Ave & 31st St,casual,19
3,Warren Park East,casual,19
3,Conservatory Dr & Lake St,casual,19
1,Spaulding Ave & Division St,casual,18
1,State St & Van Buren St,casual,18
1,Central St Metra,casual,18
1,Lincoln Park Conservatory,casual,18
1,Harlem & Irving Park,casual,18
2,Christiana Ave & Lawrence Ave,casual,18
2,Hampden Ct & Diversey Ave,casual,18
2,Leavitt St & Addison St,casual,18
2,Cottage Grove Ave & 47th St,casual,18
2,Lavergne & Fullerton,casual,18
2,Long & Irving Park,casual,18
2,Wentworth Ave & 35th St,casual,18
2,Canal St & Harrison St,casual,18
3,Lavergne & Fullerton,casual,18
3,Western Ave & 111th St,casual,18
3,Damen Ave & Coulter St,casual,18
3,Cottage Grove Ave & 63rd St,casual,18
3,Kedzie Ave & Foster Ave,casual,18
4,Valli Produce - Evanston Plaza,casual,18
3,Canal St & Harrison St,casual,18
4,Kedzie Ave & Bryn Mawr Ave,casual,18
4,Western Ave & Lunt Ave,casual,18
4,Sheridan Rd & Greenleaf Ave,casual,18
4,St. Louis Ave & Fullerton Ave,casual,18
4,St. Louis Ave & Balmoral Ave,casual,18
4,Wolcott (Ravenswood) Ave & Montrose Ave,casual,18
4,Winthrop Ave & Lawrence Ave,casual,18
4,Pulaski Rd & 51st St,casual,18
4,Kilbourn Ave & Irving Park Rd,casual,18
5,Sacramento Blvd & Franklin Blvd,casual,18
5,Cottage Grove Ave & 47th St,casual,18
5,Ridge Blvd & Touhy Ave,casual,18
6,Public Rack - Lowell Ave & Elston Ave,casual,18
7,Richmond St & 59th St,casual,18
7,California Ave & Lake St,casual,18
3,California Ave & 23rd Pl,casual,18
1,Sheridan Rd & Columbia Ave,casual,17
1,Wentworth Ave & 33rd St,casual,17
1,Western Ave & 21st St,casual,17
1,Sheridan Rd & Greenleaf Ave,casual,17
1,Wilton Ave & Diversey Pkwy*,casual,17
1,Damen Ave & Cortland St,casual,17
1,Elston Ave & Cortland St,casual,17
2,Manor Ave & Leland Ave,casual,17
2,Cicero Ave & Lake St,casual,17
3,2112 W Peterson Ave,casual,17
3,Public Rack - Hamlin Ave & Montrose Ave,casual,17
3,Elston Ave & Wabansia Ave,casual,17
4,Washtenaw Ave & Polk St,casual,17
4,N Shore Channel Trail & Argyle St,casual,17
4,Leavitt St & Archer Ave,casual,17
5,Shabbona Park,casual,17
6,MLK Jr Dr & 56th St,casual,17
6,Cottage Grove Ave & 67th St,casual,17
7,Central Ave & Chicago Ave,casual,17
1,Rockwell St & Eastwood Ave,casual,17
2,Calumet Ave & 21st St,casual,17
7,Laramie Ave & Madison St,casual,17
7,Burnham Greenway & 105th St,casual,17
1,Hermitage Ave & Polk St,casual,16
1,Cornell Ave & Hyde Park Blvd,casual,16
1,Sheridan Rd & Argyle St,casual,16
1,Avondale Ave & Irving Park Rd,casual,16
1,Rhodes Ave & 32nd St,casual,16
1,Sayre & Diversey,casual,16
1,Lakefront Trail & Wilson Ave,casual,16
1,May St & Cullerton St,casual,16
1,Wells St & Walton St,casual,16
1,Stockton Dr & Wrightwood Ave,casual,16
1,Damen Ave & Charleston St,casual,16
1,Public Rack - Woodlawn Ave & 63rd St N,casual,16
2,Western Ave & Monroe St,casual,16
2,Milwaukee Ave & Cuyler Ave,casual,16
2,Sheridan Rd & Columbia Ave,casual,16
2,Museum of Science and Industry,casual,16
2,Dodge Ave & Mulford St,casual,16
2,California Ave & Altgeld St,casual,16
2,Racine Ave & 15th St,casual,16
2,W Armitage Ave & N Sheffield Ave,casual,16
3,Paulina St & Howard St,casual,16
3,Leavitt St & Archer Ave,casual,16
4,Lawler Ave & 50th St,casual,16
4,Kedzie Ave & 52nd St,casual,16
5,Kostner Ave & Wrightwood Ave,casual,16
5,Lincoln Ave & Peterson Ave,casual,16
5,Kedzie Ave & 24th St,casual,16
5,Public Rack - Lawndale Ave & Diversey Ave,casual,16
5,Marshfield Ave & 59th St,casual,16
6,Burnham Greenway & 105th St,casual,16
6,Orange & Addison,casual,16
6,Orleans St & Merchandise Mart Plaza,casual,16
7,Elizabeth St & 59th St,casual,16
2,Keystone Ave & Fullerton Ave,casual,16
2,California Ave & Byron St,casual,16
3,Clark St & Jarvis Ave,casual,16
5,Big Marsh Park,casual,16
5,Union Ave & Root St,casual,16
3,Winchester (Ravenswood) Ave & Balmoral Ave,casual,16
1,Elston Ave & Wabansia Ave,casual,15
1,Cityfront Plaza Dr & Pioneer Ct,casual,15
1,Leavitt St & Archer Ave,casual,15
1,Fairbanks St & Superior St,casual,15
1,Bernard St & Elston Ave,casual,15
1,Narragansett & Wrightwood,casual,15
1,Lake Park Ave & 53rd St,casual,15
1,Wells St & Polk St,casual,15
2,Western Ave & Lunt Ave,casual,15
2,MLK Jr Dr & 29th St,casual,15
2,Claremont Ave & Hirsch St,casual,15
2,Kilbourn & Roscoe,casual,15
2,Greenwood Ave & 47th St,casual,15
2,State St & 19th St,casual,15
2,Ashland Ave & 13th St,casual,15
2,Public Rack - Kostner Ave & Armitage Ave,casual,15
2,Wilton Ave & Diversey Pkwy*,casual,15
3,Perry Ave & 69th St,casual,15
3,Kildare Ave & 26th St,casual,15
4,63rd St Beach,casual,15
3,Indiana Ave & 26th St,casual,15
4,Ashland Ave & 50th St,casual,15
4,Princeton Ave & 47th St,casual,15
4,Fairfield Ave & 44th St,casual,15
5,Tripp Ave & 65th St,casual,15
5,Central Ave & Parker Ave,casual,15
5,Jeffery Blvd & 67th St,casual,15
5,Maplewood Ave & Peterson Ave,casual,15
6,Kedzie Ave & Roosevelt Rd,casual,15
7,Lavergne & Fullerton,casual,15
7,St. Louis Ave & Balmoral Ave,casual,15
7,Cottage Grove Ave & Oakwood Blvd,casual,15
7,Princeton Ave & 47th St,casual,15
7,Public Rack - Kostner Ave & Armitage Ave,casual,15
7,Rainbow Beach,casual,15
1,Broadway & Argyle St,casual,15
1,Western Ave & Granville Ave,casual,15
3,Warren Park West,casual,15
3,Racine Ave & 13th St,casual,15
4,Public Rack - Woodlawn Ave & 63rd St N,casual,15
5,Stony Island Ave & 67th St,casual,15
5,Public Rack - Hamlin Ave & Montrose Ave,casual,15
1,Damen Ave & Leland Ave,casual,15
3,Manor Ave & Leland Ave,casual,15
1,Claremont Ave & Hirsch St,casual,14
1,Rush St & Hubbard St,casual,14
1,Knox Ave & Montrose Ave,casual,14
1,Ashland Ave & Blackhawk St,casual,14
2,Major Taylor Trail & 115th St,casual,14
2,Stewart Ave & 83rd St,casual,14
2,Conservatory Dr & Lake St,casual,14
2,Drake Ave & Addison St,casual,14
2,Central Ave & Parker Ave,casual,14
3,St. Louis Ave & Balmoral Ave,casual,14
3,Austin Blvd & Lake St,casual,14
3,St Louis Ave & 59th St,casual,14
3,Budlong Woods Library,casual,14
2,Cherry Ave & Blackhawk St,casual,14
3,Troy St & Grace St,casual,14
3,Rhodes Ave & 32nd St,casual,14
3,Cottage Grove Ave & Oakwood Blvd,casual,14
3,Western Ave & Grace St,casual,14
4,Fullerton & Monitor,casual,14
4,Pulaski Rd & Eddy St (Temp),casual,14
4,Leavitt St & Belmont Ave,casual,14
4,Clinton St & Polk St,casual,14
5,Nordica & Medill,casual,14
5,Dodge Ave & Mulford St,casual,14
5,MLK Jr Dr & 56th St,casual,14
5,Chicago State University,casual,14
5,Wolcott Ave & Fargo Ave,casual,14
6,Indiana Ave & 40th St,casual,14
7,Orange & Addison,casual,14
7,Ashland Ave & 50th St,casual,14
1,Dodge Ave & Church St,casual,14
1,Albany Ave & Bloomingdale Ave,casual,14
1,Lake Park Ave & 47th St,casual,14
2,Western Ave & 21st St,casual,14
2,Rockwell St & Eastwood Ave,casual,14
3,Valli Produce - Evanston Plaza,casual,14
3,Cottage Grove Ave & 51st St,casual,14
4,Troy St & Grace St,casual,14
5,Western Blvd & 48th Pl,casual,14
6,Chicago State University,casual,14
7,Western Ave & Gunnison St,casual,14
1,Halsted St & 21st St,casual,14
1,Ogden Ave & Race Ave,casual,13
1,Indiana Ave & 26th St,casual,13
1,Talman Ave & Addison St,casual,13
1,MLK Jr Dr & 29th St,casual,13
1,Kedzie Ave & Chicago Ave,casual,13
2,Harper Ave & 59th St,casual,13
2,Spaulding Ave & Division St,casual,13
2,2112 W Peterson Ave,casual,13
2,Halsted St & 18th St,casual,13
2,Wentworth Ave & 24th St (Temp),casual,13
2,Sacramento Blvd & Franklin Blvd,casual,13
2,Lincoln Ave & Winona St,casual,13
2,Leavitt St & Archer Ave,casual,13
2,Central Park Ave & Ogden Ave,casual,13
3,Bernard St & Elston Ave,casual,13
3,Halsted St & 37th St,casual,13
3,Cottage Grove Ave & 43rd St,casual,13
3,MLK Jr Dr & Pershing Rd,casual,13
3,Lincoln Ave & Balmoral Ave,casual,13
3,Elston Ave & George St,casual,13
3,Public Rack - Midway Orange Line,casual,13
3,Chicago State University,casual,13
4,Emerald Ave & 28th St,casual,13
4,California Ave & Francis Pl (Temp),casual,13
4,Millard Ave & 26th St,casual,13
4,Leavitt St & North Ave,casual,13
4,Spaulding Ave & 63rd St,casual,13
5,Princeton Ave & 47th St,casual,13
5,La Villita Park (Albany/30th),casual,13
5,Campbell Ave & Irving Park Rd,casual,13
5,Conservatory Dr & Lake St,casual,13
5,Millard Ave & 26th St,casual,13
5,Public Rack - Milwaukee Ave & Higgins Ave,casual,13
6,Halsted St & 63rd St,casual,13
5,Meade Ave & Diversey Ave,casual,13
6,Kenosha & Wellington,casual,13
6,Public Rack - Milwaukee Ave & Diversey Ave,casual,13
6,Fairfield Ave & 44th St,casual,13
7,Albany Ave & 26th St,casual,13
7,Public Rack - Christiana & Lincoln,casual,13
7,Public Rack - Cicero Ave & Wrightwood Ave,casual,13
1,Public Rack - Western Blvd & 49th St,casual,13
2,Kedzie Ave & 48th Pl,casual,13
3,Dorchester Ave & 63rd St,casual,13
3,N Southport Ave & W Newport Ave,casual,13
3,Commercial Ave & 130th St,casual,13
3,Ridge Blvd & Touhy Ave,casual,13
3,MTV Hubbard St,casual,13
3,Archer (Damen) Ave & 37th St,casual,13
6,Public Rack - Forrestville Ave & 47th St,casual,13
2,Kimball Ave & Belmont Ave,casual,13
1,Western Ave & Monroe St,casual,13
1,Damen Ave & Madison St,casual,12
1,Pine Grove Ave & Irving Park Rd,casual,12
1,Ellis Ave & 53rd St,casual,12
1,Cottage Grove Ave & 51st St,casual,12
1,Albany Ave & Montrose Ave,casual,12
1,Princeton Ave & Garfield Blvd,casual,12
1,Elston Ave & George St,casual,12
1,Prairie Ave & 43rd St,casual,12
2,Kedzie Ave & Chicago Ave,casual,12
2,Eastlake Ter & Howard St,casual,12
2,Troy St & Grace St,casual,12
2,Western Ave & Congress Pkwy,casual,12
2,Smith Park,casual,12
2,Wells St & Walton St,casual,12
3,Western Blvd & 48th Pl,casual,12
3,Stewart Ave & 83rd St,casual,12
3,Public Rack - Washtenaw Ave & Superior St,casual,12
3,Kedzie Ave & Bryn Mawr Ave,casual,12
3,Seeley Ave & Garfield Blvd,casual,12
3,Albany Ave & Belmont Ave,casual,12
4,Sacramento Blvd & Addison St,casual,12
4,Leavitt St & Lawrence Ave,casual,12
4,Oak Park & Wellington,casual,12
4,2112 W Peterson Ave,casual,12
4,South Shore Dr & 71st St,casual,12
4,Ridge Blvd & Howard St,casual,12
4,Sacramento Blvd & Franklin Blvd,casual,12
5,Rockwell St & Archer Ave,casual,12
5,Yates Blvd & 75th St,casual,12
5,Vernon Ave & 75th St,casual,12
5,Public Rack - Milwaukee Ave & Diversey Ave,casual,12
5,Cicero Ave & Lake St,casual,12
6,Kildare Ave & Division St,casual,12
6,La Villita Park (Albany/30th),casual,12
6,Stony Island Ave & 64th St,casual,12
6,Central Ave & Parker Ave,casual,12
6,Public Rack - Milwaukee Ave & Higgins Ave,casual,12
6,Damen Ave & 74th St,casual,12
7,Public Rack - Monticello Ave & Belmont Ave,casual,12
7,Halsted St & 47th Pl,casual,12
1,Central Park Ave & North Ave,casual,12
1,W Armitage Ave & N Sheffield Ave,casual,12
1,Francisco Ave & Montrose Ave,casual,12
2,California Ave & Lake St,casual,12
2,Wentworth Ave & 33rd St,casual,12
2,Knox Ave & Montrose Ave,casual,12
3,Rockwell St & Cermak Rd,casual,12
3,Central St & Girard Ave,casual,12
4,Morgan St & 31st St,casual,12
4,Rainbow Beach,casual,12
5,Monticello Ave & Chicago Ave,casual,12
6,Public Rack - Hyde Park Blvd & 55th St,casual,12
7,Western Ave & 111th St,casual,12
2,Hermitage Ave & Polk St,casual,12
1,Malcolm X College,casual,11
1,Clinton St & 18th St,casual,11
1,Wood St & Hubbard St,casual,11
1,Shields Ave & 28th Pl,casual,11
1,Prairie Ave & Garfield Blvd,casual,11
1,Calumet Ave & 21st St,casual,11
1,Wood St & Augusta Blvd,casual,11
1,Washtenaw Ave & Polk St,casual,11
1,Cottage Grove Ave & 63rd St,casual,11
1,Damen Ave & Sunnyside Ave,casual,11
2,Millard Ave & 26th St,casual,11
2,Kilpatrick Ave & Parker Ave,casual,11
2,Public Rack - Kenton Ave & Palmer St,casual,11
2,N Carpenter St & W Lake St,casual,11
2,Western Ave & Roscoe St,casual,11
2,Malcolm X College,casual,11
2,St. Louis Ave & Balmoral Ave,casual,11
2,Calumet Ave & 51st St,casual,11
3,Hegewisch Metra Station,casual,11
3,Public Rack - Harold Washington Park,casual,11
3,Kostner Ave & Wrightwood Ave,casual,11
3,Pulaski Rd & Eddy St (Temp),casual,11
3,N Sheffield Ave & W Wellington Ave,casual,11
3,Central Park Ave & Ohio St,casual,11
4,Central Ave & Chicago Ave,casual,11
4,Spaulding Ave & Division St,casual,11
4,Larrabee St & Oak St,casual,11
4,Princeton Ave & Garfield Blvd,casual,11
4,Sheridan Rd & Lawrence Ave,casual,11
4,California Ave & Montrose Ave,casual,11
4,Western Blvd & 48th Pl,casual,11
4,Wolcott Ave & Fargo Ave,casual,11
4,Public Rack - Rockwell & Division,casual,11
4,Warren Park East,casual,11
4,Public Rack - Washtenaw Ave & Devon Ave,casual,11
4,Pulaski Rd & Eddy St,casual,11
5,Avenue O & 134th St,casual,11
5,Emerald Ave & 28th St,casual,11
5,Kenosha & Wellington,casual,11
6,Cicero Ave & Lake St,casual,11
7,Long Ave & Belden Ave,casual,11
7,Western Ave & 28th St,casual,11
7,Kedzie Ave & 48th Pl,casual,11
7,Public Rack - Forest Glen & Peterson,casual,11
1,Emerald Ave & 28th St,casual,11
1,Wentworth Ave & 35th St,casual,11
1,Clark St & Jarvis Ave,casual,11
1,Western Ave & Berteau Ave,casual,11
3,Ogden Ave & Roosevelt Rd,casual,11
4,Benson Ave & Church St,casual,11
6,State St & 54th St,casual,11
6,Public Rack - Rockwell & Division,casual,11
7,Kilbourn & Belden,casual,11
7,Kilpatrick Ave & Grand Ave,casual,11
2,Kenton Ave & Madison St,casual,11
3,Western Ave & Granville Ave,casual,11
3,Kildare Ave & Montrose Ave,casual,11
3,Milwaukee Ave & Cuyler Ave,casual,11
3,Wood St & 35th St,casual,11
5,Kedzie Ave & 24th St (Temp),casual,11
2,Lincoln Ave & Roscoe St*,casual,11
1,Dusable Harbor,casual,10
1,W Oakdale Ave & N Broadway,casual,10
1,Ogden Ave & Roosevelt Rd,casual,10
1,Clark St & Touhy Ave,casual,10
1,Oakley Ave & Irving Park Rd,casual,10
1,Larrabee St & Oak St,casual,10
1,Indiana Ave & Roosevelt Rd,casual,10
1,Logan Blvd & Elston Ave,casual,10
1,Ridge Blvd & Touhy Ave,casual,10
2,Budlong Woods Library,casual,10
2,Public Rack - Hamlin Ave & Montrose Ave,casual,10
2,Eberhart Ave & 61st St,casual,10
2,Albany Ave & Belmont Ave,casual,10
2,Halsted St & 78th St,casual,10
2,Prairie Ave & Garfield Blvd,casual,10
2,Elston Ave & George St,casual,10
3,Kilbourn & Belden,casual,10
3,Greenwood Ave & 47th St,casual,10
3,Sacramento Blvd & Addison St,casual,10
3,Public Rack - Melvina Ave & Belmont Ave,casual,10
3,Exchange Ave & 79th St,casual,10
3,Michigan Ave & 71st St,casual,10
3,State St & 29th St,casual,10
4,Kedzie Ave & Foster Ave,casual,10
4,Public Rack - Milwaukee Ave & Haussen Ct,casual,10
4,Latrobe Ave & Chicago Ave,casual,10
4,Southport Ave & Irving Park Rd,casual,10
4,Stony Island Ave & 64th St,casual,10
4,Indiana Ave & 40th St,casual,10
4,Doty Ave & 111th St,casual,10
4,Central Park Ave & Elbridge Ave,casual,10
4,Steelworkers Park,casual,10
5,Michigan Ave & 71st St,casual,10
5,Albany Ave & 26th St,casual,10
5,Central Ave & Roscoe St,casual,10
5,Oak Park & Wellington,casual,10
5,Kenneth Ave & 50th St,casual,10
5,Kildare Ave & Division St,casual,10
5,Hegewisch Metra Station,casual,10
6,Public Rack - California Ave & Cortez St,casual,10
6,Public Rack - Midway Orange Line,casual,10
6,Maplewood Ave & Peterson Ave,casual,10
6,Public Rack - Kimball Ave & Lawrence Ave,casual,10
7,Greenwood Ave & 97th St,casual,10
7,Prospect Sq & 91st St,casual,10
7,Millard Ave & 26th St,casual,10
7,Cicero Ave & Flournoy St,casual,10
7,Public Rack - Christiana Ave & Belmont Ave,casual,10
1,Calumet Ave & 35th St,casual,10
1,Ashland Ave & 13th St,casual,10
1,Central Park Ave & Ogden Ave,casual,10
2,Hoyne Ave & Balmoral Ave,casual,10
2,Sacramento Blvd & Addison St,casual,10
3,Western Ave & Gunnison St,casual,10
3,Kedzie Ave & 110th St,casual,10
6,Public Rack - Hamlin Ave & Montrose Ave,casual,10
6,Public Rack - Cicero Ave & Wrightwood Ave,casual,10
7,Kenosha & Wellington,casual,10
2,Racine Ave & Fullerton Ave (Temp),casual,10
2,Pulaski Rd & 51st St,casual,10
2,Rockwell St & Fletcher St,casual,10
1,Public Rack - Midway Orange Line,casual,9
1,Eberhart Ave & 131st St,casual,9
1,Lincoln Ave & Sunnyside Ave,casual,9
1,Halsted St & Archer Ave,casual,9
1,Eggleston Ave & 69th St,casual,9
2,Rhodes Ave & 32nd St,casual,9
2,Ogden Ave & Roosevelt Rd,casual,9
2,Lincoln Ave & Balmoral Ave,casual,9
2,Keystone Ave & Montrose Ave,casual,9
2,Orange & Addison,casual,9
2,Winchester (Ravenswood) Ave & Balmoral Ave,casual,9
2,Sawyer Ave & Irving Park Rd,casual,9
2,Cottage Grove Ave & 51st St,casual,9
2,Walden Pkwy & 100th St,casual,9
2,Sheridan Rd & Greenleaf Ave,casual,9
2,Clark St & Jarvis Ave,casual,9
2,Bernard St & Elston Ave,casual,9
2,Calumet Ave & 33rd St,casual,9
2,Tripp Ave & 65th St,casual,9
3,Cicero Ave & Quincy St,casual,9
3,Clinton St & Polk St,casual,9
3,Public Rack - Lowell Ave & Elston Ave,casual,9
3,Prairie Ave & 43rd St,casual,9
3,Walden Pkwy & 100th St,casual,9
3,Sayre & Diversey,casual,9
3,Lake Park Ave & 35th St,casual,9
3,Oakley Ave & Touhy Ave,casual,9
3,South Shore Dr & 71st St,casual,9
4,Lincoln Ave & Balmoral Ave,casual,9
4,California Ave & Byron St,casual,9
4,Kedzie Ave & 48th Pl,casual,9
4,Halsted St & 21st St,casual,9
4,Public Rack - Pulaski Rd & Armitage Ave,casual,9
5,Latrobe Ave & Chicago Ave,casual,9
5,Kostner Ave & Adams St,casual,9
5,Archer Ave & 43rd St,casual,9
5,Yates Blvd & 93rd St,casual,9
5,Western Ave & Ardmore Ave,casual,9
6,Kedzie Ave & Harrison St,casual,9
6,Vernon Ave & 75th St,casual,9
6,Doty Ave & 111th St,casual,9
7,Cottage Grove Ave & 63rd St,casual,9
7,La Villita Park (Albany/30th),casual,9
7,Komensky Ave & 31st St,casual,9
7,DuSable Lake Shore Dr & Monroe St,casual,9
7,Avenue O & 134th St,casual,9
1,Damen Ave & 59th St,casual,9
1,Lincoln Ave & Balmoral Ave,casual,9
2,Kenosha & Wellington,casual,9
2,Central Park Ave & North Ave,casual,9
2,Calumet Ave & 35th St,casual,9
2,Kedzie Ave & 57th St,casual,9
3,Kilbourn & Roscoe,casual,9
3,Latrobe Ave & Chicago Ave,casual,9
3,Cottage Grove Ave & 83rd St,casual,9
3,N Shore Channel Trail & Argyle St,casual,9
4,Dodge Ave & Main St,casual,9
4,Prospect Sq & 91st St,casual,9
4,Francisco Ave & Bloomingdale Ave,casual,9
4,Cottage Grove Ave & 63rd St,casual,9
4,Albany Ave & Montrose Ave,casual,9
6,Clark St & Randolph St,casual,9
3,Kedzie Ave & 52nd St,casual,9
4,Kilbourn Ave & Milwaukee Ave,casual,9
4,Shabbona Park,casual,9
1,Lavergne & Fullerton,casual,8
1,Calumet Ave & 51st St,casual,8
1,Stave St & Armitage Ave,casual,8
1,Archer (Damen) Ave & 37th St,casual,8
1,Conservatory Dr & Lake St,casual,8
1,Rockwell St & Cermak Rd,casual,8
1,Stony Island Ave & 64th St,casual,8
1,Public Rack - Champlain Ave & 65th St,casual,8
2,Prairie Ave & 43rd St,casual,8
2,Halsted St & North Branch St,casual,8
2,Elston Ave & Wabansia Ave,casual,8
2,Public Rack - Lowell Ave & Elston Ave,casual,8
3,Springfield Ave & 47th St,casual,8
3,Public Rack - Western Blvd & 49th St,casual,8
3,N Clark St & W Elm St,casual,8
3,Public Rack - Champlain Ave & 65th St,casual,8
3,MLK Jr Dr & 63rd St,casual,8
3,Campbell Ave & Irving Park Rd,casual,8
3,Rockwell St & Archer Ave,casual,8
3,Elmwood Ave & Austin St,casual,8
3,Marshfield Ave & 44th St,casual,8
3,Bosworth Ave & Howard St,casual,8
4,Lamon Ave & Armitage Ave,casual,8
4,N Damen Ave & W Chicago Ave,casual,8
4,Public Rack - Komensky Ave & 31st St,casual,8
4,Halsted St & 47th Pl,casual,8
4,Public Rack - Monticello Ave & Belmont Ave,casual,8
4,Karlov Ave & Madison St,casual,8
4,Financial Pl & Ida B Wells Dr,casual,8
5,Public Rack - Woodlawn Ave & 63rd St N,casual,8
5,Public Rack - Cicero Ave & Wrightwood Ave,casual,8
5,Austin Blvd & Chicago Ave,casual,8
5,Public Rack - California Ave & Cortez St,casual,8
5,Public Rack - Menard Ave & Dakin St - midblock,casual,8
6,Hoyne Ave & 34th St,casual,8
6,Wabash Ave & 87th St,casual,8
6,Sheffield Ave & Kingsbury St,casual,8
6,Public Rack - Columbus & 79th,casual,8
7,Public Rack - 61st St & Melvina Ave,casual,8
7,Maplewood Ave & 59th St,casual,8
7,Public Rack - Sawyer Ave & Chicago Ave,casual,8
7,Halsted St & 59th St,casual,8
7,Narragansett Ave & School St,casual,8
7,Halsted St & 51st St,casual,8
7,Fairfield Ave & 44th St,casual,8
7,Public Rack - Western Blvd & 49th St,casual,8
