month,end_station_name,member_casual,count_of_users
3,Public Rack - Racine Ave & 109th Pl,member,22
3,Budlong Woods Library,member,22
4,Valli Produce - Evanston Plaza,member,22
4,Prairie Ave & Garfield Blvd,member,22
5,Harlem & Irving Park,member,22
5,Kilbourn Ave & Irving Park Rd,member,22
6,Western Ave & Granville Ave,member,22
7,Harlem & Irving Park,member,22
1,Kedzie Ave & George St,member,21
1,Warren Park East,member,21
2,Troy St & Grace St,member,21
2,Dorchester Ave & 63rd St,member,21
2,Elston Ave & George St,member,21
2,Western Ave & Gunnison St,member,21
3,Damen Ave & Pershing Rd,member,21
3,Ridge Blvd & Touhy Ave,member,21
3,Narragansett & Wrightwood,member,21
3,Milwaukee Ave & Cuyler Ave,member,21
4,Princeton Ave & 47th St,member,21
4,2112 W Peterson Ave,member,21
4,Leavitt St & Addison St,member,21
5,Central Ave & Parker Ave,member,21
5,Wolcott Ave & Fargo Ave,member,21
5,Kildare Ave & 47th St,member,21
7,Public Rack - Hyde Park Blvd & 55th St,member,21
7,Millard Ave & 26th St,member,21
7,California Ave & Lake St,member,21
5,Hamlin Ave & Grand Ave,member,21
6,Harlem & Irving Park,member,21
1,N Southport Ave & W Newport Ave,member,20
1,DuSable Museum,member,20
1,Rockwell St & Cermak Rd,member,20
1,Leavitt St & Archer Ave,member,20
2,Kedzie Ave & Chicago Ave,member,20
2,Kostner Ave & Wrightwood Ave,member,20
2,Western Ave & Howard St,member,20
2,State St & 29th St,member,20
3,Western Ave & Gunnison St,member,20
3,Cottage Grove Ave & 83rd St,member,20
3,Maplewood Ave & Peterson Ave,member,20
3,Archer (Damen) Ave & 37th St,member,20
3,Public Rack - Lockwood Ave & Diversey Ave,member,20
3,Fairfield Ave & Roosevelt Rd,member,20
3,Public Rack - Hamlin Ave & Montrose Ave,member,20
3,DuSable Museum,member,20
3,N Clark St & W Elm St,member,20
4,Public Rack - Hamlin Ave & Montrose Ave,member,20
4,Austin Blvd & Madison St,member,20
4,Kedzie Ave & Foster Ave,member,20
5,Clark St & Touhy Ave,member,20
6,Kenosha & Wellington,member,20
7,Central Ave & Chicago Ave,member,20
3,California Ave & Lake St,member,20
1,Ashland Ave & McDowell Ave,member,19
2,Winchester (Ravenswood) Ave & Balmoral Ave,member,19
2,Western Ave & Berteau Ave,member,19
3,Valli Produce - Evanston Plaza,member,19
3,Kostner Ave & Wrightwood Ave,member,19
3,Kilbourn Ave & Milwaukee Ave,member,19
3,Greenwood Ave & 97th St,member,19
4,California Ave & Francis Pl (Temp),member,19
4,Halsted St & 47th Pl,member,19
4,Wolcott (Ravenswood) Ave & Montrose Ave,member,19
4,Winthrop Ave & Lawrence Ave,member,19
5,Conservatory Dr & Lake St,member,19
5,63rd St Beach,member,19
5,Public Rack - Milwaukee Ave & Diversey Ave,member,19
5,Long & Irving Park,member,19
6,Ridge Blvd & Howard St,member,19
6,Maplewood Ave & Peterson Ave,member,19
7,Fairfield Ave & 44th St,member,19
4,Ashland Ave & 50th St,member,19
1,Public Rack - Lawndale Ave & Diversey Ave,member,18
1,Clark St & Jarvis Ave,member,18
1,Central St Metra,member,18
1,Kedzie Ave & Chicago Ave,member,18
1,DuSable Lake Shore Dr & Monroe St,member,18
1,Normal Ave & Archer Ave,member,18
2,Leavitt St & Archer Ave,member,18
2,Dorchester Ave & 49th St,member,18
3,Ridge Blvd & Howard St,member,18
3,Public Rack - Hoyne Ave & 110th Pl,member,18
3,Public Rack - Milwaukee Ave & Diversey Ave,member,18
3,Clark St & Touhy Ave,member,18
4,Princeton Ave & Garfield Blvd,member,18
4,Kedzie Ave & Chicago Ave,member,18
4,Millard Ave & 26th St,member,18
4,Wolcott Ave & Fargo Ave,member,18
5,Rockwell St & Archer Ave,member,18
7,Ashland Ave & 50th St,member,18
7,Kilbourn & Roscoe,member,18
3,Damen Ave & Coulter St,member,18
7,Public Rack - Kostner Ave & Armitage Ave,member,18
1,Conservatory Dr & Lake St,member,17
1,Clark St & Touhy Ave,member,17
1,Chicago State University,member,17
1,Wood St & 35th St,member,17
1,Dodge Ave & Main St,member,17
1,Wabash Ave & Cermak Rd,member,17
1,Prairie Ave & 43rd St,member,17
1,Eastlake Ter & Howard St,member,17
1,Princeton Ave & 47th St,member,17
1,Avondale Ave & Irving Park Rd,member,17
1,Halsted St & North Branch St,member,17
2,Central Park Ave & North Ave,member,17
2,Public Rack - Kilbourn Ave & Fullerton Ave,member,17
3,Lincoln Ave & Balmoral Ave,member,17
3,Central Ave & Parker Ave,member,17
3,Public Rack - Western Ave & Devon Ave,member,17
3,Public Rack - Champlain Ave & 65th St,member,17
3,Sacramento Blvd & Fulton Ave,member,17
3,Jeffery Blvd & 71st St,member,17
4,Public Rack - Washtenaw Ave & Devon Ave,member,17
4,Central Park Ave & Elbridge Ave,member,17
4,N Shore Channel Trail & Argyle St,member,17
4,Greenwood Ave & 97th St,member,17
4,N Damen Ave & W Chicago Ave,member,17
5,Stony Island Ave & 63rd St,member,17
5,Dodge Ave & Mulford St,member,17
5,Narragansett & Irving Park,member,17
6,Public Rack - Milwaukee Ave & School St,member,17
7,Prospect Sq & 91st St,member,17
5,Canal St & Monroe St,member,17
7,Western Ave & Berteau Ave,member,17
1,Dusable Harbor,member,16
1,St. Louis Ave & Fullerton Ave,member,16
1,Racine Ave & Wrightwood Ave,member,16
1,Damen Ave & Cullerton St,member,16
1,Kedzie Ave & 48th Pl,member,16
1,Kedzie Ave & Leland Ave,member,16
1,California Ave & Altgeld St,member,16
2,MLK Jr Dr & 47th St,member,16
2,Milwaukee Ave & Cuyler Ave,member,16
2,Lockwood Ave & Wrightwood Ave,member,16
2,Calumet Ave & 51st St,member,16
2,Buckingham Fountain,member,16
2,Sawyer Ave & Irving Park Rd,member,16
2,Wolcott Ave & Fargo Ave,member,16
3,Campbell Ave & Irving Park Rd,member,16
3,Eggleston Ave & 69th St,member,16
3,Kedzie Ave & Chicago Ave,member,16
3,Wolcott Ave & Fargo Ave,member,16
3,Public Rack - Nagle Ave & Belmont Ave,member,16
3,Albany Ave & Belmont Ave,member,16
3,South Shore Dr & 71st St,member,16
4,Hoyne Ave & 47th St,member,16
4,Public Rack - Woodlawn Ave & 63rd St N,member,16
4,Public Rack - Milwaukee Ave & Diversey Ave,member,16
4,Washtenaw Ave & Ogden Ave,member,16
5,Public Rack - Milwaukee Ave & School St,member,16
5,Francisco Ave & Chicago Ave,member,16
6,State St & 54th St,member,16
6,MLK Jr Dr & 56th St,member,16
6,Public Rack - Midway Orange Line,member,16
7,Western Ave & 28th St,member,16
1,Calumet Ave & 51st St,member,16
2,Conservatory Dr & Lake St,member,16
4,Lincoln Ave & Balmoral Ave,member,16
5,Princeton Ave & 47th St,member,16
1,Damen Ave & Coulter St,member,15
1,California Ave & Francis Pl (Temp),member,15
1,Central Park Ave & North Ave,member,15
2,Central Ave & Lake St,member,15
2,Kedzie Ave & Bryn Mawr Ave,member,15
1,May St & 69th St,member,15
2,Cottage Grove Ave & 63rd St,member,15
3,Public Rack - Walden Pkwy & 103rd St,member,15
2,Public Rack - Hamlin Ave & Fullerton Ave,member,15
3,Cottage Grove Ave & 67th St,member,15
3,Major Taylor Trail & 115th St,member,15
4,Fairfield Ave & 44th St,member,15
4,Public Rack - Western Ave & Devon Ave,member,15
4,Kedzie Ave & 21st St,member,15
4,Kilbourn Ave & Milwaukee Ave,member,15
4,Public Rack - Avers Ave & Irving Park Rd,member,15
5,Bissell St & Armitage Ave*,member,15
5,South Shore Dr & 74th St,member,15
6,Kostner Ave & Wrightwood Ave,member,15
7,Halsted St & 47th Pl,member,15
7,Kilpatrick Ave & Grand Ave,member,15
7,Pulaski Rd & 21st St,member,15
1,Maplewood Ave & Peterson Ave,member,15
3,Sacramento Blvd & Franklin Blvd,member,15
3,Ashland Ave & 50th St,member,15
4,Francisco Ave & Bloomingdale Ave,member,15
7,Narragansett Ave & School St,member,15
1,Buckingham Fountain,member,14
1,Drake Ave & Addison St,member,14
1,Halsted St & 96th St,member,14
2,Dodge Ave & Mulford St,member,14
2,Greenwood Ave & 91st St,member,14
2,Pulaski Rd & Lake St,member,14
2,Public Rack - Hamlin Ave & Montrose Ave,member,14
2,Public Rack - Western Blvd & 49th St,member,14
2,Stony Island Ave & 82nd St,member,14
2,Kilbourn Ave & Irving Park Rd,member,14
2,Elizabeth St & 92nd St,member,14
3,Oglesby Ave & 100th St,member,14
3,Long & Irving Park,member,14
3,Public Rack - Loomis St & 87th St,member,14
3,Public Rack - Washtenaw Ave & Devon Ave,member,14
4,Lockwood Ave & Wrightwood Ave,member,14
4,Halsted St & 21st St,member,14
5,Public Rack - Pulaski Rd & Armitage Ave,member,14
5,Public Rack - Kimball Ave & Carmen Ave,member,14
5,State St & 54th St,member,14
6,Cottage Grove Ave & 43rd St,member,14
6,Lamon Ave & Armitage Ave,member,14
7,St. Louis Ave & Balmoral Ave,member,14
7,Lockwood Ave & Wrightwood Ave,member,14
7,MLK Jr Dr & Pershing Rd,member,14
1,Kostner Ave & Wrightwood Ave,member,14
1,Marshfield Ave & 44th St,member,14
2,Kedzie Ave & Lake St,member,14
6,N Damen Ave & W Chicago Ave,member,14
6,Public Rack - California Ave & Cortez St,member,14
7,Indiana Ave & 40th St,member,14
1,Public Rack - Pulaski Rd & Armitage Ave,member,13
1,MLK Jr Dr & Pershing Rd,member,13
1,W Oakdale Ave & N Broadway,member,13
1,Valli Produce - Evanston Plaza,member,13
1,Eberhart Ave & 61st St,member,13
1,Lockwood Ave & Wrightwood Ave,member,13
1,Halsted St & 18th St,member,13
2,Public Rack - Pulaski Rd & Armitage Ave,member,13
2,Long & Irving Park,member,13
2,Narragansett & Wrightwood,member,13
2,Halsted St & 96th St,member,13
2,Elmwood Ave & Austin St,member,13
3,Lincolnwood Dr & Central St,member,13
3,California Ave & 21st St,member,13
3,Marshfield Ave & 44th St,member,13
3,Rockwell St & Cermak Rd,member,13
4,Central Ave & Chicago Ave,member,13
4,Public Rack - Hoyne Ave & 110th Pl,member,13
4,St. Louis Ave & Fullerton Ave,member,13
4,Public Rack - Pulaski Rd & Armitage Ave,member,13
4,Western Blvd & 48th Pl,member,13
4,Sacramento Blvd & Addison St,member,13
5,Hegewisch Metra Station,member,13
5,Rockwell St & Cermak Rd,member,13
5,Union Ave & Root St,member,13
5,Western Blvd & 48th Pl,member,13
5,Public Rack - Cicero Ave & Wrightwood Ave,member,13
6,Chicago State University,member,13
7,Maplewood Ave & 59th St,member,13
7,Chicago State University,member,13
7,Public Rack - Monticello Ave & Belmont Ave,member,13
1,Western Ave & Gunnison St,member,13
3,Constance Ave & 95th St,member,13
4,California Ave & 26th St,member,13
5,MLK Jr Dr & 56th St,member,13
1,Montrose Harbor,member,12
1,Central Park Ave & 24th St,member,12
1,Richmond St & Diversey Ave,member,12
1,Elmwood Ave & Austin St,member,12
1,Halsted St & 51st St,member,12
1,Sayre & Diversey,member,12
1,Public Rack - Hoyne Ave & 110th Pl,member,12
2,Public Rack - Loomis St & 87th St,member,12
2,Clark St & Touhy Ave,member,12
2,Public Rack - Avers Ave & Irving Park Rd,member,12
2,N Clark St & W Elm St,member,12
2,Kilbourn Ave & Milwaukee Ave,member,12
3,Lincoln Ave & Peterson Ave,member,12
3,Kilbourn & Roscoe,member,12
3,Public Rack - Pulaski Rd & 44th St,member,12
4,Albany Ave & 26th St,member,12
4,63rd St Beach,member,12
4,Dodge Ave & Mulford St,member,12
4,State St & 95th St,member,12
5,Monticello Ave & Chicago Ave,member,12
5,Elizabeth St & 92nd St,member,12
6,Stony Island Ave & 64th St,member,12
6,Cicero Ave & Grace St,member,12
6,Public Rack - Milwaukee Ave & Diversey Ave,member,12
6,Orleans St & Merchandise Mart Plaza,member,12
7,Walden Pkwy & 100th St,member,12
7,Kedzie Ave & 110th St,member,12
1,Central Ave & Chicago Ave,member,12
1,Damen Ave & Wabansia Ave,member,12
1,Troy St & Grace St,member,12
1,N Clark St & W Elm St,member,12
2,Narragansett Ave & School St,member,12
2,California Ave & Lake St,member,12
3,Millard Ave & 26th St,member,12
3,Whipple/Irving Park,member,12
4,Pulaski Rd & 51st St,member,12
4,Central Park Ave & 24th St,member,12
4,Commercial Ave & 130th St,member,12
5,Shields Ave & 43rd St,member,12
6,Damen Ave & 51st St,member,12
7,Elizabeth St & 59th St,member,12
7,Burnham Greenway & 112th St,member,12
7,Latrobe Ave & Chicago Ave,member,12
1,Public Rack - Milwaukee Ave & Diversey Ave,member,11
1,State St & 19th St,member,11
1,Public Rack - Nagle Ave & Belmont Ave,member,11
1,Kedzie Ave & 57th St,member,11
1,Monticello Ave & Irving Park Rd,member,11
1,Public Rack - Loomis St & 87th St,member,11
1,Washtenaw Ave & Peterson Ave,member,11
1,Public Rack - Avers Ave & Irving Park Rd,member,11
2,Public Rack - Milwaukee Ave & Diversey Ave,member,11
2,Valli Produce - Evanston Plaza,member,11
2,Loomis St & Archer Ave,member,11
3,Laramie Ave & Madison St,member,11
3,Evans Ave & 75th St,member,11
3,MLK Jr Dr & 47th St,member,11
3,Wabash Ave & 87th St,member,11
3,Elston Ave & Henderson St,member,11
3,Public Rack - Komensky Ave & 31st St,member,11
3,Public Rack - Kedzie Ave & Argyle St,member,11
4,Lamon Ave & Armitage Ave,member,11
4,South Shore Dr & 71st St,member,11
4,Stony Island Ave & 71st St,member,11
4,Lincolnwood Dr & Central St,member,11
4,State St & 79th St,member,11
4,Leavitt St & Belmont Ave,member,11
4,Racine Ave & Garfield Blvd,member,11
5,Kenosha & Wellington,member,11
5,Millard Ave & 26th St,member,11
5,Public Rack - Cumberland & Catherine,member,11
5,Albany Ave & 26th St,member,11
5,Central Ave & Roscoe St,member,11
5,Halsted St & 47th Pl,member,11
5,Public Rack - Lawndale Ave & Diversey Ave,member,11
6,Kildare & Cermak,member,11
6,Public Rack - Columbus & 79th,member,11
7,Public Rack - Milwaukee Ave & Higgins Ave,member,11
7,Public Rack - Kenton Ave & Palmer St,member,11
7,Eberhart Ave & 91st St,member,11
7,Public Rack - St Louis Ave & Berteau Ave,member,11
7,Stony Island Ave & 75th St,member,11
7,Komensky Ave & 31st St,member,11
2,Chicago State University,member,11
2,Cottage Grove Ave & Oakwood Blvd,member,11
2,Public Rack - Nagle Ave & Belmont Ave,member,11
3,Lamon Ave & Belmont Ave,member,11
4,Albany Ave & Belmont Ave,member,11
6,Kilpatrick Ave & Grand Ave,member,11
4,Evanston Civic Center,member,11
1,Halsted St & 47th Pl,member,10
1,Dorchester Ave & 49th St,member,10
1,Western Ave & 28th St,member,10
1,Public Rack - Washtenaw Ave & Devon Ave,member,10
1,Whipple/Irving Park,member,10
1,Virginia Ave & Catalpa Ave,member,10
1,Sacramento Blvd & Franklin Blvd,member,10
1,Public Rack - Lowell Ave & Elston Ave,member,10
1,Kilbourn Ave & Irving Park Rd,member,10
2,Central St & Girard Ave,member,10
2,South Shore Dr & 74th St,member,10
2,Public Rack - Christiana Ave & Belmont Ave,member,10
2,Ashland Ave & 50th St,member,10
2,Dodge Ave & Main St,member,10
2,Public Rack - Lockwood Ave & Diversey Ave,member,10
2,Mozart St & Jackson Blvd,member,10
2,Sacramento Blvd & Franklin Blvd,member,10
2,Austin Blvd & Madison St,member,10
2,Fairfield Ave & Roosevelt Rd,member,10
2,Whipple/Irving Park,member,10
3,Sayre & Diversey,member,10
3,Halsted St & 47th Pl,member,10
3,Central Park Ave & Ogden Ave,member,10
3,Public Rack - Lawndale Ave & Diversey Ave,member,10
3,Central Park Ave & Ohio St,member,10
3,N Damen Ave & W Chicago Ave,member,10
3,Lockwood Ave & Wrightwood Ave,member,10
4,State St & 54th St,member,10
4,Central Ave & Lake St,member,10
4,Cottage Grove Ave & 63rd St,member,10
4,Kilpatrick Ave & Parker Ave,member,10
4,Public Rack - Karlov Ave & Milwaukee Ave,member,10
5,Francisco Ave & Bloomingdale Ave,member,10
5,Damen Ave & 51st St,member,10
6,Central Ave & Harrison St,member,10
6,Public Rack - Hamlin Ave & Montrose Ave,member,10
7,Public Rack - Olmstead Ave & Oliphant Ave,member,10
7,Kilbourn & Belden,member,10
1,Halsted St & Archer Ave,member,10
1,Princeton Ave & Garfield Blvd,member,10
1,Pulaski Rd & Eddy St (Temp),member,10
1,Jeffery Blvd & 71st St,member,10
1,Public Rack - Western Blvd & 49th St,member,10
2,Lincoln Ave & Peterson Ave,member,10
2,Virginia Ave & Catalpa Ave,member,10
4,Steelworkers Park,member,10
4,California Ave & Byron St,member,10
5,Emerald Ave & 28th St,member,10
6,OH Charging Stx - Test,member,10
7,Long Ave & Belden Ave,member,10
7,Washtenaw Ave & Peterson Ave,member,10
3,Perry Ave & 69th St,member,10
5,Kostner Ave & Wrightwood Ave,member,10
6,Hoyne Ave & 34th St,member,10
4,Pulaski Rd & Eddy St (Temp),member,10
3,Stony Island Ave & 63rd St,member,10
1,Jeffery Blvd & 67th St,member,9
1,Public Rack - Christiana Ave & Archer Ave,member,9
1,Pulaski Rd & 51st St,member,9
1,Millard Ave & 26th St,member,9
1,Sacramento Blvd & Fulton Ave,member,9
2,Smith Park,member,9
2,Martin Luther King Dr & 111th St,member,9
2,Halsted St & 51st St,member,9
2,Evans Ave & 75th St,member,9
2,Washtenaw Ave & Ogden Ave,member,9
2,Public Rack - Lowell Ave & Elston Ave,member,9
2,DuSable Museum,member,9
3,Public Rack - Milwaukee Ave & School St,member,9
3,Stony Island Ave & 71st St,member,9
3,Public Rack - Washtenaw Ave & Superior St,member,9
3,Stony Island Ave & 82nd St,member,9
3,Ashland Ave & Pershing Rd,member,9
3,Kostner Ave & Adams St,member,9
3,Public Rack - Milwaukee Ave & Haussen Ct,member,9
3,Washtenaw Ave & Polk St,member,9
3,Ashland Ave & 63rd St,member,9
4,Public Rack - Hamlin Ave & Fullerton Ave,member,9
4,Western Ave & Berteau Ave,member,9
5,Sayre & Diversey,member,9
5,Michigan Ave & 8th St,member,9
5,Halsted St & 111th St,member,9
5,Maryland Ave & 104th St,member,9
6,Virginia Ave & Catalpa Ave,member,9
6,Kildare Ave & 26th St,member,9
6,Central Ave & Parker Ave,member,9
6,Sheffield Ave & Kingsbury St,member,9
7,Public Rack - Woodlawn Ave & 63rd St N,member,9
7,Richmond St & 59th St,member,9
7,Laramie Ave & Madison St,member,9
1,Albany Ave & Belmont Ave,member,9
1,Smith Park,member,9
3,Central Park Ave & 24th St,member,9
4,Public Rack - Nagle Ave & Belmont Ave,member,9
6,Fullerton & Monitor,member,9
6,Indiana Ave & 40th St,member,9
6,Nordica & Medill,member,9
6,Shabbona Park,member,9
7,Greenwood Ave & 97th St,member,9
2,Albany Ave & Belmont Ave,member,9
2,Pulaski Rd & Eddy St (Temp),member,9
7,Public Rack - Avers Ave & Irving Park Rd,member,9
1,Bosworth Ave & Howard St,member,9
1,Public Rack - Western Ave & Devon Ave,member,8
1,Damen Ave & Melrose Ave,member,8
1,Cottage Grove Ave & Oakwood Blvd,member,8
1,Stony Island Ave & 82nd St,member,8
1,Ashland Ave & 50th St,member,8
1,Wood St & Webster Ave,member,8
2,Archer (Damen) Ave & 37th St,member,8
2,Phillips Ave & 79th St,member,8
2,Richmond St & Lincoln Ave,member,8
2,Sacramento Blvd & Addison St,member,8
2,Public Rack - Western Ave & Devon Ave,member,8
2,Damen Ave & Coulter St,member,8
2,Public Rack - State ST & 42nd St,member,8
2,Stony Island Ave & 63rd St,member,8
3,Halsted St & 111th St,member,8
3,Stony Island Ave & 67th St,member,8
3,Halsted St & 69th St,member,8
3,Public Rack - Christiana Ave & Archer Ave,member,8
4,Hoyne Ave & 34th St,member,8
4,Clark St & Touhy Ave,member,8
4,Stony Island Ave & 75th St,member,8
4,Martin Luther King Dr & 111th St,member,8
4,Washtenaw Ave & Polk St,member,8
4,Pulaski & Ann Lurie Pl,member,8
4,Public Rack - Monticello Ave & Belmont Ave,member,8
5,Public Rack - Monticello Ave & Belmont Ave,member,8
5,Racine Ave & Fullerton Ave,member,8
5,Larrabee St & Kingsbury St,member,8
5,Oak Park & Wellington,member,8
6,Public Rack - Brandon Ave & 91st St,member,8
6,Burnham Greenway & 112th St,member,8
6,Halsted St & 63rd St,member,8
7,Albany Ave & 26th St,member,8
7,Hoyne Ave & 47th St,member,8
1,Avers Ave & Belmont Ave,member,8
1,Ridge Blvd & Howard St,member,8
1,Kedzie Ave & Harrison St,member,8
1,Sacramento Blvd & Addison St,member,8
2,Elston Ave & Henderson St,member,8
3,Kedzie Ave & 21st St,member,8
3,California Ave & 26th St,member,8
4,Major Taylor Trail & 115th St,member,8
4,Halsted St & 37th St,member,8
4,Washtenaw Ave & Peterson Ave,member,8
4,California Ave & Lake St,member,8
5,Public Rack - Spaulding Ave & North Ave,member,8
5,Virginia Ave & Catalpa Ave,member,8
6,Richmond St & 59th St,member,8
6,Public Rack - Rockwell & Division,member,8
6,Public Rack - Woodlawn Ave & 63rd St N,member,8
6,Kedzie Ave & Harrison St,member,8
7,Broadway & Belmont Ave,member,8
1,St. Louis Ave & Balmoral Ave,member,8
1,Public Rack - Hamlin Ave & Montrose Ave,member,8
2,Hamlin Ave & 62nd Pl,member,8
2,Walden Pkwy & 100th St,member,8
4,Public Rack - Christiana Ave & Belmont Ave,member,8
1,May St & Cullerton St,member,8
3,Homan Ave & 65th St,member,8
3,Halsted St & 63rd St,member,8
4,Public Rack - Champlain Ave & 65th St,member,8
7,Stewart Ave & 63rd St,member,8
1,Lincoln Ave & Peterson Ave,member,7
1,Stony Island Ave & 67th St,member,7
1,Narragansett & Wrightwood,member,7
1,MLK Jr Dr & 47th St,member,7
1,Wolcott Ave & Fargo Ave,member,7
1,Dorchester Ave & 63rd St,member,7
1,Public Rack - Walden Pkwy & 103rd St,member,7
2,Cottage Grove Ave & 67th St,member,7
2,Vernon Ave & 79th St,member,7
2,Oakley Ave & Touhy Ave,member,7
2,State St & 79th St,member,7
2,Washtenaw Ave & Peterson Ave,member,7
2,Lincolnwood Dr & Central St,member,7
3,Shields Ave & 43rd St,member,7
3,Narragansett & Irving Park,member,7
3,Stony Island Ave & 75th St,member,7
3,Central Park Blvd & 5th Ave,member,7
3,Public Rack - Christiana Ave & Belmont Ave,member,7
3,Public Rack - Lowell Ave & Elston Ave,member,7
3,Halsted St & 51st St,member,7
3,Kedzie Ave & 45th St,member,7
3,Mulligan Ave & Wellington Ave,member,7
3,Public Rack - Woodlawn Ave & 63rd St N,member,7
4,Public Rack - Christiana Ave & Archer Ave,member,7
4,Cottage Grove Ave & 67th St,member,7
4,California Ave & Francis Pl,member,7
5,Central Ave & Lake St,member,7
5,Meade Ave & Diversey Ave,member,7
5,Kilpatrick Ave & Grand Ave,member,7
5,Public Rack - Kedzie Ave & 62nd Pl,member,7
5,Richmond St & Lincoln Ave,member,7
5,Public Rack - Brandon Ave & 91st St,member,7
5,Michigan Ave & 71st St,member,7
5,W Washington Blvd & N Peoria St,member,7
5,State St & 95th St,member,7
6,Public Rack - Cicero Ave & Wrightwood Ave,member,7
6,Public Rack - Tripp Ave & North Ave,member,7
6,Bosworth Ave & Howard St,member,7
7,Burnham Greenway & 105th St,member,7
7,Public Rack - Kostner Ave & Diversey Ave,member,7
7,Western Ave & 111th St,member,7
7,Public Rack - Kimball Ave & Lawrence Ave,member,7
1,California Ave & Byron St,member,7
1,Public Rack - Woodlawn Ave & 63rd St N,member,7
2,South Shore Dr & 71st St,member,7
2,Cottage Grove Ave & 83rd St,member,7
3,Princeton Ave & Garfield Blvd,member,7
3,Racine Ave & Garfield Blvd,member,7
3,Sacramento Blvd & Polk St,member,7
3,Harlem & Irving Park,member,7
3,Central Ave & Madison St,member,7
4,Halsted St & 111th St,member,7
4,Public Rack - Prairie Ave & 47th St ,member,7
4,Mozart St & Jackson Blvd,member,7
4,Hastings LWS,member,7
5,Public Rack - Avers & Lawrence,member,7
5,Artesian Ave & 55th St,member,7
6,Public Rack - Milwaukee Ave & Higgins Ave,member,7
6,Public Rack - Lockwood & Archer,member,7
7,Public Rack - Lockwood Ave & Diversey Ave,member,7
7,Public Rack - Western Blvd & 49th St,member,7
1,Cottage Grove Ave & 43rd St,member,7
2,Stony Island Ave & 90th St,member,7
3,South Shore Dr & 74th St,member,7
4,Halsted St & 63rd St,member,7
5,Central Park Ave & Ohio St,member,7
6,Public Rack - N Narragansett Ave & Grand Ave,member,7
3,Austin Blvd & Lake St,member,7
6,Sayre & Diversey,member,7
1,California & 16th St,member,6
1,Stony Island Ave & 71st St,member,6
1,Central St & Girard Ave,member,6
1,Central Park Ave & Ogden Ave,member,6
1,Narragansett & McLean,member,6
1,Central Ave & Parker Ave,member,6
2,Princeton Ave & Garfield Blvd,member,6
2,California Ave & 26th St,member,6
2,Public Rack - Lafayette Ave & 95th St,member,6
2,Public Rack - Lawndale Ave & Diversey Ave,member,6
2,Ridge Blvd & Touhy Ave,member,6
2,Public Rack - Washtenaw Ave & Devon Ave,member,6
2,Kedzie Ave & 48th Pl,member,6
2,Kedzie Ave & 21st St,member,6
2,Lincoln Ave & Balmoral Ave,member,6
2,Central Ave & Parker Ave,member,6
2,Public Rack - Washtenaw Ave & Superior St,member,6
3,Public Rack - Spaulding Ave & North Ave,member,6
2,Greenwood Ave & 97th St,member,6
3,Homewood Ave & 115th St,member,6
3,Public Rack - Cicero Ave & Wrightwood Ave,member,6
3,Pulaski Rd & Congress Pkwy,member,6
3,Walden Pkwy & 100th St,member,6
3,State St & 79th St,member,6
3,Lawndale Ave & 30th St,member,6
3,State St & 54th St,member,6
3,California Ave & 23rd Pl,member,6
3,Central Ave & Lake St,member,6
3,Hamlin Ave & 62nd Pl,member,6
3,Cicero Ave & Lake St,member,6
3,Western Ave & 111th St,member,6
3,Kilpatrick Ave & Parker Ave,member,6
4,Western Ave & Gunnison St,member,6
4,Prospect Sq & 91st St,member,6
4,Public Rack - Rockwell & 111th St,member,6
4,Milwaukee Ave & Cuyler Ave,member,6
4,Pulaski Rd & Eddy St,member,6
4,Stony Island Ave & 64th St,member,6
5,Public Rack - Spaulding Ave & Evergreen Ave,member,6
5,California & 16th St,member,6
5,Woodlawn Ave & 55th St,member,6
5,California Ave & 23rd Pl,member,6
5,Public Rack - Winchester Ave & 87th St,member,6
5,Burnham Greenway & 105th St,member,6
6,Leamington Ave & Hirsch St,member,6
6,Public Rack - Kimball Ave & Lawrence Ave,member,6
6,Meade Ave & Addison St,member,6
6,Halsted St & 78th St,member,6
7,Public Rack - Haft Ave & Milwaukee Ave,member,6
7,Public Rack - Sawyer Ave & Chicago Ave,member,6
7,Public Rack - Cicero Ave & Wrightwood Ave,member,6
7,Evans Ave & 75th St,member,6
7,Cicero Ave & Flournoy St,member,6
7,Public Rack - Komensky Ave & 63rd St,member,6
7,Western Ave & 24th St,member,6
7,Public Rack - Christiana Ave & Belmont Ave,member,6
7,Commercial Ave & 130th St,member,6
7,Hamlin Ave & Grand Ave,member,6
7,Lavergne & Fullerton,member,6
1,Public Rack - Milwaukee Ave & School St,member,6
1,Public Rack - Kostner Ave & Armitage Ave,member,6
1,Western Ave & Lake St,member,6
1,Washtenaw Ave & Ogden Ave,member,6
2,Public Rack - Cicero Ave & Wrightwood Ave,member,6
2,Sacramento Blvd & Polk St,member,6
2,Central Ave & Chicago Ave,member,6
2,Halsted St & 47th Pl,member,6
3,Kedzie Ave & Roosevelt Rd,member,6
3,Mozart St & Jackson Blvd,member,6
3,Austin Blvd & Chicago Ave,member,6
3,Pulaski & Ann Lurie Pl,member,6
3,Summit Ave & 86th St,member,6
3,Pulaski Rd & Lake St,member,6
4,Damen Ave & 51st St,member,6
4,Union Ave & Root St,member,6
5,Public Rack - Milwaukee Ave & Higgins Ave,member,6
6,Central Park Ave & 24th St,member,6
6,Public Rack - Cicero Ave & Altgeld St,member,6
