hour,end_station_name,member_casual,count_of_users
11,State St & Kinzie St,casual,104
18,Lincoln Park Conservatory,casual,103
19,Kingsbury St & Erie St,casual,103
15,Larrabee St & Division St,casual,103
12,Wells St & Huron St,casual,103
20,Honore St & Division St,casual,103
18,Ellis Ave & 55th St,casual,103
17,Field Museum,casual,103
18,State St & Harrison St,casual,103
18,Seeley Ave & Roscoe St,casual,103
17,Carpenter St & Huron St,casual,103
17,Lincoln Ave & Diversey Pkwy,casual,103
12,Clark St & Newport St,casual,103
20,State St & Kinzie St,casual,103
17,Halsted St & Fulton St,casual,103
16,Delano Ct & Roosevelt Rd,casual,103
10,Clark St & Winnemac Ave,casual,102
19,Lincoln Ave & Diversey Pkwy,casual,102
16,Clinton St & Jackson Blvd,casual,102
19,Sheffield Ave & Webster Ave,casual,102
8,Wells St & Concord Ln,casual,102
10,Lincoln Park Conservatory,casual,102
17,Clinton St & Jackson Blvd,casual,102
17,Shore Dr & 55th St,casual,102
14,Larrabee St & Division St,casual,102
22,Federal St & Polk St,casual,102
14,Ellis Ave & 55th St,casual,101
11,Green St & Madison St,casual,101
13,Canal St & Adams St,casual,101
20,Wilton Ave & Belmont Ave,casual,101
17,Dusable Harbor,casual,101
17,Canal St & Monroe St,casual,100
17,Halsted St & Willow St,casual,100
13,Sheffield Ave & Webster Ave,casual,100
13,Clark St & Newport St,casual,100
16,Bissell St & Armitage Ave*,casual,100
18,Racine Ave & Wrightwood Ave,casual,100
17,Marine Dr & Ainslie St,casual,100
23,Shedd Aquarium,casual,100
9,University Ave & 57th St,casual,99
19,Ellis Ave & 55th St,casual,99
15,Peoria St & Jackson Blvd,casual,99
16,Clark St & Newport St,casual,99
18,Canal St & Adams St,casual,99
21,Wabash Ave & Wacker Pl,casual,99
15,Adler Planetarium,casual,99
16,Stockton Dr & Wrightwood Ave,casual,99
16,Broadway & Sheridan Rd,casual,99
20,Clark St & Elm St,casual,99
14,Fairbanks Ct & Grand Ave,casual,99
16,Wood St & Chicago Ave,casual,99
18,McClurg Ct & Erie St,casual,99
17,California Ave & Division St,casual,99
18,Halsted St & Willow St,casual,99
12,May St & Taylor St,casual,99
23,Theater on the Lake,casual,98
19,Southport Ave & Clybourn Ave,casual,98
19,Wells St & Huron St,casual,98
16,Franklin St & Adams St (Temp),casual,98
9,Clark St & Winnemac Ave,casual,98
14,Wells St & Huron St,casual,98
22,Michigan Ave & Lake St,casual,98
17,Burnham Harbor,casual,98
18,Sheffield Ave & Willow St,casual,98
17,Wentworth Ave & Cermak Rd,casual,98
18,Stockton Dr & Wrightwood Ave,casual,98
18,Bissell St & Armitage Ave*,casual,98
16,Ashland Ave & Wrightwood Ave,casual,98
12,Wilton Ave & Belmont Ave,casual,98
17,Broadway & Thorndale Ave,casual,98
22,DuSable Lake Shore Dr & Monroe St,casual,98
17,Lake Park Ave & 56th St,casual,98
23,Wabash Ave & Wacker Pl,casual,97
15,Ellis Ave & 55th St,casual,97
17,Field Blvd & South Water St,casual,97
11,Canal St & Madison St,casual,97
18,Carpenter St & Huron St,casual,97
21,Ellis Ave & 60th St,casual,97
21,Millennium Park,casual,97
12,Pine Grove Ave & Waveland Ave,casual,97
14,Michigan Ave & Oak St,casual,97
16,Sheffield Ave & Webster Ave,casual,97
19,Lincoln Park Conservatory,casual,97
22,Sheffield Ave & Fullerton Ave,casual,97
10,Sheffield Ave & Waveland Ave,casual,97
22,Broadway & Sheridan Rd,casual,96
11,Kingsbury St & Kinzie St,casual,96
17,Racine Ave & Wrightwood Ave,casual,96
16,Michigan Ave & Washington St,casual,96
11,Southport Ave & Wellington Ave,casual,96
17,Damen Ave & Division St,casual,96
13,Southport Ave & Clybourn Ave,casual,96
12,Wells St & Hubbard St,casual,96
16,Dearborn St & Erie St,casual,96
12,Indiana Ave & Roosevelt Rd,casual,96
14,Bissell St & Armitage Ave*,casual,96
16,Lake Park Ave & 56th St,casual,96
20,Fairbanks Ct & Grand Ave,casual,96
18,Delano Ct & Roosevelt Rd,casual,96
13,Broadway & Sheridan Rd,casual,96
22,Green St & Madison St,casual,96
22,Halsted St & Clybourn Ave,casual,96
2,Streeter Dr & Grand Ave,casual,96
19,Blue Island Ave & 18th St,casual,96
12,Lakefront Trail & Wilson Ave,casual,96
16,Michigan Ave & Oak St,casual,95
19,Wood St & Chicago Ave,casual,95
7,Elizabeth St & Fulton St,casual,95
17,Franklin St & Lake St,casual,95
12,Peoria St & Jackson Blvd,casual,95
22,Mies van der Rohe Way & Chestnut St,casual,95
19,DuSable Lake Shore Dr & Wellington Ave,casual,95
0,Shedd Aquarium,casual,95
12,Canal St & Adams St,casual,94
14,Green St & Randolph St*,casual,94
14,Columbus Dr & Randolph St,casual,94
10,Sheffield Ave & Wrightwood Ave,casual,94
16,Milwaukee Ave & Grand Ave,casual,94
12,Southport Ave & Wellington Ave,casual,94
14,Wells St & Evergreen Ave,casual,94
13,Broadway & Waveland Ave,casual,94
17,Rush St & Cedar St,casual,94
14,Marine Dr & Ainslie St,casual,94
23,DuSable Lake Shore Dr & North Blvd,casual,94
9,DuSable Lake Shore Dr & Diversey Pkwy,casual,94
18,DuSable Lake Shore Dr & Wellington Ave,casual,94
22,Southport Ave & Belmont Ave,casual,94
15,Wabash Ave & Grand Ave,casual,93
13,Wabash Ave & Grand Ave,casual,93
17,Wabash Ave & Roosevelt Rd,casual,93
11,Field Museum,casual,93
7,Ashland Ave & Division St,casual,93
18,Field Blvd & South Water St,casual,93
12,Columbus Dr & Randolph St,casual,93
21,Clarendon Ave & Gordon Ter,casual,93
17,Benson Ave & Church St,casual,93
14,Franklin St & Jackson Blvd,casual,93
18,Dearborn St & Erie St,casual,93
11,Wilton Ave & Belmont Ave,casual,93
18,Ashland Ave & Grace St,casual,93
10,Halsted St & Clybourn Ave,casual,93
11,Broadway & Cornelia Ave,casual,93
20,May St & Taylor St,casual,93
23,Sheffield Ave & Wrightwood Ave,casual,93
15,LaSalle Dr & Huron St,casual,92
20,Ellis Ave & 60th St,casual,92
8,Clinton St & Madison St,casual,92
16,LaSalle Dr & Huron St,casual,92
16,Sheffield Ave & Wellington Ave,casual,92
18,Ashland Ave & Lake St,casual,92
12,Dusable Harbor,casual,92
16,Blue Island Ave & 18th St,casual,92
12,Larrabee St & Webster Ave,casual,92
13,Indiana Ave & Roosevelt Rd,casual,92
13,Racine Ave & Belmont Ave,casual,92
23,California Ave & Milwaukee Ave,casual,92
13,Clinton St & Madison St,casual,92
10,Michigan Ave & Lake St,casual,92
11,Clarendon Ave & Gordon Ter,casual,92
11,Mies van der Rohe Way & Chestnut St,casual,92
19,Wabash Ave & Grand Ave,casual,91
15,Field Blvd & South Water St,casual,91
11,Pine Grove Ave & Waveland Ave,casual,91
17,Larrabee St & Kingsbury St,casual,91
18,Broadway & Thorndale Ave,casual,91
17,Clark St & Bryn Mawr Ave,casual,91
13,Kingsbury St & Erie St,casual,91
17,Ogden Ave & Race Ave,casual,91
6,Streeter Dr & Grand Ave,casual,91
17,McClurg Ct & Erie St,casual,91
15,Dayton St & North Ave,casual,91
20,Peoria St & Jackson Blvd,casual,91
12,Clarendon Ave & Gordon Ter,casual,90
9,Ellis Ave & 55th St,casual,90
10,Sheffield Ave & Fullerton Ave,casual,90
18,Larrabee St & Kingsbury St,casual,90
11,Ellis Ave & 60th St,casual,90
13,Michigan Ave & Oak St,casual,90
19,State St & Harrison St,casual,90
16,Sheffield Ave & Willow St,casual,90
17,Delano Ct & Roosevelt Rd,casual,90
12,Dayton St & North Ave,casual,90
16,McClurg Ct & Erie St,casual,90
22,Sheridan Rd & Montrose Ave,casual,90
11,Wabash Ave & Wacker Pl,casual,90
7,California Ave & Milwaukee Ave,casual,90
19,Sheridan Rd & Lawrence Ave,casual,90
11,Wells St & Hubbard St,casual,90
14,Broadway & Sheridan Rd,casual,90
23,DuSable Lake Shore Dr & Diversey Pkwy,casual,90
13,University Ave & 57th St,casual,89
21,California Ave & Milwaukee Ave,casual,89
15,Wells St & Huron St,casual,89
13,Dayton St & North Ave,casual,89
18,Clark St & Leland Ave,casual,89
20,Sheffield Ave & Wellington Ave,casual,89
17,McClurg Ct & Ohio St,casual,89
11,Peoria St & Jackson Blvd,casual,89
21,Clark St & Elm St,casual,89
16,Dusable Harbor,casual,89
19,Canal St & Adams St,casual,89
16,Racine Ave & Belmont Ave,casual,89
8,Shedd Aquarium,casual,89
14,Wabash Ave & Grand Ave,casual,89
19,Bissell St & Armitage Ave*,casual,89
12,Michigan Ave & 8th St,casual,89
18,Racine Ave & Fullerton Ave,casual,89
19,Green St & Randolph St*,casual,89
15,Burnham Harbor,casual,89
12,Southport Ave & Belmont Ave,casual,89
13,Wells St & Evergreen Ave,casual,88
15,Franklin St & Illinois St,casual,88
19,Franklin St & Illinois St,casual,88
17,Michigan Ave & Washington St,casual,88
20,Wood St & Chicago Ave,casual,88
7,Ravenswood Ave & Lawrence Ave,casual,88
20,Clark St & Lincoln Ave,casual,88
18,Damen Ave & Wellington Ave,casual,88
15,Lincoln Ave & Diversey Pkwy,casual,88
23,Clark St & Schiller St,casual,88
19,Broadway & Waveland Ave,casual,88
16,Wabash Ave & 9th St,casual,88
17,Wood St & Augusta Blvd,casual,88
21,Pine Grove Ave & Waveland Ave,casual,88
16,Damen Ave & Thomas St (Augusta Blvd),casual,88
23,Pine Grove Ave & Waveland Ave,casual,88
22,California Ave & Milwaukee Ave,casual,88
12,Mies van der Rohe Way & Chestnut St,casual,88
19,Damen Ave & Thomas St (Augusta Blvd),casual,88
17,Wolcott (Ravenswood) Ave & Montrose Ave,casual,88
13,Clark St & Elm St,casual,88
19,Michigan Ave & 8th St,casual,88
22,Pine Grove Ave & Waveland Ave,casual,88
9,Rush St & Superior St,casual,88
12,Broadway & Sheridan Rd,casual,87
18,Ashland Ave & Wrightwood Ave,casual,87
16,Franklin St & Jackson Blvd,casual,87
12,Fairbanks Ct & Grand Ave,casual,87
14,Wood St & Chicago Ave,casual,87
17,Broadway & Berwyn Ave,casual,87
18,Franklin St & Jackson Blvd,casual,87
23,Wells St & Concord Ln,casual,87
8,Wells St & Hubbard St,casual,87
14,Broadway & Waveland Ave,casual,87
15,Racine Ave & Belmont Ave,casual,87
11,Wells St & Huron St,casual,87
15,Franklin St & Jackson Blvd,casual,87
18,Damen Ave & Chicago Ave,casual,87
18,Sheridan Rd & Lawrence Ave,casual,87
17,Ashland Ave & Grace St,casual,87
14,Franklin St & Illinois St,casual,87
16,Racine Ave & Wrightwood Ave,casual,87
13,Desplaines St & Kinzie St,casual,87
19,Shore Dr & 55th St,casual,87
0,DuSable Lake Shore Dr & Monroe St,casual,87
11,California Ave & Milwaukee Ave,casual,87
17,Ashland Ave & Wrightwood Ave,casual,86
17,Aberdeen St & Jackson Blvd,casual,86
17,Aberdeen St & Monroe St,casual,86
17,Sedgwick St & Webster Ave,casual,86
10,Southport Ave & Wellington Ave,casual,86
16,Ashland Ave & Grace St,casual,86
17,Ashland Ave & Lake St,casual,86
12,Larrabee St & Division St,casual,86
19,Wabash Ave & 9th St,casual,86
18,Milwaukee Ave & Grand Ave,casual,86
16,Shore Dr & 55th St,casual,86
10,Theater on the Lake,casual,86
15,California Ave & Division St,casual,86
17,Dearborn St & Erie St,casual,86
21,Honore St & Division St,casual,86
18,Sheridan Rd & Buena Ave,casual,86
16,Wolcott (Ravenswood) Ave & Montrose Ave,casual,86
10,Field Museum,casual,85
17,Broadway & Barry Ave,casual,85
17,Seeley Ave & Roscoe St,casual,85
11,Rush St & Superior St,casual,85
8,Clark St & Winnemac Ave,casual,85
13,Field Blvd & South Water St,casual,85
16,Marine Dr & Ainslie St,casual,85
18,Wabash Ave & 16th St,casual,85
19,McClurg Ct & Ohio St,casual,85
10,Broadway & Cornelia Ave,casual,85
18,Burnham Harbor,casual,85
16,Wells St & Elm St,casual,84
14,Desplaines St & Kinzie St,casual,84
12,Desplaines St & Kinzie St,casual,84
21,Racine Ave & Belmont Ave,casual,84
17,Michigan Ave & Oak St,casual,84
18,Lincoln Ave & Fullerton Ave,casual,84
10,Canal St & Madison St,casual,84
17,Mies van der Rohe Way & Chicago Ave,casual,84
18,Aberdeen St & Monroe St,casual,84
18,Wolcott (Ravenswood) Ave & Montrose Ave,casual,84
19,Marine Dr & Ainslie St,casual,84
16,Damen Ave & Division St,casual,84
20,Michigan Ave & 8th St,casual,84
17,Ritchie Ct & Banks St,casual,84
22,Canal St & Madison St,casual,84
16,Halsted St & Willow St,casual,83
12,Broadway & Waveland Ave,casual,83
17,Clark St & Grace St,casual,83
15,Clinton St & Washington Blvd,casual,83
22,Clark St & Winnemac Ave,casual,83
21,May St & Taylor St,casual,83
16,Burnham Harbor,casual,83
20,Lakefront Trail & Wilson Ave,casual,83
15,Sheffield Ave & Webster Ave,casual,83
12,Southport Ave & Clybourn Ave,casual,83
10,State St & Kinzie St,casual,83
7,Clinton St & Washington Blvd,casual,83
20,Indiana Ave & Roosevelt Rd,casual,83
21,Southport Ave & Wellington Ave,casual,83
12,Sheffield Ave & Webster Ave,casual,83
11,Federal St & Polk St,casual,83
19,Desplaines St & Kinzie St,casual,83
21,Green St & Madison St,casual,83
18,Calumet Ave & 21st St,casual,83
16,California Ave & Division St,casual,83
18,California Ave & Division St,casual,83
14,Burnham Harbor,casual,83
14,DuSable Lake Shore Dr & Wellington Ave,casual,82
15,State St & Harrison St,casual,82
14,Lincoln Ave & Diversey Pkwy,casual,82
8,Columbus Dr & Randolph St,casual,82
19,Columbus Dr & Randolph St,casual,82
23,Mies van der Rohe Way & Chestnut St,casual,82
12,Kingsbury St & Erie St,casual,82
19,Sheffield Ave & Wellington Ave,casual,82
15,Clark St & Bryn Mawr Ave,casual,82
17,Halsted St & Dickens Ave,casual,82
16,Mies van der Rohe Way & Chicago Ave,casual,82
16,Green St & Randolph St*,casual,82
14,Adler Planetarium,casual,82
15,DuSable Lake Shore Dr & Wellington Ave,casual,82
23,Broadway & Cornelia Ave,casual,82
10,University Ave & 57th St,casual,81
15,Benson Ave & Church St,casual,81
15,McClurg Ct & Ohio St,casual,81
12,Wabash Ave & 9th St,casual,81
16,Lincoln Ave & Diversey Pkwy,casual,81
17,Elston Ave & Cortland St,casual,81
15,McClurg Ct & Erie St,casual,81
15,California Ave & Montrose Ave,casual,81
15,Broadway & Sheridan Rd,casual,81
13,Wabash Ave & 9th St,casual,81
15,Clinton St & Roosevelt Rd,casual,81
17,Clark St & Montrose Ave,casual,81
17,California Ave & Cortez St,casual,81
20,Larrabee St & Division St,casual,81
20,Desplaines St & Kinzie St,casual,81
13,Adler Planetarium,casual,81
18,Wentworth Ave & Cermak Rd,casual,81
15,Shore Dr & 55th St,casual,81
19,Wolcott (Ravenswood) Ave & Montrose Ave,casual,81
15,Southport Ave & Clybourn Ave,casual,81
8,DuSable Lake Shore Dr & Diversey Pkwy,casual,81
22,Clarendon Ave & Gordon Ter,casual,81
14,California Ave & Division St,casual,81
7,DuSable Lake Shore Dr & North Blvd,casual,81
15,Franklin St & Adams St (Temp),casual,80
8,Franklin St & Jackson Blvd,casual,80
15,Wabash Ave & Roosevelt Rd,casual,80
19,Damen Ave & Division St,casual,80
20,New St & Illinois St,casual,80
16,Clark St & Chicago Ave,casual,80
16,Racine Ave & Fullerton Ave,casual,80
19,Field Museum,casual,80
7,State St & Chicago Ave,casual,80
17,Sedgwick St & Schiller St,casual,80
23,Millennium Park,casual,80
23,Federal St & Polk St,casual,80
22,Theater on the Lake,casual,80
19,Clinton St & Jackson Blvd,casual,79
13,Bissell St & Armitage Ave*,casual,79
16,Lincoln Ave & Belmont Ave (Temp),casual,79
15,Wood St & Chicago Ave,casual,79
6,Clinton St & Jackson Blvd,casual,79
16,LaSalle St & Jackson Blvd,casual,79
16,Sheridan Rd & Buena Ave,casual,79
20,Wells St & Hubbard St,casual,79
18,Lincoln Ave & Belle Plaine Ave,casual,79
10,State St & Chicago Ave,casual,79
17,Eckhart Park,casual,79
9,Clinton St & Madison St,casual,79
6,Elizabeth St & Fulton St,casual,79
9,State St & Kinzie St,casual,79
13,DuSable Lake Shore Dr & Wellington Ave,casual,79
14,Sheffield Ave & Webster Ave,casual,79
16,Franklin St & Lake St,casual,79
17,Sheffield Ave & Willow St,casual,79
14,Dayton St & North Ave,casual,79
11,Clinton St & Madison St,casual,79
18,Halsted St & Dickens Ave,casual,79
18,Sedgwick St & Schiller St,casual,79
8,Theater on the Lake,casual,78
13,Larrabee St & Kingsbury St,casual,78
9,Halsted St & Clybourn Ave,casual,78
17,Damen Ave & Wellington Ave,casual,78
18,Aberdeen St & Randolph St,casual,78
16,Wabash Ave & 16th St,casual,78
16,Benson Ave & Church St,casual,78
9,State St & Chicago Ave,casual,78
15,Seeley Ave & Roscoe St,casual,78
18,Lake Park Ave & 56th St,casual,78
15,Racine Ave & Washington Blvd,casual,78
19,Field Blvd & South Water St,casual,78
10,Clark St & Schiller St,casual,78
16,Broadway & Thorndale Ave,casual,78
20,Clinton St & Madison St,casual,78
8,Wabash Ave & Wacker Pl,casual,77
17,Elizabeth St & Fulton St,casual,77
8,Damen Ave & Pierce Ave,casual,77
10,Green St & Madison St,casual,77
16,Damen Ave & Wellington Ave,casual,77
17,Clark St & North Ave,casual,77
16,Sheridan Rd & Lawrence Ave,casual,77
17,Aberdeen St & Randolph St,casual,77
18,Broadway & Barry Ave,casual,77
9,Millennium Park,casual,77
9,Clinton St & Lake St,casual,77
15,Wabash Ave & 9th St,casual,77
18,Rush St & Cedar St,casual,77
13,Shore Dr & 55th St,casual,77
8,Millennium Park,casual,77
20,Kingsbury St & Erie St,casual,77
16,Rush St & Cedar St,casual,77
19,Franklin St & Adams St (Temp),casual,76
16,Michigan Ave & 14th St,casual,76
16,Wabash Ave & Roosevelt Rd,casual,76
14,Benson Ave & Church St,casual,76
19,Delano Ct & Roosevelt Rd,casual,76
20,Damen Ave & Pierce Ave,casual,76
19,LaSalle Dr & Huron St,casual,76
13,Wolcott (Ravenswood) Ave & Montrose Ave,casual,76
13,Franklin St & Jackson Blvd,casual,76
13,Lincoln Ave & Diversey Pkwy,casual,76
16,Damen Ave & Chicago Ave,casual,76
12,Broadway & Barry Ave,casual,76
10,Honore St & Division St,casual,76
15,Sheffield Ave & Kingsbury St,casual,76
15,Racine Ave & Fullerton Ave,casual,76
15,Damen Ave & Chicago Ave,casual,76
11,Columbus Dr & Randolph St,casual,76
20,Larrabee St & Webster Ave,casual,76
16,Dearborn Pkwy & Delaware Pl,casual,76
16,Adler Planetarium,casual,76
13,Larrabee St & Webster Ave,casual,76
17,Michigan Ave & 14th St,casual,76
22,State St & Harrison St,casual,76
18,Dearborn Pkwy & Delaware Pl,casual,76
20,Broadway & Sheridan Rd,casual,76
23,Sheffield Ave & Fullerton Ave,casual,76
9,Green St & Madison St,casual,76
14,Stockton Dr & Wrightwood Ave,casual,76
15,Wolcott (Ravenswood) Ave & Montrose Ave,casual,76
18,Franklin St & Lake St,casual,76
16,Clarendon Ave & Leland Ave,casual,76
13,Broadway & Thorndale Ave,casual,76
15,Marine Dr & Ainslie St,casual,76
20,Ashland Ave & Grace St,casual,75
21,LaSalle St & Illinois St,casual,75
14,Michigan Ave & Washington St,casual,75
15,Clinton St & Jackson Blvd,casual,75
8,Ravenswood Ave & Lawrence Ave,casual,75
14,University Ave & 57th St,casual,75
12,Bissell St & Armitage Ave*,casual,75
15,Michigan Ave & Washington St,casual,75
17,Sheridan Rd & Lawrence Ave,casual,75
19,Lincoln Ave & Fullerton Ave,casual,75
10,Clinton St & Lake St,casual,75
14,Franklin St & Lake St,casual,75
10,Pine Grove Ave & Waveland Ave,casual,75
13,State St & Harrison St,casual,75
10,Wilton Ave & Belmont Ave,casual,75
11,Lakefront Trail & Wilson Ave,casual,75
7,Clark St & Wrightwood Ave,casual,75
17,DuSable Lake Shore Dr & Belmont Ave,casual,75
17,Lincoln Ave & Belle Plaine Ave,casual,75
14,Clinton St & Madison St,casual,75
7,DuSable Lake Shore Dr & Monroe St,casual,75
8,Green St & Madison St,casual,75
10,Kingsbury St & Erie St,casual,75
20,Sheffield Ave & Webster Ave,casual,75
19,Ritchie Ct & Banks St,casual,75
18,Clark St & Chicago Ave,casual,75
20,Wells St & Huron St,casual,75
11,Southport Ave & Belmont Ave,casual,75
13,Larrabee St & Division St,casual,74
19,Racine Ave & Fullerton Ave,casual,74
19,Michigan Ave & 14th St,casual,74
13,Franklin St & Illinois St,casual,74
12,Blue Island Ave & 18th St,casual,74
15,Wells St & Polk St,casual,74
13,Morgan St & Polk St,casual,74
19,Sheffield Ave & Willow St,casual,74
16,Aberdeen St & Randolph St,casual,74
16,Ritchie Ct & Banks St,casual,74
14,McClurg Ct & Ohio St,casual,74
16,Wells St & Polk St,casual,74
9,Damen Ave & Pierce Ave,casual,74
0,Ashland Ave & Division St,casual,74
16,Clark St & Leland Ave,casual,74
22,Honore St & Division St,casual,74
