hour,start_station_name,member_casual,count_of_users
16,Halsted St & Roosevelt Rd,casual,28
22,Franklin St & Chicago Ave,casual,28
15,Damen Ave & Clybourn Ave,casual,28
14,Elston Ave & George St,casual,28
10,Broadway & Thorndale Ave,casual,28
19,Ravenswood Ave & Irving Park Rd,casual,28
17,Richmond St & Diversey Ave,casual,28
10,Clark St & Columbia Ave,casual,28
21,St. Clair St & Erie St,casual,28
12,Lincoln Ave & Sunnyside Ave,casual,28
18,Blackstone Ave & Hyde Park Blvd,casual,28
10,Southport Ave & Wrightwood Ave,casual,28
20,Woodlawn Ave & 55th St,casual,28
14,W Armitage Ave & N Sheffield Ave,casual,28
10,Dearborn St & Adams St,casual,28
12,Broadway & Thorndale Ave,casual,28
20,Marine Dr & Ainslie St,casual,28
14,Larrabee St & North Ave,casual,28
20,Sheridan Rd & Lawrence Ave,casual,28
14,Damen Ave & Thomas St (Augusta Blvd),casual,28
13,Sheffield Ave & Willow St,casual,28
21,Humboldt Blvd & Armitage Ave,casual,28
12,Ashland Ave & Wellington Ave,casual,28
20,Lincoln Park Conservatory,casual,28
22,Clarendon Ave & Gordon Ter,casual,28
16,Kedzie Ave & 48th Pl,casual,28
9,Wells St & Walton St,casual,27
5,Kimbark Ave & 53rd St,casual,27
9,Albany Ave & Bloomingdale Ave,casual,27
20,Daley Center Plaza,casual,27
13,Lincoln Ave & Belmont Ave (Temp),casual,27
15,Ashland Ave & Wrightwood Ave,casual,27
15,Ravenswood Ave & Irving Park Rd,casual,27
13,Western Ave & Walton St,casual,27
11,Sheridan Rd & Argyle St,casual,27
18,California Ave & Altgeld St,casual,27
17,Elston Ave & Wabansia Ave,casual,27
11,Carpenter St & Huron St,casual,27
15,Damen Ave & Leland Ave,casual,27
14,Lincoln Ave & Waveland Ave,casual,27
14,Ravenswood Ave & Irving Park Rd,casual,27
14,Lincoln Ave & Belmont Ave (Temp),casual,27
14,Damen Ave & Division St,casual,27
11,Blackstone Ave & Hyde Park Blvd,casual,27
10,Sedgwick St & North Ave,casual,27
7,Damen Ave & Thomas St (Augusta Blvd),casual,27
23,Green St & Washington Blvd,casual,27
22,Southport Ave & Wrightwood Ave,casual,27
8,Fairbanks St & Superior St,casual,27
22,Clark St & Leland Ave,casual,27
13,Paulina St & 18th St,casual,27
14,Kedzie Ave & Leland Ave,casual,27
17,State St & 35th St,casual,27
8,Central Park Ave & Bloomingdale Ave,casual,27
21,Damen Ave & Wellington Ave,casual,27
22,Franklin St & Jackson Blvd,casual,27
17,State St & 19th St,casual,27
1,LaSalle St & Illinois St,casual,27
22,Clark St & Bryn Mawr Ave,casual,27
10,Broadway & Berwyn Ave,casual,27
9,Clark St & Montrose Ave,casual,27
9,Desplaines St & Randolph St,casual,27
21,Larrabee St & Armitage Ave,casual,27
8,Southport Ave & Waveland Ave,casual,27
10,Paulina Ave & North Ave,casual,27
9,Ashland Ave & Grace St,casual,27
11,Lincoln Ave & Belmont Ave (Temp),casual,27
18,Canal St & Taylor St,casual,27
16,Spaulding Ave & Armitage Ave,casual,27
9,Wood St & Milwaukee Ave,casual,27
11,State St & Pearson St,casual,27
14,Ashland Ave & Chicago Ave,casual,27
20,Ashland Ave & Augusta Blvd,casual,27
21,Stave St & Armitage Ave,casual,27
12,Racine Ave & Washington Blvd,casual,27
8,University Ave & 57th St,casual,27
9,Loomis St & Lexington St,casual,27
22,Seeley Ave & Roscoe St,casual,27
6,Canal St & Adams St,casual,27
21,Green St & Washington Blvd,casual,27
8,Sheridan Rd & Montrose Ave,casual,27
16,Elizabeth St & Randolph St,casual,27
13,Stave St & Armitage Ave,casual,27
22,Campbell Ave & North Ave,casual,27
6,Damen Ave & Chicago Ave,casual,27
11,Larrabee St & Oak St,casual,27
16,Campbell Ave & Fullerton Ave,casual,27
21,May St & Taylor St,casual,27
21,Ogden Ave & Race Ave,casual,27
0,State St & Harrison St,casual,27
14,Wabash Ave & 16th St,casual,27
19,Clarendon Ave & Leland Ave,casual,27
15,Central Park Ave & Bloomingdale Ave,casual,27
7,New St & Illinois St,casual,27
10,California Ave & North Ave,casual,27
12,Richmond St & Diversey Ave,casual,27
13,Wells St & Walton St,casual,27
18,Artesian Ave & Hubbard St,casual,27
21,Wells St & Walton St,casual,27
9,Noble St & Milwaukee Ave,casual,27
12,Green St & Washington Blvd,casual,27
18,Broadway & Ridge Ave,casual,27
14,Humboldt Blvd & Armitage Ave,casual,27
13,Michigan Ave & 18th St,casual,27
19,Greenview Ave & Jarvis Ave,casual,27
19,Wood St & Augusta Blvd,casual,27
17,Damen Ave & Cullerton St,casual,27
20,Racine Ave & Wrightwood Ave,casual,27
15,Cornell Ave & Hyde Park Blvd,casual,27
19,Wells St & Institute Pl,casual,27
14,Financial Pl & Ida B Wells Dr,casual,27
8,Clarendon Ave & Gordon Ter,casual,27
0,Lincoln Ave & Diversey Pkwy,casual,27
9,Central Park Ave & Bloomingdale Ave,casual,27
13,Damen Ave & Sunnyside Ave,casual,27
12,Seeley Ave & Roscoe St,casual,27
14,Damen Ave & Wellington Ave,casual,27
21,Harlem & Irving Park,casual,27
11,Damen Ave & Clybourn Ave,casual,27
15,California Ave & North Ave,casual,27
13,Blue Island Ave & 18th St,casual,27
11,Ravenswood Ave & Irving Park Rd,casual,27
11,Sangamon St & Washington Blvd,casual,27
8,Southport Ave & Wellington Ave,casual,27
6,Clark St & North Ave,casual,27
14,Chicago Ave & Washington St,casual,27
22,Wolcott (Ravenswood) Ave & Montrose Ave,casual,27
10,Walsh Park,casual,27
18,Hoyne Ave & Balmoral Ave,casual,27
15,State St & 35th St,casual,27
0,Clark St & Winnemac Ave,casual,27
9,Michigan Ave & 14th St,casual,27
19,Canal St & Monroe St,casual,27
16,Sedgwick St & Schiller St,casual,27
19,Damen Ave & Grand Ave,casual,27
16,Calumet Ave & 33rd St,casual,27
12,Clark St & Ida B Wells Dr,casual,27
12,Racine Ave & 18th St,casual,27
12,Sheridan Rd & Lawrence Ave,casual,27
0,Dearborn Pkwy & Delaware Pl,casual,27
17,Elizabeth St & Randolph St,casual,27
8,Rush St & Cedar St,casual,27
18,Calumet Ave & 33rd St,casual,27
21,Racine Ave & 18th St,casual,27
14,Wood St & Taylor St (Temp),casual,27
11,Damen Ave & Wellington Ave,casual,26
13,Canal St & Taylor St,casual,26
20,Michigan Ave & Madison St,casual,26
21,Campbell Ave & North Ave,casual,26
15,Blue Island Ave & 18th St,casual,26
9,Carpenter St & Huron St,casual,26
9,Kingsbury St & Erie St,casual,26
15,Humboldt Blvd & Armitage Ave,casual,26
9,Wolcott (Ravenswood) Ave & Montrose Ave,casual,26
5,Leavitt St & North Ave,casual,26
18,Greenview Ave & Jarvis Ave,casual,26
14,Logan Blvd & Elston Ave,casual,26
13,Damen Ave & Foster Ave,casual,26
0,Wells St & Huron St,casual,26
4,Wallace St & 35th St,casual,26
8,Ogden Ave & Race Ave,casual,26
18,Leavitt St & Division St,casual,26
10,Ada St & Washington Blvd,casual,26
17,Paulina St & Flournoy St,casual,26
22,Orleans St & Hubbard St,casual,26
13,Sheridan Rd & Lawrence Ave,casual,26
19,Western Ave & Walton St,casual,26
17,University Library (NU),casual,26
22,Ogden Ave & Chicago Ave,casual,26
14,Calumet Ave & 21st St,casual,26
16,Richmond St & Diversey Ave,casual,26
1,Clark St & Elm St,casual,26
12,Sangamon St & Washington Blvd,casual,26
7,Jefferson St & Monroe St,casual,26
22,Clark St & Randolph St,casual,26
8,Daley Center Plaza,casual,26
8,Desplaines St & Jackson Blvd,casual,26
8,Clark St & Wellington Ave,casual,26
11,Broadway & Berwyn Ave,casual,26
12,Clark St & Lunt Ave,casual,26
13,Clark St & Elmdale Ave,casual,26
17,Green St & Randolph St*,casual,26
6,Michigan Ave & Oak St,casual,26
11,Delano Ct & Roosevelt Rd,casual,26
15,Wells St & 19th St,casual,26
19,Canal St & Taylor St,casual,26
11,Bissell St & Armitage Ave*,casual,26
11,Winthrop Ave & Lawrence Ave,casual,26
9,Laflin St & Cullerton St,casual,26
12,Ashland Ave & Lake St,casual,26
11,Clinton St & Tilden St,casual,26
10,Burling St & Diversey Pkwy,casual,26
14,Ashland Ave & Belle Plaine Ave,casual,26
22,Winthrop Ave & Lawrence Ave,casual,26
11,Clarendon Ave & Leland Ave,casual,26
16,Throop St & Taylor St,casual,26
14,Ada St & Washington Blvd,casual,26
14,Troy St & North Ave,casual,26
10,Marine Dr & Ainslie St,casual,26
8,Greenview Ave & Diversey Pkwy,casual,26
7,Millennium Park,casual,26
11,Damen Ave & Melrose Ave,casual,26
14,Paulina St & Montrose Ave,casual,26
16,Larrabee St & Oak St,casual,26
16,Racine Ave & 18th St,casual,26
10,Leavitt St & Chicago Ave,casual,26
16,Ellis Ave & 53rd St,casual,26
17,Christiana Ave & Lawrence Ave,casual,26
9,Damen Ave & Grand Ave,casual,26
19,Sheridan Rd & Loyola Ave,casual,26
22,Field Blvd & South Water St,casual,26
8,Wood St & Hubbard St,casual,26
19,Logan Blvd & Elston Ave,casual,26
19,Leavitt St & Division St,casual,26
8,Ravenswood Ave & Lawrence Ave,casual,26
2,Perry Ave & 69th St,casual,26
16,State St & Pearson St,casual,26
23,Clark St & Lunt Ave,casual,26
9,Aberdeen St & Randolph St,casual,26
6,Damen Ave & Cortland St,casual,26
20,California Ave & Division St,casual,26
6,Michigan Ave & 18th St,casual,26
8,Sheffield Ave & Webster Ave,casual,26
8,Wood St & Chicago Ave,casual,26
18,Wabash Ave & Adams St,casual,26
20,Campbell Ave & North Ave,casual,26
21,Stockton Dr & Wrightwood Ave,casual,26
0,Larrabee St & North Ave,casual,26
12,Hermitage Ave & Polk St,casual,26
22,Halsted St & Willow St,casual,26
18,Rhodes Ave & 32nd St,casual,26
19,Cornell Ave & Hyde Park Blvd,casual,26
14,Elizabeth St & Randolph St,casual,26
10,Morgan St & 18th St,casual,26
15,Winthrop Ave & Lawrence Ave,casual,26
21,Wentworth Ave & Cermak Rd*,casual,26
19,Larrabee St & Menomonee St,casual,26
23,Wells St & Evergreen Ave,casual,26
7,Clarendon Ave & Gordon Ter,casual,26
13,Leavitt St & Addison St,casual,26
8,Sheridan Rd & Irving Park Rd,casual,26
0,Halsted St & Wrightwood Ave,casual,26
10,Sheridan Rd & Lawrence Ave,casual,26
6,Clark St & Chicago Ave,casual,26
0,Larrabee St & Webster Ave,casual,26
23,Clarendon Ave & Gordon Ter,casual,26
12,California Ave & Montrose Ave,casual,26
7,Daley Center Plaza,casual,26
16,Hoyne Ave & Balmoral Ave,casual,26
21,Franklin St & Lake St,casual,26
11,Damen Ave & Sunnyside Ave,casual,26
18,Kimball Ave & Belmont Ave,casual,26
7,Fairbanks Ct & Grand Ave,casual,26
17,N Southport Ave & W Newport Ave,casual,26
1,Damen Ave & Division St,casual,26
20,Cannon Dr & Fullerton Ave,casual,26
23,Ravenswood Ave & Lawrence Ave,casual,26
0,Theater on the Lake,casual,26
12,Hampden Ct & Diversey Ave,casual,26
1,Michigan Ave & Oak St,casual,26
10,Lincoln Ave & Sunnyside Ave,casual,26
14,Damen Ave & Sunnyside Ave,casual,26
19,California Ave & Montrose Ave,casual,26
0,Clark St & Wellington Ave,casual,26
23,Canal St & Adams St,casual,26
23,DuSable Lake Shore Dr & Belmont Ave,casual,26
19,Lincoln Ave & Roscoe St*,casual,26
12,Damen Ave & Clybourn Ave,casual,26
9,Michigan Ave & 18th St,casual,26
23,Columbus Dr & Randolph St,casual,26
21,Clark St & Randolph St,casual,26
9,California Ave & Cortez St,casual,26
7,Dayton St & North Ave,casual,26
18,Campbell Ave & Montrose Ave,casual,26
14,Lake Park Ave & 53rd St,casual,26
21,Western Ave & Leland Ave,casual,26
17,Damen Ave & Wabansia Ave,casual,26
15,Calumet Ave & 33rd St,casual,26
12,Milwaukee Ave & Rockwell St,casual,26
15,Lincoln Ave & Roscoe St*,casual,25
23,State St & Chicago Ave,casual,25
10,Richmond St & Diversey Ave,casual,25
6,Federal St & Polk St,casual,25
10,Halsted St & Polk St,casual,25
10,Wabash Ave & Adams St,casual,25
6,W Oakdale Ave & N Broadway,casual,25
15,Leavitt St & Belmont Ave,casual,25
1,Sheffield Ave & Fullerton Ave,casual,25
14,Morgan St & 18th St,casual,25
11,Broadway & Thorndale Ave,casual,25
13,Campbell Ave & Fullerton Ave,casual,25
17,Clark St & Elmdale Ave,casual,25
21,Dayton St & North Ave,casual,25
10,May St & Taylor St,casual,25
16,Laflin St & Cullerton St,casual,25
7,Fairbanks St & Superior St,casual,25
17,Kimball Ave & Belmont Ave,casual,25
15,Lincoln Ave & Waveland Ave,casual,25
15,Larrabee St & Menomonee St,casual,25
22,Peoria St & Jackson Blvd,casual,25
13,Noble St & Milwaukee Ave,casual,25
8,Clark St & 9th St (AMLI),casual,25
19,Halsted St & Roosevelt Rd,casual,25
11,Halsted St & Maxwell St,casual,25
23,Ellis Ave & 60th St,casual,25
0,Clarendon Ave & Junior Ter,casual,25
14,Glenwood Ave & Morse Ave,casual,25
6,Canal St & Madison St,casual,25
20,Sangamon St & Washington Blvd,casual,25
14,California Ave & North Ave,casual,25
17,Clinton St & 18th St,casual,25
13,Leavitt St & Belmont Ave,casual,25
16,Rhodes Ave & 32nd St,casual,25
17,Rhodes Ave & 32nd St,casual,25
1,Larrabee St & Webster Ave,casual,25
21,Broadway & Granville Ave,casual,25
15,Avondale Ave & Irving Park Rd,casual,25
12,State St & Pearson St,casual,25
6,Ashland Ave & Division St,casual,25
23,Broadway & Sheridan Rd,casual,25
15,MLK Jr Dr & 29th St,casual,25
20,Logan Blvd & Elston Ave,casual,25
15,Troy St & North Ave,casual,25
22,Leavitt St & North Ave,casual,25
19,Dearborn St & Van Buren St,casual,25
9,Jefferson St & Monroe St,casual,25
13,Leavitt St & Armitage Ave,casual,25
19,Winthrop Ave & Lawrence Ave,casual,25
17,Ellis Ave & 53rd St,casual,25
1,Racine Ave & Belmont Ave,casual,25
11,Ogden Ave & Race Ave,casual,25
9,Racine Ave & Wrightwood Ave,casual,25
7,Dearborn St & Monroe St,casual,25
6,Wabash Ave & Grand Ave,casual,25
17,Damen Ave & Madison St,casual,25
7,Franklin St & Illinois St,casual,25
11,Larrabee St & North Ave,casual,25
11,LaSalle St & Adams St,casual,25
7,Leavitt St & Chicago Ave,casual,25
12,Halsted St & Maxwell St,casual,25
21,Ashland Ave & Lake St,casual,25
0,Western Ave & Winnebago Ave,casual,25
14,Lincoln Ave & Roscoe St*,casual,25
6,Canal St & Monroe St,casual,25
12,Central Park Ave & Bloomingdale Ave,casual,25
21,Clark St & Bryn Mawr Ave,casual,25
19,Kosciuszko Park,casual,25
12,Canal St & Taylor St,casual,25
15,Paulina St & 18th St,casual,25
17,Rockwell St & Fletcher St,casual,25
10,Halsted St & Maxwell St,casual,25
7,Ashland Ave & Chicago Ave,casual,25
6,Sheridan Rd & Buena Ave,casual,25
2,Broadway & Waveland Ave,casual,25
9,Shore Dr & 55th St,casual,25
17,W Armitage Ave & N Sheffield Ave,casual,25
15,Greenview Ave & Jarvis Ave,casual,25
23,Shedd Aquarium,casual,25
18,Calumet Ave & 35th St,casual,25
11,Michigan Ave & Pearson St,casual,25
13,W Armitage Ave & N Sheffield Ave,casual,25
0,Pine Grove Ave & Waveland Ave,casual,25
15,Spaulding Ave & Armitage Ave,casual,25
23,Sheffield Ave & Wellington Ave,casual,25
21,Clinton St & Lake St,casual,25
11,Orleans St & Hubbard St,casual,25
22,Ashland Ave & Blackhawk St,casual,25
14,Wood St & Augusta Blvd,casual,25
14,Paulina St & 18th St,casual,25
7,Calumet Ave & 18th St,casual,25
20,Orleans St & Chestnut St (NEXT Apts),casual,25
8,Morgan St & 31st St,casual,25
15,Paulina St & Flournoy St,casual,25
17,Claremont Ave & Hirsch St,casual,25
20,MLK Jr Dr & 29th St,casual,25
9,Avenue O & 134th St,casual,25
20,Fort Dearborn Dr & 31st St,casual,25
14,Lincoln Ave & Sunnyside Ave,casual,25
22,Franklin St & Illinois St,casual,25
14,Laflin St & Cullerton St,casual,25
23,Racine Ave & 18th St,casual,25
6,Lakeview Ave & Fullerton Pkwy,casual,25
21,Halsted St & Maxwell St,casual,25
18,Cornell Ave & Hyde Park Blvd,casual,25
7,LaSalle Dr & Huron St,casual,25
18,Wentworth Ave & Cermak Rd*,casual,25
20,McCormick Place,casual,25
12,Ashland Ave & Blackhawk St,casual,25
23,Clarendon Ave & Junior Ter,casual,25
20,W Oakdale Ave & N Broadway,casual,25
19,California Ave & Francis Pl,casual,25
15,Lake Park Ave & 35th St,casual,25
9,Ellis Ave & 53rd St,casual,25
13,Ravenswood Ave & Irving Park Rd,casual,25
13,Sangamon St & Washington Blvd,casual,25
7,Theater on the Lake,casual,25
23,Halsted St & Clybourn Ave,casual,25
17,Leavitt St & Division St,casual,25
20,Blue Island Ave & 18th St,casual,25
12,Humboldt Blvd & Armitage Ave,casual,25
14,Clark St & 9th St (AMLI),casual,25
23,Broadway & Belmont Ave,casual,25
19,Lake Park Ave & 56th St,casual,25
22,Burnham Harbor,casual,25
20,Ashland Ave & Blackhawk St,casual,25
18,California Ave & Byron St,casual,25
20,Clark St & Montrose Ave,casual,25
15,Larrabee St & North Ave,casual,25
17,Pulaski Rd & 51st St,casual,25
21,Rush St & Cedar St,casual,25
21,Sheffield Ave & Willow St,casual,25
23,Lakefront Trail & Bryn Mawr Ave,casual,25
22,Broadway & Argyle St,casual,25
7,Sheridan Rd & Montrose Ave,casual,25
18,N Southport Ave & W Newport Ave,casual,25
19,Kedzie Ave & Palmer Ct,casual,25
21,California Ave & North Ave,casual,25
11,Greenview Ave & Diversey Pkwy,casual,25
11,Clifton Ave & Armitage Ave,casual,25
11,Wolcott (Ravenswood) Ave & Montrose Ave,casual,25
0,Clark St & Drummond Pl,casual,25
6,DuSable Lake Shore Dr & Monroe St,casual,25
0,Western Ave & Leland Ave,casual,25
11,Lake Park Ave & 53rd St,casual,25
10,Racine Ave & Wrightwood Ave,casual,25
12,California Ave & Fletcher St,casual,25
14,Orleans St & Hubbard St,casual,25
8,Long & Irving Park,casual,25
9,Halsted St & Polk St,casual,25
14,Kedzie Ave & Palmer Ct,casual,25
13,Milwaukee Ave & Fullerton Ave,casual,25
0,State St & Chicago Ave,casual,24
11,Wacker Dr & Washington St,casual,24
15,Orleans St & Elm St,casual,24
10,California Ave & Cortez St,casual,24
7,Broadway & Belmont Ave,casual,24
15,Leavitt St & Division St,casual,24
5,Clark St & Elm St,casual,24
21,Orleans St & Chestnut St (NEXT Apts),casual,24
10,Ellis Ave & 53rd St,casual,24
13,Lincoln Ave & Sunnyside Ave,casual,24
20,Wentworth Ave & Cermak Rd,casual,24
21,Leavitt St & Armitage Ave,casual,24
10,Michigan Ave & 18th St,casual,24
0,Sheridan Rd & Noyes St (NU),casual,24
0,Lakeview Ave & Fullerton Pkwy,casual,24
22,Green St & Washington Blvd,casual,24
8,Chicago Ave & Sheridan Rd,casual,24
12,Clark St & Elmdale Ave,casual,24
5,Clinton St & Washington Blvd,casual,24
14,Wolcott Ave & Polk St,casual,24
8,Aberdeen St & Monroe St,casual,24
8,Ellis Ave & 53rd St,casual,24
12,Damen Ave & Grand Ave,casual,24
13,Morgan St & Lake St*,casual,24
22,Kimbark Ave & 53rd St,casual,24
8,State St & Randolph St,casual,24
19,State St & 35th St,casual,24
6,Wood St & Milwaukee Ave,casual,24
13,Elizabeth St & Fulton St,casual,24
10,Aberdeen St & Jackson Blvd,casual,24
23,Stetson Ave & South Water St,casual,24
10,Racine Ave & Washington Blvd,casual,24
10,Honore St & Division St,casual,24
16,Wabash Ave & Cermak Rd,casual,24
7,Damen Ave & Clybourn Ave,casual,24
10,Western Ave & Division St,casual,24
7,Clark St & Lake St,casual,24
20,Milwaukee Ave & Fullerton Ave,casual,24
14,Ellis Ave & 53rd St,casual,24
17,Glenwood Ave & Touhy Ave,casual,24
17,Hoyne Ave & Balmoral Ave,casual,24
21,California Ave & Altgeld St,casual,24
8,Franklin St & Monroe St,casual,24
18,Damen Ave & Sunnyside Ave,casual,24
18,Wabash Ave & Cermak Rd,casual,24
10,Clark St & Leland Ave,casual,24
7,Morgan St & 18th St,casual,24
13,Hampden Ct & Diversey Ave,casual,24
14,Lincoln Ave & Addison St,casual,24
15,Ashland Ave & Grace St,casual,24
8,Chicago Ave & Washington St,casual,24
18,Racine Ave & Washington Blvd,casual,24
23,Clinton St & Madison St,casual,24
22,California Ave & Cortez St,casual,24
20,Lincoln Ave & Belmont Ave (Temp),casual,24
9,Burling St & Diversey Pkwy,casual,24
8,Honore St & Division St,casual,24
22,Michigan Ave & 14th St,casual,24
20,Leavitt St & North Ave,casual,24
12,Oakley Ave & Irving Park Rd,casual,24
13,Central St Metra,casual,24
23,N Green St & W Lake St,casual,24
23,Western Ave & Leland Ave,casual,24
9,Southport Ave & Wrightwood Ave,casual,24
15,Damen Ave & Cullerton St,casual,24
12,Wood St & Augusta Blvd,casual,24
10,Logan Blvd & Elston Ave,casual,24
13,Damen Ave & Charleston St,casual,24
23,Halsted St & Willow St,casual,24
5,Wells St & Elm St,casual,24
12,University Library (NU),casual,24
16,Morgan St & 31st St,casual,24
10,State St & Harrison St,casual,24
23,State St & Randolph St,casual,24
18,Sheridan Rd & Lawrence Ave,casual,24
7,Ashland Ave & Wrightwood Ave,casual,24
8,Aberdeen St & Jackson Blvd,casual,24
22,Racine Ave & 18th St,casual,24
19,Ashland Ave & Belle Plaine Ave,casual,24
18,Kosciuszko Park,casual,24
15,Lincoln Ave & Addison St,casual,24
18,Damen Ave & Cullerton St,casual,24
10,Buckingham Fountain,casual,24
12,Clark St & Schreiber Ave,casual,24
17,Spaulding Ave & Armitage Ave,casual,24
13,Lincoln Ave & Addison St,casual,24
17,Sheridan Rd & Lawrence Ave,casual,24
14,Sheridan Rd & Loyola Ave,casual,24
17,Oakley Ave & Irving Park Rd,casual,24
9,Blue Island Ave & 18th St,casual,24
20,Burnham Harbor,casual,24
16,Glenwood Ave & Morse Ave,casual,24
1,Desplaines St & Kinzie St,casual,24
18,Claremont Ave & Hirsch St,casual,24
23,Cityfront Plaza Dr & Pioneer Ct,casual,24
17,Damen Ave & Sunnyside Ave,casual,24
23,Fairbanks Ct & Grand Ave,casual,24
7,Sheffield Ave & Webster Ave,casual,24
18,Larrabee St & Oak St,casual,24
13,Racine Ave & 18th St,casual,24
22,Lincoln Ave & Sunnyside Ave,casual,24
23,Shore Dr & 55th St,casual,24
15,Damen Ave & Charleston St,casual,24
22,Michigan Ave & Madison St,casual,24
10,Sedgwick St & Huron St,casual,24
8,Sheridan Rd & Noyes St (NU),casual,24
18,Washtenaw Ave & Lawrence Ave,casual,24
9,Lakefront Trail & Wilson Ave,casual,24
12,Broadway & Berwyn Ave,casual,24
17,Western Ave & Roscoe St,casual,24
16,Lake Park Ave & 35th St,casual,24
9,Peoria St & Jackson Blvd,casual,24
7,Elston Ave & Cortland St,casual,24
20,Sangamon St & Lake St,casual,24
14,Spaulding Ave & Armitage Ave,casual,24
11,Humboldt Blvd & Armitage Ave,casual,24
21,Wolcott (Ravenswood) Ave & Montrose Ave,casual,24
10,Larrabee St & Armitage Ave,casual,24
9,Clark St & North Ave,casual,24
12,Noble St & Milwaukee Ave,casual,24
11,Wood St & Chicago Ave,casual,24
13,Western Ave & Roscoe St,casual,24
18,Clinton St & Tilden St,casual,24
16,California Ave & Montrose Ave,casual,24
17,Wentworth Ave & 33rd St,casual,24
17,California Ave & Francis Pl,casual,24
23,Wells St & Huron St,casual,24
1,Milwaukee Ave & Fullerton Ave,casual,24
12,Damen Ave & Foster Ave,casual,24
11,Eckhart Park,casual,24
19,Damen Ave & Leland Ave,casual,24
20,Ashland Ave & Wellington Ave,casual,24
13,Larrabee St & Oak St,casual,24
6,Lincoln Ave & Diversey Pkwy,casual,24
10,Chicago Ave & Sheridan Rd,casual,24
10,State St & 33rd St,casual,24
7,Hampden Ct & Diversey Ave,casual,24
23,Mies van der Rohe Way & Chestnut St,casual,24
6,Sheffield Ave & Wellington Ave,casual,24
10,Broadway & Argyle St,casual,24
2,Wells St & Concord Ln,casual,24
1,Sheridan Rd & Irving Park Rd,casual,24
0,Fairbanks Ct & Grand Ave,casual,24
12,St. Louis Ave & Fullerton Ave,casual,23
7,Clarendon Ave & Junior Ter,casual,23
0,Milwaukee Ave & Grand Ave,casual,23
20,Aberdeen St & Randolph St,casual,23
12,Lake Park Ave & 53rd St,casual,23
10,Calumet Ave & 18th St,casual,23
17,Southport Ave & Clark St,casual,23
10,Franklin St & Adams St (Temp),casual,23
7,Southport Ave & Wellington Ave,casual,23
2,Broadway & Barry Ave,casual,23
11,N Green St & W Lake St,casual,23
19,Kimball Ave & Belmont Ave,casual,23
23,Emerald Ave & 31st St,casual,23
22,Orleans St & Chestnut St (NEXT Apts),casual,23
0,Halsted St & Clybourn Ave,casual,23
18,Avondale Ave & Irving Park Rd,casual,23
19,Clybourn Ave & Division St,casual,23
20,Ashland Ave & Grand Ave,casual,23
20,Ravenswood Ave & Berteau Ave,casual,23
20,Damen Ave & Foster Ave,casual,23
7,Damen Ave & Division St,casual,23
13,Paulina St & Montrose Ave,casual,23
23,Southport Ave & Clybourn Ave,casual,23
8,Spaulding Ave & Armitage Ave,casual,23
8,Milwaukee Ave & Wabansia Ave,casual,23
19,Wood St & Hubbard St,casual,23
13,Elston Ave & Cortland St,casual,23
8,Sheffield Ave & Kingsbury St,casual,23
19,Throop St & Taylor St,casual,23
10,Wood St & Chicago Ave,casual,23
11,Blue Island Ave & 18th St,casual,23
8,Larrabee St & North Ave,casual,23
23,Winthrop Ave & Lawrence Ave,casual,23
9,Sheridan Rd & Buena Ave,casual,23
16,Loomis St & Jackson Blvd,casual,23
9,Clark St & Chicago Ave,casual,23
11,Ashland Ave & Belle Plaine Ave,casual,23
6,Michigan Ave & 8th St,casual,23
10,Wells St & Polk St,casual,23
6,Sheridan Rd & Montrose Ave,casual,23
7,Walsh Park,casual,23
7,State St & Pearson St,casual,23
23,Kingsbury St & Kinzie St,casual,23
16,Wilton Ave & Diversey Pkwy*,casual,23
18,Glenwood Ave & Morse Ave,casual,23
5,Indiana Ave & Roosevelt Rd,casual,23
14,Wells St & Institute Pl,casual,23
15,California Ave & Altgeld St,casual,23
14,Winchester Ave & Elston Ave,casual,23
19,Ravenswood Ave & Berteau Ave,casual,23
1,Wood St & Milwaukee Ave,casual,23
15,Damen Ave & Sunnyside Ave,casual,23
9,Orleans St & Hubbard St,casual,23
7,Stetson Ave & South Water St,casual,23
9,Ellis Ave & 58th St,casual,23
15,Damen Ave & Madison St,casual,23
6,New St & Illinois St,casual,23
16,Winchester (Ravenswood) Ave & Balmoral Ave,casual,23
18,Lincoln Ave & Addison St,casual,23
10,Orleans St & Chestnut St (NEXT Apts),casual,23
13,California Ave & North Ave,casual,23
8,Lake Park Ave & 56th St,casual,23
9,Franklin St & Monroe St,casual,23
14,Spaulding Ave & Division St,casual,23
18,Elizabeth St & Randolph St,casual,23
0,Damen Ave & Division St,casual,23
20,Sheridan Rd & Argyle St,casual,23
12,Chicago Ave & Washington St,casual,23
19,Ellis Ave & 58th St,casual,23
13,Clark St & Schreiber Ave,casual,23
19,Sedgwick St & Schiller St,casual,23
22,Sheffield Ave & Kingsbury St,casual,23
8,California Ave & Fletcher St,casual,23
19,Buckingham Fountain,casual,23
17,Knox Ave & Montrose Ave,casual,23
11,Ritchie Ct & Banks St,casual,23
11,Spaulding Ave & Armitage Ave,casual,23
0,Desplaines St & Kinzie St,casual,23
20,Desplaines St & Jackson Blvd,casual,23
12,Clark St & 9th St (AMLI),casual,23
17,Damen Ave & Melrose Ave,casual,23
12,Elizabeth St & Randolph St,casual,23
20,Dearborn St & Van Buren St,casual,23
