weeknum,start_station_name,member_casual,count_of_users
15,Sheridan Rd & Lawrence Ave,casual,9
15,Cottage Grove Ave & 51st St,casual,9
16,Theater on the Lake,casual,9
16,Ashland Ave & Chicago Ave,casual,9
16,Canal St & Harrison St,casual,9
17,Wentworth Ave & 24th St,casual,9
17,Damen Ave & Sunnyside Ave,casual,9
17,W Oakdale Ave & N Broadway,casual,9
17,Sangamon St & Lake St,casual,9
18,Ashland Ave & Lake St,casual,9
18,Morgan St & Lake St*,casual,9
18,Richmond St & Diversey Ave,casual,9
19,900 W Harrison St,casual,9
19,Clinton St & Roosevelt Rd,casual,9
19,Southport Ave & Clark St,casual,9
19,Ashland Ave & Chicago Ave,casual,9
19,Harper Ave & 59th St,casual,9
19,Calumet Ave & 21st St,casual,9
19,Kedzie Ave & Palmer Ct,casual,9
19,Racine Ave & Washington Blvd,casual,9
20,Halsted St & 21st St,casual,9
20,Lake Park Ave & 53rd St,casual,9
20,Lake Park Ave & 47th St,casual,9
21,LaSalle St & Washington St,casual,9
21,Lake Park Ave & 47th St,casual,9
21,Lake Park Ave & 35th St,casual,9
21,Morgan Ave & 14th Pl,casual,9
22,Damen Ave & Madison St,casual,9
22,Ogden Ave & Congress Pkwy,casual,9
22,Clinton St & 18th St,casual,9
23,Wilton Ave & Diversey Pkwy*,casual,9
23,LaSalle St & Adams St,casual,9
23,Morgan St & Polk St,casual,9
24,Damen Ave & Madison St,casual,9
24,State St & 95th St,casual,9
25,Leavitt St & Division St,casual,9
25,Woodlawn Ave & Lake Park Ave,casual,9
25,Halsted St & Polk St,casual,9
25,Dodge Ave & Church St,casual,9
26,Lincoln Ave & Waveland Ave,casual,9
26,Drake Ave & Montrose Ave,casual,9
26,Fort Dearborn Dr & 31st St,casual,9
26,California Ave & Altgeld St,casual,9
26,Ashland Ave & Archer Ave,casual,9
26,California Ave & Fletcher St,casual,9
27,Kilbourn & Roscoe,casual,9
27,Troy St & Elston Ave,casual,9
27,Ogden Ave & Congress Pkwy,casual,9
27,Loomis St & Jackson Blvd,casual,9
27,Winchester (Ravenswood) Ave & Balmoral Ave,casual,9
27,Manor Ave & Leland Ave,casual,9
27,N Shore Channel Trail & Argyle St,casual,9
28,Broadway & Thorndale Ave,casual,9
28,Paulina St & Flournoy St,casual,9
28,Laflin St & Cullerton St,casual,9
28,Wentworth Ave & 33rd St,casual,9
29,Leavitt St & Archer Ave,casual,9
29,Claremont Ave & Hirsch St,casual,9
29,Cottage Grove Ave & Oakwood Blvd,casual,9
29,Talman Ave & Addison St,casual,9
29,MLK Jr Dr & 29th St,casual,9
29,Ashland Ave & Belle Plaine Ave,casual,9
30,Southport Ave & Clark St,casual,9
30,Burnham Greenway & 112th St,casual,9
30,Cornell Ave & Hyde Park Blvd,casual,9
31,Broadway & Argyle St,casual,9
31,Western Ave & 21st St,casual,9
31,Halsted St & Clybourn Ave,casual,9
31,Wabash Ave & Grand Ave,casual,9
52,Franklin St & Adams St (Temp),casual,9
52,DuSable Lake Shore Dr & Belmont Ave,casual,9
1,Rockwell St & Eastwood Ave,casual,9
1,Wells St & Polk St,casual,9
3,Michigan Ave & 8th St,casual,9
3,Damen Ave & Walnut (Lake) St,casual,9
3,Franklin St & Adams St (Temp),casual,9
3,Ravenswood Ave & Irving Park Rd,casual,9
5,Halsted St & Maxwell St,casual,9
5,LaSalle St & Adams St,casual,9
7,Morgan Ave & 14th Pl,casual,9
8,State St & Pearson St,casual,9
9,Western Ave & Roscoe St,casual,9
9,Delano Ct & Roosevelt Rd,casual,9
11,W Oakdale Ave & N Broadway,casual,9
11,Damen Ave & Walnut (Lake) St,casual,9
13,W Oakdale Ave & N Broadway,casual,9
15,Western Ave & 111th St,casual,9
15,Kedzie Ave & Palmer Ct,casual,9
16,Paulina St & Howard St,casual,9
16,Ashland Ave & Wrightwood Ave,casual,9
17,Albany Ave & Bloomingdale Ave,casual,9
17,Calumet Ave & 33rd St,casual,9
18,Broadway & Ridge Ave,casual,9
18,Lincoln Ave & Belle Plaine Ave,casual,9
18,Artesian Ave & Hubbard St,casual,9
18,Paulina St & 18th St,casual,9
19,Racine Ave & 15th St,casual,9
19,Troy St & North Ave,casual,9
20,Halsted St & Polk St,casual,9
20,Clark St & Lunt Ave,casual,9
22,Clark St & Lunt Ave,casual,9
22,Bernard St & Elston Ave,casual,9
22,California Ave & Byron St,casual,9
23,Green St & Randolph St*,casual,9
23,Wentworth Ave & Cermak Rd,casual,9
25,Claremont Ave & Hirsch St,casual,9
25,Chicago Ave & Washington St,casual,9
25,Spaulding Ave & Division St,casual,9
25,Western Ave & Lunt Ave,casual,9
27,Harlem & Irving Park,casual,9
28,Clinton St & 18th St,casual,9
29,Avondale Ave & Irving Park Rd,casual,9
30,Kedzie Ave & Leland Ave,casual,9
31,Indiana Ave & Roosevelt Rd,casual,9
1,Aberdeen St & Monroe St,casual,9
2,Ravenswood Ave & Berteau Ave,casual,9
4,Broadway & Granville Ave,casual,9
9,Kosciuszko Park,casual,9
12,Leavitt St & Belmont Ave,casual,9
15,Eastlake Ter & Howard St,casual,9
20,N Sheffield Ave & W Wellington Ave,casual,9
21,Sheridan Rd & Loyola Ave,casual,9
23,Western Ave & Berteau Ave,casual,9
23,Morgan St & 18th St,casual,9
25,Wabash Ave & Cermak Rd,casual,9
30,Western Ave & Lunt Ave,casual,9
16,Leavitt St & North Ave,casual,9
1,Western Ave & Leland Ave,casual,8
1,Francisco Ave & Foster Ave,casual,8
1,Museum of Science and Industry,casual,8
1,Clark St & 9th St (AMLI),casual,8
1,Leavitt St & North Ave,casual,8
1,Glenwood Ave & Touhy Ave,casual,8
1,State St & 33rd St,casual,8
1,Glenwood Ave & Morse Ave,casual,8
1,Morgan St & Polk St,casual,8
1,Morgan St & 18th St,casual,8
1,Broadway & Thorndale Ave,casual,8
1,Clinton St & 18th St,casual,8
1,Stetson Ave & South Water St,casual,8
1,W Oakdale Ave & N Broadway,casual,8
1,Lincoln Ave & Addison St,casual,8
2,Clark St & Lunt Ave,casual,8
2,Avers Ave & Belmont Ave,casual,8
2,Eckhart Park,casual,8
2,Clarendon Ave & Leland Ave,casual,8
2,Delano Ct & Roosevelt Rd,casual,8
2,Greenview Ave & Jarvis Ave,casual,8
2,Loomis St & Jackson Blvd,casual,8
2,Glenwood Ave & Touhy Ave,casual,8
2,Kimball Ave & Belmont Ave,casual,8
2,Throop St & Taylor St,casual,8
2,Paulina St & Flournoy St,casual,8
2,Campbell Ave & Montrose Ave,casual,8
2,Montrose Harbor,casual,8
2,Rockwell St & Eastwood Ave,casual,8
2,Glenwood Ave & Morse Ave,casual,8
2,Fort Dearborn Dr & 31st St,casual,8
3,Loomis St & Jackson Blvd,casual,8
3,Broadway & Thorndale Ave,casual,8
3,Canal St & Taylor St,casual,8
3,Ashland Ave & Chicago Ave,casual,8
3,Racine Ave & Washington Blvd,casual,8
3,Clinton St & Tilden St,casual,8
3,Stetson Ave & South Water St,casual,8
3,Ashland Ave & Wrightwood Ave,casual,8
3,Damen Ave & Clybourn Ave,casual,8
3,Chicago Ave & Sheridan Rd,casual,8
3,Wood St & Chicago Ave,casual,8
3,Troy St & North Ave,casual,8
3,Paulina St & 18th St,casual,8
3,Narragansett & Wrightwood,casual,8
3,Michigan Ave & 18th St,casual,8
3,Ashland Ave & Wellington Ave,casual,8
4,Clark St & Leland Ave,casual,8
4,Benson Ave & Church St,casual,8
4,Michigan Ave & Madison St,casual,8
4,Lincoln Ave & Diversey Pkwy,casual,8
4,Leavitt St & Division St,casual,8
4,Calumet Ave & 33rd St,casual,8
4,Racine Ave & Washington Blvd,casual,8
4,Federal St & Polk St,casual,8
4,State St & Randolph St,casual,8
4,Carpenter St & Huron St,casual,8
4,Wells St & Walton St,casual,8
4,Southport Ave & Roscoe St,casual,8
4,Clark St & Wellington Ave,casual,8
4,Wood St & Milwaukee Ave,casual,8
4,McClurg Ct & Ohio St,casual,8
4,New St & Illinois St,casual,8
4,Field Blvd & South Water St,casual,8
5,Ashland Ave & Grace St,casual,8
5,Talman Ave & Addison St,casual,8
5,Sedgwick St & North Ave,casual,8
5,Clark St & Leland Ave,casual,8
5,Sedgwick St & Webster Ave,casual,8
5,Bissell St & Armitage Ave*,casual,8
5,Wood St & Webster Ave,casual,8
5,Paulina Ave & North Ave,casual,8
5,Clinton St & Roosevelt Rd,casual,8
5,Ashland Ave & Chicago Ave,casual,8
5,Loomis St & Jackson Blvd,casual,8
5,University Library (NU),casual,8
5,Kedzie Ave & Milwaukee Ave,casual,8
5,May St & Taylor St,casual,8
5,Kedzie Ave & 48th Pl,casual,8
5,Orleans St & Chestnut St (NEXT Apts),casual,8
5,State St & Pearson St,casual,8
6,Damen Ave & Sunnyside Ave,casual,8
6,Central Park Ave & Elbridge Ave,casual,8
6,Clark St & Schreiber Ave,casual,8
6,Damen Ave & Thomas St (Augusta Blvd),casual,8
6,Damen Ave & Leland Ave,casual,8
6,Loomis St & Jackson Blvd,casual,8
6,Ridge Blvd & Touhy Ave,casual,8
6,Drake Ave & Addison St,casual,8
6,Stave St & Armitage Ave,casual,8
6,Throop St & Taylor St,casual,8
6,Kimball Ave & Belmont Ave,casual,8
7,Orleans St & Elm St,casual,8
7,Long & Irving Park,casual,8
7,Sedgwick St & Schiller St,casual,8
7,Clark St & Grace St,casual,8
7,Hermitage Ave & Polk St,casual,8
7,Rush St & Cedar St,casual,8
7,Calumet Ave & 33rd St,casual,8
7,Broadway & Granville Ave,casual,8
7,Ashland Ave & Grace St,casual,8
7,Damen Ave & Walnut (Lake) St,casual,8
7,Marine Dr & Ainslie St,casual,8
7,Hampden Ct & Diversey Ave,casual,8
7,Kosciuszko Park,casual,8
7,Wells St & 19th St,casual,8
7,Broadway & Ridge Ave,casual,8
7,Greenwood Ave & 47th St,casual,8
7,Elston Ave & Henderson St,casual,8
7,Leavitt St & Chicago Ave,casual,8
8,Sheridan Rd & Argyle St,casual,8
8,Desplaines St & Randolph St,casual,8
8,Larrabee St & Division St,casual,8
8,Ritchie Ct & Banks St,casual,8
8,Clark St & Elmdale Ave,casual,8
8,Leavitt St & North Ave,casual,8
8,Spaulding Ave & Armitage Ave,casual,8
8,Clark St & Lunt Ave,casual,8
8,Paulina St & Flournoy St,casual,8
8,Lakefront Trail & Bryn Mawr Ave,casual,8
8,Broadway & Ridge Ave,casual,8
8,Central Ave & Parker Ave,casual,8
8,Lake Park Ave & 53rd St,casual,8
8,Shore Dr & 55th St,casual,8
8,Western Ave & Walton St,casual,8
8,Clark St & Schreiber Ave,casual,8
8,Leavitt St & Armitage Ave,casual,8
8,Paulina St & Montrose Ave,casual,8
8,Chicago Ave & Washington St,casual,8
8,Sedgwick St & Webster Ave,casual,8
8,Jefferson St & Monroe St,casual,8
8,Lincoln Ave & Waveland Ave,casual,8
8,Greenview Ave & Diversey Pkwy,casual,8
9,Wentworth Ave & 35th St,casual,8
9,Throop St & Taylor St,casual,8
9,Damen Ave & Melrose Ave,casual,8
9,Clinton St & 18th St,casual,8
9,N Paulina St & Lincoln Ave,casual,8
9,Sawyer Ave & Irving Park Rd,casual,8
10,Sawyer Ave & Irving Park Rd,casual,8
10,California Ave & Montrose Ave,casual,8
10,Chicago Ave & Washington St,casual,8
10,Shields Ave & 31st St,casual,8
10,St. Louis Ave & Fullerton Ave,casual,8
10,W Armitage Ave & N Sheffield Ave,casual,8
10,N Sheffield Ave & W Wellington Ave,casual,8
10,Spaulding Ave & Division St,casual,8
10,Spaulding Ave & Armitage Ave,casual,8
10,Museum of Science and Industry,casual,8
10,Wilton Ave & Diversey Pkwy*,casual,8
10,Harper Ave & 59th St,casual,8
10,Campbell Ave & Fullerton Ave,casual,8
10,Oakley Ave & Irving Park Rd,casual,8
10,Marine Dr & Ainslie St,casual,8
10,Smith Park,casual,8
10,Stave St & Armitage Ave,casual,8
10,Cornell Ave & Hyde Park Blvd,casual,8
10,Michigan Ave & Ida B Wells Dr,casual,8
11,Wentworth Ave & 35th St,casual,8
11,Drake Ave & Addison St,casual,8
11,Ravenswood Ave & Irving Park Rd,casual,8
11,Kosciuszko Park,casual,8
11,California Ave & Division St,casual,8
11,Western Ave & Grace St,casual,8
11,Ashland Ave & Belle Plaine Ave,casual,8
11,Artesian Ave & Hubbard St,casual,8
11,Halsted St & 18th St,casual,8
11,Laflin St & Cullerton St,casual,8
11,Francisco Ave & Montrose Ave,casual,8
11,Troy St & Elston Ave,casual,8
12,Racine Ave & Randolph St,casual,8
12,Central St Metra,casual,8
12,Sheridan Rd & Columbia Ave,casual,8
12,Monticello Ave & Irving Park Rd,casual,8
12,Rockwell St & Eastwood Ave,casual,8
12,Washtenaw Ave & Peterson Ave,casual,8
12,Public Rack - Kostner Ave & Armitage Ave,casual,8
12,Sacramento Blvd & Addison St,casual,8
12,N Paulina St & Lincoln Ave,casual,8
12,Wentworth Ave & 35th St,casual,8
12,Halsted St & Archer Ave,casual,8
12,Chicago Ave & Washington St,casual,8
12,Lincoln Ave & Addison St,casual,8
12,Claremont Ave & Hirsch St,casual,8
12,Damen Ave & 59th St,casual,8
12,Sheridan Rd & Greenleaf Ave,casual,8
12,Seeley Ave & Roscoe St,casual,8
12,California Ave & North Ave,casual,8
13,Christiana Ave & Lawrence Ave,casual,8
13,Malcolm X College,casual,8
13,Clark St & Columbia Ave,casual,8
13,Broadway & Berwyn Ave,casual,8
13,Spaulding Ave & Division St,casual,8
13,Troy St & Elston Ave,casual,8
13,Halsted St & 35th St,casual,8
13,Wells St & Institute Pl,casual,8
13,Evanston Civic Center,casual,8
13,Broadway & Ridge Ave,casual,8
13,Hermitage Ave & Polk St,casual,8
13,Larrabee St & Menomonee St,casual,8
14,St. Louis Ave & Balmoral Ave,casual,8
14,Wabash Ave & Cermak Rd,casual,8
14,California Ave & Fletcher St,casual,8
14,Western Ave & 111th St,casual,8
14,Michigan Ave & 14th St,casual,8
14,Canal St & Taylor St,casual,8
14,Ashland Ave & Belle Plaine Ave,casual,8
14,Stetson Ave & South Water St,casual,8
14,Prairie Ave & Garfield Blvd,casual,8
14,Hermitage Ave & Polk St,casual,8
15,Kedzie Ave & Leland Ave,casual,8
15,Troy St & Elston Ave,casual,8
15,Clark St & Bryn Mawr Ave,casual,8
15,California Ave & Byron St,casual,8
15,Clark St & Jarvis Ave,casual,8
15,Clark St & Columbia Ave,casual,8
16,Buckingham Fountain,casual,8
16,Financial Pl & Ida B Wells Dr,casual,8
16,W Armitage Ave & N Sheffield Ave,casual,8
16,Ashland Ave & Grace St,casual,8
16,Dearborn St & Van Buren St,casual,8
16,Broadway & Granville Ave,casual,8
16,Southport Ave & Clark St,casual,8
16,Shields Ave & 31st St,casual,8
16,Racine Ave & Washington Blvd,casual,8
16,Sedgwick St & Schiller St,casual,8
16,Logan Blvd & Elston Ave,casual,8
16,Lake Park Ave & 56th St,casual,8
16,Wood St & Augusta Blvd,casual,8
16,Clinton St & 18th St,casual,8
16,Ashland Ave & Archer Ave,casual,8
16,Elizabeth St & Fulton St,casual,8
17,Damen Ave & Thomas St (Augusta Blvd),casual,8
17,Broadway & Granville Ave,casual,8
17,Clark St & Columbia Ave,casual,8
17,Halsted St & 35th St,casual,8
17,Stave St & Armitage Ave,casual,8
17,Michigan Ave & Pearson St,casual,8
17,Lake Park Ave & 56th St,casual,8
17,Eckhart Park,casual,8
18,Clark St & 9th St (AMLI),casual,8
18,Wood St & Augusta Blvd,casual,8
18,St. Louis Ave & Fullerton Ave,casual,8
18,Cottage Grove Ave & 51st St,casual,8
18,Wells St & 19th St,casual,8
18,Keystone Ave & Fullerton Ave,casual,8
18,N Shore Channel Trail & Argyle St,casual,8
18,Calumet Ave & 33rd St,casual,8
18,Clark St & Lunt Ave,casual,8
18,Francisco Ave & Montrose Ave,casual,8
18,Clinton St & Tilden St,casual,8
18,Kosciuszko Park,casual,8
18,Western Ave & Roscoe St,casual,8
18,Paulina St & Montrose Ave,casual,8
18,Larrabee St & North Ave,casual,8
19,Sawyer Ave & Irving Park Rd,casual,8
19,Ashland Ave & Belle Plaine Ave,casual,8
19,Emerald Ave & 28th St,casual,8
19,California Ave & Lake St,casual,8
19,Clinton St & 18th St,casual,8
19,Paulina St & 18th St,casual,8
19,Wood St & Webster Ave,casual,8
19,Stave St & Armitage Ave,casual,8
19,Sheridan Rd & Lawrence Ave,casual,8
19,Clarendon Ave & Leland Ave,casual,8
19,Albany Ave & Bloomingdale Ave,casual,8
19,Damen Ave & Cullerton St,casual,8
19,Leavitt St & Lawrence Ave,casual,8
20,Hoyne Ave & Balmoral Ave,casual,8
20,California Ave & Fletcher St,casual,8
20,Ogden Ave & Roosevelt Rd,casual,8
20,Orleans St & Chestnut St (NEXT Apts),casual,8
20,Western Ave & Monroe St,casual,8
20,Leavitt St & Addison St,casual,8
20,Halsted St & 18th St,casual,8
20,Wolcott Ave & Polk St,casual,8
20,LaSalle St & Washington St,casual,8
20,Ashland Ave & Lake St,casual,8
20,Western Ave & Roscoe St,casual,8
20,Long & Irving Park,casual,8
20,Morgan St & Lake St*,casual,8
20,Damen Ave & Walnut (Lake) St,casual,8
20,Oak Park & Wellington,casual,8
20,Kedzie Ave & Leland Ave,casual,8
20,Kedzie Ave & Chicago Ave,casual,8
20,Central Park Ave & North Ave,casual,8
21,Western Ave & Fillmore St,casual,8
21,Keystone Ave & Fullerton Ave,casual,8
21,Sedgwick St & Schiller St,casual,8
21,Damen Ave & Wabansia Ave,casual,8
21,Kedzie Ave & Chicago Ave,casual,8
21,Cottage Grove Ave & 51st St,casual,8
21,Pulaski Rd & 51st St,casual,8
21,Halsted St & 35th St,casual,8
21,Halsted St & Archer Ave,casual,8
21,Spaulding Ave & Division St,casual,8
22,Kilbourn & Roscoe,casual,8
22,DuSable Museum,casual,8
22,Clark St & Jarvis Ave,casual,8
22,Kedzie Ave & Leland Ave,casual,8
22,Halsted St & 35th St,casual,8
22,State St & 19th St,casual,8
22,W Armitage Ave & N Sheffield Ave,casual,8
22,Morgan Ave & 14th Pl,casual,8
22,Kedzie Ave & 48th Pl,casual,8
22,Francisco Ave & Bloomingdale Ave,casual,8
22,Canal St & Harrison St,casual,8
22,MLK Jr Dr & Pershing Rd,casual,8
22,Elmwood Ave & Austin St,casual,8
23,Lake Park Ave & 35th St,casual,8
23,Hoyne Ave & Balmoral Ave,casual,8
23,Central Park Ave & Elbridge Ave,casual,8
23,Kedzie Ave & Bryn Mawr Ave,casual,8
23,Leavitt St & Archer Ave,casual,8
23,California Ave & Byron St,casual,8
23,Loomis St & Jackson Blvd,casual,8
23,Wells St & Institute Pl,casual,8
23,Drake Ave & Addison St,casual,8
23,Francisco Ave & Montrose Ave,casual,8
23,Troy St & Elston Ave,casual,8
23,Racine Ave & 15th St,casual,8
24,Elston Ave & George St,casual,8
24,Warren Park West,casual,8
24,Wolcott Ave & Polk St,casual,8
24,Western Ave & Howard St,casual,8
24,Ashland Ave & Archer Ave,casual,8
24,Campbell Ave & North Ave,casual,8
24,Kedzie Ave & 48th Pl,casual,8
25,Clark St & Columbia Ave,casual,8
25,Drake Ave & Addison St,casual,8
25,Western Ave & Granville Ave,casual,8
25,Western Ave & Walton St,casual,8
25,Cherry Ave & Blackhawk St,casual,8
25,Clinton St & 18th St,casual,8
25,Halsted St & 18th St,casual,8
25,Whipple/Irving Park,casual,8
25,Ashland Ave & Blackhawk St,casual,8
25,Emerald Ave & 31st St,casual,8
25,Western Ave & Howard St,casual,8
25,Morgan Ave & 14th Pl,casual,8
25,Manor Ave & Leland Ave,casual,8
25,DuSable Museum,casual,8
25,Paulina St & Howard St,casual,8
26,Campbell Ave & Fullerton Ave,casual,8
26,Broadway & Granville Ave,casual,8
26,Ravenswood Ave & Irving Park Rd,casual,8
26,Throop St & Taylor St,casual,8
26,Emerald Ave & 28th St,casual,8
26,St. Louis Ave & Fullerton Ave,casual,8
26,Christiana Ave & Lawrence Ave,casual,8
26,Shields Ave & 28th Pl,casual,8
26,Rush St & Cedar St,casual,8
26,Wood St & Hubbard St,casual,8
26,Western Ave & Granville Ave,casual,8
27,Central Park Ave & Bloomingdale Ave,casual,8
27,Wood St & Taylor St (Temp),casual,8
27,Canal St & Taylor St,casual,8
27,Lake Park Ave & 47th St,casual,8
27,State St & 29th St,casual,8
27,N Clark St & W Elm St,casual,8
27,Clybourn Ave & Division St,casual,8
27,Albany Ave & Belmont Ave,casual,8
27,LaSalle St & Adams St,casual,8
27,Elston Ave & Wabansia Ave,casual,8
28,Clark St & Lunt Ave,casual,8
28,Whipple/Irving Park,casual,8
28,Calumet Ave & 21st St,casual,8
28,Hoyne Ave & Balmoral Ave,casual,8
28,Ashland Ave & Belle Plaine Ave,casual,8
29,Racine Ave & 13th St,casual,8
29,N Carpenter St & W Lake St,casual,8
29,Greenview Ave & Jarvis Ave,casual,8
29,Kilbourn & Roscoe,casual,8
29,Fort Dearborn Dr & 31st St,casual,8
29,Damen Ave & Madison St,casual,8
29,Western Ave & Congress Pkwy,casual,8
29,Chicago Ave & Sheridan Rd,casual,8
29,Halsted St & Roosevelt Rd,casual,8
29,Indiana Ave & 31st St,casual,8
29,Western Ave & Berteau Ave,casual,8
30,Albany Ave & Bloomingdale Ave,casual,8
30,Halsted St & 35th St,casual,8
30,Kedzie Ave & Chicago Ave,casual,8
30,Greenwood Ave & 47th St,casual,8
30,Wood St & Taylor St (Temp),casual,8
30,Western Ave & Monroe St,casual,8
30,Kedzie Ave & 48th Pl,casual,8
30,Troy St & North Ave,casual,8
30,Halsted St & 18th St,casual,8
31,Elizabeth St & Fulton St,casual,8
31,Broadway & Barry Ave,casual,8
31,Sheffield Ave & Waveland Ave,casual,8
31,Mies van der Rohe Way & Chestnut St,casual,8
31,Laflin St & Cullerton St,casual,8
31,Daley Center Plaza,casual,8
31,Broadway & Belmont Ave,casual,8
52,Southport Ave & Belmont Ave,casual,8
52,Campbell Ave & North Ave,casual,8
52,Wells St & Elm St,casual,8
52,Wells St & Hubbard St,casual,8
52,Greenview Ave & Fullerton Ave,casual,8
52,Michigan Ave & 8th St,casual,8
1,Sheridan Rd & Argyle St,casual,8
1,Lake Park Ave & 53rd St,casual,8
1,Paulina St & Howard St,casual,8
1,Paulina St & Montrose Ave,casual,8
1,Damen Ave & Wellington Ave,casual,8
1,Damen Ave & Charleston St,casual,8
1,Eckhart Park,casual,8
2,Lakefront Trail & Wilson Ave,casual,8
2,Lincoln Ave & Roscoe St*,casual,8
2,Larrabee St & Menomonee St,casual,8
2,Orleans St & Hubbard St,casual,8
2,Lincoln Ave & Belle Plaine Ave,casual,8
2,Logan Blvd & Elston Ave,casual,8
2,Artesian Ave & Hubbard St,casual,8
2,W Oakdale Ave & N Broadway,casual,8
3,Larrabee St & Oak St,casual,8
3,Sheridan Rd & Argyle St,casual,8
3,Damen Ave & Charleston St,casual,8
3,Damen Ave & Cullerton St,casual,8
3,Clybourn Ave & Division St,casual,8
3,Campbell Ave & North Ave,casual,8
4,Sedgwick St & Webster Ave,casual,8
4,Sheffield Ave & Waveland Ave,casual,8
4,Racine Ave & Wrightwood Ave,casual,8
4,Ashland Ave & Wrightwood Ave,casual,8
4,Lincoln Ave & Belmont Ave (Temp),casual,8
5,Clarendon Ave & Leland Ave,casual,8
5,Carpenter St & Huron St,casual,8
5,Mies van der Rohe Way & Chestnut St,casual,8
5,Milwaukee Ave & Rockwell St,casual,8
6,Damen Ave & Clybourn Ave,casual,8
6,Wood St & Hubbard St,casual,8
6,Troy St & Grace St,casual,8
6,Morgan St & Lake St*,casual,8
6,Hoyne Ave & Balmoral Ave,casual,8
6,Lincoln Ave & Waveland Ave,casual,8
6,Campbell Ave & Montrose Ave,casual,8
7,Wood St & Chicago Ave,casual,8
7,Morgan St & 31st St,casual,8
7,Harlem & Irving Park,casual,8
7,Glenwood Ave & Morse Ave,casual,8
7,Wallace St & 35th St,casual,8
7,State St & 19th St,casual,8
7,Prairie Ave & 43rd St,casual,8
8,Damen Ave & Madison St,casual,8
8,Damen Ave & Leland Ave,casual,8
8,Wilton Ave & Diversey Pkwy*,casual,8
9,Wentworth Ave & 24th St (Temp),casual,8
9,Lincoln Ave & Waveland Ave,casual,8
9,Damen Ave & Sunnyside Ave,casual,8
9,Greenwood Ave & 47th St,casual,8
10,Claremont Ave & Hirsch St,casual,8
10,Leavitt St & Addison St,casual,8
10,Damen Ave & Sunnyside Ave,casual,8
10,Clark St & Elmdale Ave,casual,8
10,Wood St & Webster Ave,casual,8
10,Hampden Ct & Diversey Ave,casual,8
10,Ashland Ave & Archer Ave,casual,8
10,Central Park Ave & Elbridge Ave,casual,8
10,Winchester Ave & Elston Ave,casual,8
10,Emerald Ave & 31st St,casual,8
10,California Ave & Division St,casual,8
11,Larrabee St & Oak St,casual,8
11,Ashland Ave & Wrightwood Ave,casual,8
11,Burnham Harbor,casual,8
11,Greenview Ave & Diversey Pkwy,casual,8
12,Damen Ave & Thomas St (Augusta Blvd),casual,8
12,State St & 95th St,casual,8
12,Normal Ave & Archer Ave,casual,8
12,California Ave & Lake St,casual,8
12,California Ave & Byron St,casual,8
13,Clark St & Elmdale Ave,casual,8
13,Glenwood Ave & Touhy Ave,casual,8
13,Chicago State University,casual,8
14,Clark St & Schreiber Ave,casual,8
14,Budlong Woods Library,casual,8
14,Ravenswood Ave & Irving Park Rd,casual,8
14,Burnham Harbor,casual,8
15,Lincoln Ave & Winona St,casual,8
15,Wood St & 35th St,casual,8
15,Mulligan Ave & Wellington Ave,casual,8
15,Malcolm X College,casual,8
15,Francisco Ave & Montrose Ave,casual,8
16,Wabash Ave & Wacker Pl,casual,8
16,Wacker Dr & Washington St,casual,8
16,Wood St & Taylor St (Temp),casual,8
17,Halsted St & Roosevelt Rd,casual,8
17,Harper Ave & 59th St,casual,8
18,Ada St & Washington Blvd,casual,8
18,Ashland Ave & Belle Plaine Ave,casual,8
18,May St & Cullerton St,casual,8
18,Ogden Ave & Congress Pkwy,casual,8
18,California Ave & Montrose Ave,casual,8
19,Cicero Ave & Lake St,casual,8
19,Museum of Science and Industry,casual,8
19,Wabash Ave & 16th St,casual,8
19,Kedzie Ave & 48th Pl,casual,8
19,University Library (NU),casual,8
20,Damen Ave & Madison St,casual,8
20,Jeffery Blvd & 67th St,casual,8
20,Lincoln Ave & Byron St,casual,8
20,Indiana Ave & 26th St,casual,8
20,Hermitage Ave & Polk St,casual,8
21,Damen Ave & Madison St,casual,8
21,Damen Ave & Walnut (Lake) St,casual,8
22,Talman Ave & Addison St,casual,8
22,Central St & Girard Ave,casual,8
22,Western Ave & Lunt Ave,casual,8
22,Indiana Ave & 26th St,casual,8
23,Avondale Ave & Irving Park Rd,casual,8
23,Leavitt St & Division St,casual,8
23,Harlem & Irving Park,casual,8
23,Central Ave & Madison St,casual,8
23,Shields Ave & 31st St,casual,8
23,Michigan Ave & 18th St,casual,8
23,Avers Ave & Belmont Ave,casual,8
24,Francisco Ave & Chicago Ave,casual,8
24,Francisco Ave & Montrose Ave,casual,8
24,Elston Ave & Henderson St,casual,8
24,Clark St & Leland Ave,casual,8
25,Lincoln Ave & Waveland Ave,casual,8
26,Racine Ave & Washington Blvd,casual,8
26,Sheridan Rd & Argyle St,casual,8
26,Wentworth Ave & 24th St,casual,8
26,State St & 19th St,casual,8
26,Ellis Ave & 53rd St,casual,8
27,Kedzie Ave & Foster Ave,casual,8
27,Rockwell St & Eastwood Ave,casual,8
29,Manor Ave & Leland Ave,casual,8
29,Kildare Ave & Montrose Ave,casual,8
29,Halsted St & 18th St,casual,8
29,Loomis St & Jackson Blvd,casual,8
30,Lincoln Ave & Balmoral Ave,casual,8
30,California Ave & Lake St,casual,8
30,Emerald Ave & 31st St,casual,8
31,State St & Harrison St,casual,8
52,St. Clair St & Erie St,casual,8
