weeknum,start_station_name,member_casual,count_of_users
7,Clark St & Schreiber Ave,member,19
7,Clark St & Columbia Ave,member,19
8,Campbell Ave & Montrose Ave,member,19
8,California Ave & Division St,member,19
8,Clark St & 9th St (AMLI),member,19
8,State St & 29th St,member,19
8,Chicago Ave & Washington St,member,19
8,Humboldt Blvd & Armitage Ave,member,19
8,Paulina St & 18th St,member,19
9,Sedgwick St & Schiller St,member,19
9,Kosciuszko Park,member,19
9,Buckingham Fountain,member,19
9,Emerald Ave & 28th St,member,19
10,Damen Ave & Melrose Ave,member,19
10,Malcolm X College,member,19
10,Halsted St & 18th St,member,19
10,Central Park Ave & Elbridge Ave,member,19
10,Laflin St & Cullerton St,member,19
11,Lincoln Ave & Winona St,member,19
11,Albany Ave & Montrose Ave,member,19
11,Racine Ave & 15th St,member,19
11,Drake Ave & Addison St,member,19
11,Western Ave & Roscoe St,member,19
11,Western Ave & Monroe St,member,19
12,Knox Ave & Montrose Ave,member,19
12,University Library (NU),member,19
12,Clark St & Schreiber Ave,member,19
12,Spaulding Ave & Division St,member,19
12,Monticello Ave & Irving Park Rd,member,19
12,Sheridan Rd & Columbia Ave,member,19
12,Lincoln Ave & Addison St,member,19
13,Leavitt St & Addison St,member,19
13,Damen Ave & Melrose Ave,member,19
13,California Ave & Division St,member,19
13,Lakefront Trail & Wilson Ave,member,19
13,MLK Jr Dr & Pershing Rd,member,19
13,Troy St & North Ave,member,19
13,Kosciuszko Park,member,19
14,Clark St & Montrose Ave,member,19
14,Greenview Ave & Jarvis Ave,member,19
14,Lake Park Ave & 35th St,member,19
14,Hampden Ct & Diversey Ave,member,19
14,Sheridan Rd & Argyle St,member,19
14,Lake Park Ave & 47th St,member,19
14,Milwaukee Ave & Fullerton Ave,member,19
14,Damen Ave & Thomas St (Augusta Blvd),member,19
14,Winchester Ave & Elston Ave,member,19
15,Western Ave & Monroe St,member,19
15,St. Louis Ave & Balmoral Ave,member,19
15,Broadway & Ridge Ave,member,19
15,Field Museum,member,19
15,Sheridan Rd & Argyle St,member,19
15,California Ave & Byron St,member,19
15,Winthrop Ave & Lawrence Ave,member,19
16,Ashland Ave & Augusta Blvd,member,19
16,Laflin St & Cullerton St,member,19
16,Winchester (Ravenswood) Ave & Balmoral Ave,member,19
16,Ravenswood Ave & Irving Park Rd,member,19
16,Central Park Ave & Bloomingdale Ave,member,19
16,Clarendon Ave & Leland Ave,member,19
16,Milwaukee Ave & Rockwell St,member,19
16,Halsted St & 35th St,member,19
16,Dearborn St & Adams St,member,19
17,Orleans St & Elm St,member,19
17,Damen Ave & Sunnyside Ave,member,19
17,Ashland Ave & Lake St,member,19
17,Indiana Ave & 26th St,member,19
17,Lincoln Ave & Belmont Ave (Temp),member,19
17,Western Ave & Roscoe St,member,19
17,California Ave & Cortez St,member,19
17,Greenwood Ave & 47th St,member,19
17,Broadway & Berwyn Ave,member,19
18,Stave St & Armitage Ave,member,19
18,Clark St & Elmdale Ave,member,19
18,Winthrop Ave & Lawrence Ave,member,19
18,Larrabee St & Menomonee St,member,19
18,Shields Ave & 28th Pl,member,19
18,Western Ave & Walton St,member,19
18,Ashland Ave & Chicago Ave,member,19
18,Marine Dr & Ainslie St,member,19
18,Western Ave & Roscoe St,member,19
18,Paulina St & Montrose Ave,member,19
18,Albany Ave & Montrose Ave,member,19
18,Canal St & Harrison St,member,19
19,Montrose Harbor,member,19
19,Eckhart Park,member,19
19,Orleans St & Elm St,member,19
19,Leavitt St & Armitage Ave,member,19
19,Western Ave & Fillmore St,member,19
19,Leavitt St & North Ave,member,19
19,Racine Ave & Washington Blvd,member,19
19,California Ave & Francis Pl,member,19
19,Loomis St & Jackson Blvd,member,19
19,Humboldt Blvd & Armitage Ave,member,19
19,Ravenswood Ave & Irving Park Rd,member,19
20,Damen Ave & Foster Ave,member,19
20,Wabash Ave & 16th St,member,19
20,Racine Ave & 18th St,member,19
20,Adler Planetarium,member,19
20,Leavitt St & Division St,member,19
20,Milwaukee Ave & Fullerton Ave,member,19
20,California Ave & Montrose Ave,member,19
20,Sheridan Rd & Noyes St (NU),member,19
21,Albany Ave & Bloomingdale Ave,member,19
21,Lincoln Ave & Roscoe St*,member,19
21,Leavitt St & Belmont Ave,member,19
21,Clark St & Lunt Ave,member,19
21,Leavitt St & Lawrence Ave,member,19
21,Clinton St & 18th St,member,19
21,Wabash Ave & Cermak Rd,member,19
21,Artesian Ave & Hubbard St,member,19
21,Indiana Ave & 26th St,member,19
21,Ravenswood Ave & Irving Park Rd,member,19
22,Central Park Ave & Bloomingdale Ave,member,19
22,N Sheffield Ave & W Wellington Ave,member,19
22,Harper Ave & 59th St,member,19
22,Halsted St & Roosevelt Rd,member,19
22,Larrabee St & North Ave,member,19
22,N Damen Ave & W Chicago Ave,member,19
23,Damen Ave & Grand Ave,member,19
23,Clark St & Lunt Ave,member,19
23,State St & Van Buren St,member,19
23,Dearborn St & Van Buren St,member,19
23,Burnham Harbor,member,19
23,Western Ave & Roscoe St,member,19
23,N Southport Ave & W Newport Ave,member,19
23,Sheridan Rd & Noyes St (NU),member,19
24,Financial Pl & Ida B Wells Dr,member,19
24,Sheridan Rd & Columbia Ave,member,19
24,Sedgwick St & North Ave,member,19
24,Elston Ave & George St,member,19
24,Lincoln Ave & Belmont Ave (Temp),member,19
24,Wentworth Ave & Cermak Rd,member,19
24,Sheridan Rd & Loyola Ave,member,19
24,Southport Ave & Irving Park Rd,member,19
24,W Oakdale Ave & N Broadway,member,19
25,Sheffield Ave & Kingsbury St,member,19
25,Blue Island Ave & 18th St,member,19
25,Clark St & 9th St (AMLI),member,19
25,Delano Ct & Roosevelt Rd,member,19
25,Calumet Ave & 18th St,member,19
25,Morgan St & 31st St,member,19
25,University Library (NU),member,19
26,Southport Ave & Clybourn Ave,member,19
26,Franklin St & Chicago Ave,member,19
26,Morgan St & Lake St*,member,19
26,Logan Blvd & Elston Ave,member,19
26,Elizabeth St & Fulton St,member,19
26,Eckhart Park,member,19
26,W Oakdale Ave & N Broadway,member,19
26,Artesian Ave & Hubbard St,member,19
26,900 W Harrison St,member,19
26,Campbell Ave & North Ave,member,19
27,Milwaukee Ave & Rockwell St,member,19
27,Michigan Ave & Ida B Wells Dr,member,19
27,Calumet Ave & 35th St,member,19
27,Southport Ave & Clark St,member,19
27,Cannon Dr & Fullerton Ave,member,19
27,St. Louis Ave & Fullerton Ave,member,19
27,Ravenswood Ave & Berteau Ave,member,19
27,Western Ave & Fillmore St,member,19
27,Sheridan Rd & Columbia Ave,member,19
27,900 W Harrison St,member,19
27,Hermitage Ave & Polk St,member,19
27,Damen Ave & Sunnyside Ave,member,19
27,Calumet Ave & 18th St,member,19
28,Kedzie Ave & Palmer Ct,member,19
28,Lake Park Ave & 35th St,member,19
28,Ellis Ave & 60th St,member,19
28,Sheridan Rd & Noyes St (NU),member,19
28,Shields Ave & 28th Pl,member,19
28,Kosciuszko Park,member,19
28,N Damen Ave & W Chicago Ave,member,19
28,Woodlawn Ave & 55th St,member,19
28,Ada St & Washington Blvd,member,19
28,Leavitt St & Division St,member,19
28,Claremont Ave & Hirsch St,member,19
28,N Carpenter St & W Lake St,member,19
28,Western Ave & Grace St,member,19
29,Fort Dearborn Dr & 31st St*,member,19
29,Ashland Ave & Belle Plaine Ave,member,19
29,Cornell Ave & Hyde Park Blvd,member,19
29,Racine Ave & 18th St,member,19
29,Morgan St & Lake St*,member,19
29,Milwaukee Ave & Fullerton Ave,member,19
29,Dearborn St & Van Buren St,member,19
29,Oakley Ave & Irving Park Rd,member,19
29,Larrabee St & Menomonee St,member,19
29,Wolcott Ave & Polk St,member,19
29,Winchester Ave & Elston Ave,member,19
29,LaSalle St & Washington St,member,19
29,N Carpenter St & W Lake St,member,19
30,Glenwood Ave & Morse Ave,member,19
30,Calumet Ave & 35th St,member,19
30,Fort Dearborn Dr & 31st St*,member,19
30,Dearborn St & Van Buren St,member,19
30,State St & Van Buren St,member,19
30,Damen Ave & Sunnyside Ave,member,19
30,McCormick Place,member,19
31,Michigan Ave & Oak St,member,19
52,Sheridan Rd & Irving Park Rd,member,19
3,Francisco Ave & Foster Ave,member,19
8,Milwaukee Ave & Fullerton Ave,member,19
10,Southport Ave & Clark St,member,19
10,Kimball Ave & Belmont Ave,member,19
11,Avondale Ave & Irving Park Rd,member,19
13,Field Museum,member,19
14,Sheridan Rd & Loyola Ave,member,19
16,Lakefront Trail & Wilson Ave,member,19
16,Drake Ave & Addison St,member,19
17,Calumet Ave & 21st St,member,19
21,Ashland Ave & Wrightwood Ave,member,19
22,Museum of Science and Industry,member,19
23,Western Ave & Walton St,member,19
23,N Carpenter St & W Lake St,member,19
24,Wabash Ave & 9th St,member,19
26,Ashland Ave & Blackhawk St,member,19
26,Leavitt St & Division St,member,19
27,Lake Park Ave & 35th St,member,19
28,Clark St & 9th St (AMLI),member,19
29,Clinton St & 18th St,member,19
30,Ellis Ave & 58th St,member,19
1,Sheridan Rd & Columbia Ave,member,18
1,Lakefront Trail & Wilson Ave,member,18
1,Leavitt St & Lawrence Ave,member,18
1,Campbell Ave & Montrose Ave,member,18
1,Sheridan Rd & Argyle St,member,18
1,Wentworth Ave & 33rd St,member,18
1,Lincoln Ave & Addison St,member,18
2,Western Ave & Congress Pkwy,member,18
2,Wabash Ave & Cermak Rd,member,18
2,Laflin St & Cullerton St,member,18
2,Washtenaw Ave & Lawrence Ave,member,18
3,Winchester (Ravenswood) Ave & Balmoral Ave,member,18
3,Halsted St & North Branch St,member,18
3,State St & Harrison St,member,18
3,Wood St & Hubbard St,member,18
3,Damen Ave & Clybourn Ave,member,18
3,Lincoln Ave & Addison St,member,18
3,Leavitt St & Lawrence Ave,member,18
3,Ashland Ave & Wrightwood Ave,member,18
3,Milwaukee Ave & Fullerton Ave,member,18
3,Sheridan Rd & Argyle St,member,18
4,Clark St & Elmdale Ave,member,18
4,Shields Ave & 31st St,member,18
4,Stave St & Armitage Ave,member,18
4,Wabash Ave & 16th St,member,18
4,Orleans St & Elm St,member,18
4,Hampden Ct & Diversey Ave,member,18
5,Wentworth Ave & 33rd St,member,18
5,Michigan Ave & 18th St,member,18
5,Streeter Dr & Grand Ave,member,18
5,Broadway & Thorndale Ave,member,18
5,Southport Ave & Clybourn Ave,member,18
5,Spaulding Ave & Armitage Ave,member,18
5,Halsted St & Archer Ave,member,18
6,Elizabeth St & Randolph St,member,18
6,Clark St & Columbia Ave,member,18
7,Kosciuszko Park,member,18
7,Ashland Ave & Grand Ave,member,18
8,Paulina St & Howard St,member,18
8,Lakefront Trail & Wilson Ave,member,18
8,Cannon Dr & Fullerton Ave,member,18
8,Clark St & Columbia Ave,member,18
8,Shedd Aquarium,member,18
8,Clark St & Schreiber Ave,member,18
8,Campbell Ave & Fullerton Ave,member,18
8,Hampden Ct & Diversey Ave,member,18
8,W Armitage Ave & N Sheffield Ave,member,18
8,Clinton St & 18th St,member,18
8,Damen Ave & Charleston St,member,18
9,Oakley Ave & Irving Park Rd,member,18
9,Laflin St & Cullerton St,member,18
9,Damen Ave & Cullerton St,member,18
9,Museum of Science and Industry,member,18
9,Lake Park Ave & 47th St,member,18
9,Halsted St & 18th St,member,18
10,Claremont Ave & Hirsch St,member,18
10,Field Museum,member,18
10,Francisco Ave & Foster Ave,member,18
11,Greenwood Ave & 47th St,member,18
11,W Oakdale Ave & N Broadway,member,18
11,Halsted St & North Branch St,member,18
12,MTV Hubbard St,member,18
12,Elston Ave & Wabansia Ave,member,18
12,Calumet Ave & 21st St,member,18
12,Kedzie Ave & Palmer Ct,member,18
12,Damen Ave & Cullerton St,member,18
12,California Ave & Byron St,member,18
12,Francisco Ave & Montrose Ave,member,18
13,Laflin St & Cullerton St,member,18
13,Spaulding Ave & Division St,member,18
14,Washtenaw Ave & Lawrence Ave,member,18
14,Franklin St & Adams St (Temp),member,18
14,Halsted St & 18th St,member,18
14,Damen Ave & Cullerton St,member,18
14,Damen Ave & Madison St,member,18
14,McCormick Place,member,18
14,Ashland Ave & Chicago Ave,member,18
14,Broadway & Argyle St,member,18
14,University Library (NU),member,18
15,Wolcott (Ravenswood) Ave & Montrose Ave,member,18
15,Wabash Ave & Cermak Rd,member,18
15,Cherry Ave & Blackhawk St,member,18
15,Lincoln Ave & Addison St,member,18
15,Francisco Ave & Foster Ave,member,18
15,State St & 29th St,member,18
15,Winchester (Ravenswood) Ave & Balmoral Ave,member,18
15,Humboldt Blvd & Armitage Ave,member,18
16,Western Ave & Monroe St,member,18
16,Hoyne Ave & Balmoral Ave,member,18
16,Manor Ave & Leland Ave,member,18
16,Lincoln Ave & Winona St,member,18
16,Michigan Ave & Ida B Wells Dr,member,18
16,Leavitt St & Division St,member,18
16,Clark St & Schreiber Ave,member,18
16,Clinton St & 18th St,member,18
16,Southport Ave & Clark St,member,18
16,DuSable Lake Shore Dr & Wellington Ave,member,18
16,Burnham Harbor,member,18
17,California Ave & Division St,member,18
17,Leavitt St & Division St,member,18
17,Broadway & Granville Ave,member,18
17,Logan Blvd & Elston Ave,member,18
17,Western Ave & Fillmore St,member,18
18,Lincoln Ave & Addison St,member,18
18,LaSalle St & Washington St,member,18
18,Dearborn St & Van Buren St,member,18
18,Albany Ave & Bloomingdale Ave,member,18
19,Michigan Ave & Ida B Wells Dr,member,18
19,Lakefront Trail & Wilson Ave,member,18
19,Throop St & Taylor St,member,18
19,Wentworth Ave & Cermak Rd,member,18
19,Damen Ave & Clybourn Ave,member,18
19,Ashland Ave & Chicago Ave,member,18
19,Lincoln Ave & Waveland Ave,member,18
20,Racine Ave & 15th St,member,18
20,McCormick Place,member,18
20,Wells St & Institute Pl,member,18
20,Clark St & Schreiber Ave,member,18
20,California Ave & North Ave,member,18
20,California Ave & Altgeld St,member,18
20,Clark St & 9th St (AMLI),member,18
21,Clark St & 9th St (AMLI),member,18
21,California Ave & Division St,member,18
21,Museum of Science and Industry,member,18
21,California Ave & Francis Pl,member,18
21,W Armitage Ave & N Sheffield Ave,member,18
21,Ogden Ave & Congress Pkwy,member,18
21,Western Ave & Fillmore St,member,18
21,Indiana Ave & 31st St,member,18
21,Winchester Ave & Elston Ave,member,18
21,Leavitt St & Chicago Ave,member,18
21,N Sheffield Ave & W Wellington Ave,member,18
21,Leavitt St & Addison St,member,18
21,Damen Ave & Clybourn Ave,member,18
21,Lincoln Ave & Winona St,member,18
21,Leavitt St & Division St,member,18
21,McCormick Place,member,18
21,Western Ave & Walton St,member,18
22,Wood St & Hubbard St,member,18
22,N Southport Ave & W Newport Ave,member,18
22,LaSalle St & Washington St,member,18
22,Western Ave & Fillmore St,member,18
22,Cottage Grove Ave & 51st St,member,18
22,Paulina St & 18th St,member,18
23,Wells St & Walton St,member,18
23,900 W Harrison St,member,18
23,Clark St & 9th St (AMLI),member,18
23,Racine Ave & Congress Pkwy,member,18
23,N Damen Ave & W Chicago Ave,member,18
23,Halsted St & 18th St,member,18
23,Paulina St & 18th St,member,18
23,Blue Island Ave & 18th St,member,18
23,Albany Ave & Bloomingdale Ave,member,18
23,Clark St & Chicago Ave,member,18
24,Racine Ave & 18th St,member,18
24,N Sheffield Ave & W Wellington Ave,member,18
24,Ravenswood Ave & Berteau Ave,member,18
24,Kimball Ave & Belmont Ave,member,18
24,Franklin St & Adams St (Temp),member,18
25,Lincoln Ave & Belle Plaine Ave,member,18
25,N Green St & W Lake St,member,18
25,Lincoln Ave & Waveland Ave,member,18
25,Wells St & Institute Pl,member,18
25,Larrabee St & Armitage Ave,member,18
25,California Ave & Byron St,member,18
26,Wood St & Augusta Blvd,member,18
26,Damen Ave & Grand Ave,member,18
26,Ashland Ave & Wellington Ave,member,18
26,Ellis Ave & 53rd St,member,18
26,Racine Ave & Congress Pkwy,member,18
26,Cannon Dr & Fullerton Ave,member,18
26,Lake Park Ave & 56th St,member,18
26,California Ave & Montrose Ave,member,18
26,Blue Island Ave & 18th St,member,18
26,Damen Ave & Leland Ave,member,18
26,Damen Ave & Wellington Ave,member,18
26,Fort Dearborn Dr & 31st St*,member,18
26,Ashland Ave & Augusta Blvd,member,18
27,Lincoln Ave & Waveland Ave,member,18
27,Noble St & Milwaukee Ave,member,18
27,Indiana Ave & 31st St,member,18
27,Larrabee St & Menomonee St,member,18
27,Fairbanks St & Superior St,member,18
27,Clark St & Ida B Wells Dr,member,18
27,Cornell Ave & Hyde Park Blvd,member,18
27,Ellis Ave & 53rd St,member,18
27,Fort Dearborn Dr & 31st St*,member,18
27,Winchester Ave & Elston Ave,member,18
27,Morgan St & 18th St,member,18
27,Kedzie Ave & Palmer Ct,member,18
28,W Washington Blvd & N Peoria St,member,18
28,Clark St & Lunt Ave,member,18
28,Bernard St & Elston Ave,member,18
28,LaSalle St & Adams St,member,18
28,Oakley Ave & Irving Park Rd,member,18
28,Western Ave & Roscoe St,member,18
28,Avondale Ave & Irving Park Rd,member,18
28,Sheridan Rd & Columbia Ave,member,18
28,Clark St & Columbia Ave,member,18
28,Ravenswood Ave & Berteau Ave,member,18
28,Campbell Ave & Fullerton Ave,member,18
29,W Washington Blvd & N Peoria St,member,18
29,Albany Ave & Montrose Ave,member,18
29,Halsted St & North Branch St,member,18
29,Calumet Ave & 21st St,member,18
29,Michigan Ave & 18th St,member,18
29,Clybourn Ave & Division St,member,18
29,Ellis Ave & 53rd St,member,18
29,900 W Harrison St,member,18
29,Wells St & Institute Pl,member,18
29,Elston Ave & George St,member,18
29,Glenwood Ave & Morse Ave,member,18
30,Morgan St & Lake St*,member,18
30,Cornell Ave & Hyde Park Blvd,member,18
30,Paulina St & Howard St,member,18
30,Leavitt St & Division St,member,18
30,Troy St & North Ave,member,18
30,Ashland Ave & Wrightwood Ave,member,18
30,Lincoln Ave & Byron St,member,18
30,N Paulina St & Lincoln Ave,member,18
31,Wells St & Hubbard St,member,18
31,Dearborn St & Monroe St,member,18
31,Kingsbury St & Kinzie St,member,18
31,Shedd Aquarium,member,18
52,Broadway & Sheridan Rd,member,18
52,Southport Ave & Roscoe St,member,18
52,Wells St & Huron St,member,18
2,Sheridan Rd & Greenleaf Ave,member,18
3,Southport Ave & Clark St,member,18
5,Lakefront Trail & Bryn Mawr Ave,member,18
5,Clark St & Montrose Ave,member,18
7,Ashland Ave & Wrightwood Ave,member,18
9,Lincoln Ave & Winona St,member,18
10,State St & 19th St,member,18
12,Austin Blvd & Madison St,member,18
13,Sheridan Rd & Columbia Ave,member,18
14,Manor Ave & Leland Ave,member,18
17,Michigan Ave & Jackson Blvd,member,18
19,Lake Park Ave & 35th St,member,18
19,Lincoln Ave & Belle Plaine Ave,member,18
20,California Ave & Francis Pl,member,18
22,N Green St & W Lake St,member,18
24,Wood St & Webster Ave,member,18
25,Fort Dearborn Dr & 31st St,member,18
25,Bernard St & Elston Ave,member,18
26,Lakefront Trail & Wilson Ave,member,18
27,Loomis St & Jackson Blvd,member,18
28,Larrabee St & Menomonee St,member,18
30,Bernard St & Elston Ave,member,18
6,Western Ave & Roscoe St,member,18
29,California Ave & Fletcher St,member,18
1,Montrose Harbor,member,17
1,Hampden Ct & Diversey Ave,member,17
1,Morgan St & 31st St,member,17
1,Washtenaw Ave & Polk St,member,17
1,Shields Ave & 28th Pl,member,17
1,Chicago Ave & Sheridan Rd,member,17
2,Emerald Ave & 28th St,member,17
2,Cherry Ave & Blackhawk St,member,17
2,California Ave & Fletcher St,member,17
2,Kosciuszko Park,member,17
3,Hoyne Ave & Balmoral Ave,member,17
3,Paulina St & 18th St,member,17
3,Paulina St & Howard St,member,17
3,California Ave & North Ave,member,17
3,Leavitt St & Armitage Ave,member,17
4,Glenwood Ave & Morse Ave,member,17
4,Paulina St & Howard St,member,17
4,Canal St & Harrison St,member,17
4,Campbell Ave & North Ave,member,17
4,Paulina St & 18th St,member,17
4,Lincoln Ave & Sunnyside Ave,member,17
4,Wentworth Ave & 33rd St,member,17
4,Damen Ave & Wellington Ave,member,17
5,Damen Ave & Leland Ave,member,17
5,Talman Ave & Addison St,member,17
5,Calumet Ave & 21st St,member,17
5,Central Park Ave & Bloomingdale Ave,member,17
5,Richmond St & Diversey Ave,member,17
5,Ravenswood Ave & Berteau Ave,member,17
5,Clark St & Lunt Ave,member,17
5,California Ave & Francis Pl (Temp),member,17
6,California Ave & Fletcher St,member,17
6,Dusable Harbor,member,17
6,Field Museum,member,17
6,State St & 19th St,member,17
6,Leavitt St & Addison St,member,17
7,Cannon Dr & Fullerton Ave,member,17
7,Damen Ave & Clybourn Ave,member,17
7,Leavitt St & Lawrence Ave,member,17
7,California Ave & Montrose Ave,member,17
7,State St & 19th St,member,17
7,Leavitt St & Belmont Ave,member,17
7,Milwaukee Ave & Fullerton Ave,member,17
7,California Ave & Division St,member,17
7,Drake Ave & Addison St,member,17
7,Campbell Ave & Fullerton Ave,member,17
8,Halsted St & North Branch St,member,17
8,Adler Planetarium,member,17
9,Avondale Ave & Irving Park Rd,member,17
9,Francisco Ave & Foster Ave,member,17
9,Albany Ave & Montrose Ave,member,17
9,Western Ave & Monroe St,member,17
9,Kimball Ave & Belmont Ave,member,17
9,Ogden Ave & Roosevelt Rd,member,17
9,Racine Ave & 35th St,member,17
10,N Sheffield Ave & W Wellington Ave,member,17
10,Damen Ave & Cullerton St,member,17
10,Burnham Harbor,member,17
10,Woodlawn Ave & Lake Park Ave,member,17
10,Rockwell St & Fletcher St,member,17
11,Campbell Ave & Fullerton Ave,member,17
11,Glenwood Ave & Touhy Ave,member,17
11,Humboldt Blvd & Armitage Ave,member,17
11,California Ave & Fletcher St,member,17
11,Wentworth Ave & 24th St (Temp),member,17
12,Damen Ave & Melrose Ave,member,17
12,Troy St & Elston Ave,member,17
12,Winchester (Ravenswood) Ave & Balmoral Ave,member,17
12,Troy St & Grace St,member,17
12,Smith Park,member,17
12,Lake Park Ave & 47th St,member,17
12,Wabash Ave & Cermak Rd,member,17
12,State St & 19th St,member,17
12,Wood St & 35th St,member,17
13,Francisco Ave & Foster Ave,member,17
13,Cherry Ave & Blackhawk St,member,17
13,Avondale Ave & Irving Park Rd,member,17
13,Kedzie Ave & Leland Ave,member,17
13,State St & 19th St,member,17
13,Wallace St & 35th St,member,17
13,Halsted St & North Branch St,member,17
13,Monticello Ave & Irving Park Rd,member,17
13,Burnham Harbor,member,17
13,W Armitage Ave & N Sheffield Ave,member,17
13,Eggleston Ave & 69th St,member,17
14,Michigan Ave & Pearson St,member,17
14,Broadway & Berwyn Ave,member,17
14,Troy St & North Ave,member,17
14,Clark St & Schreiber Ave,member,17
15,Spaulding Ave & Armitage Ave,member,17
15,Western Ave & 21st St,member,17
15,Elston Ave & Wabansia Ave,member,17
15,Clark St & Lunt Ave,member,17
15,Eggleston Ave & 69th St,member,17
15,Broadway & Berwyn Ave,member,17
15,Lake Park Ave & 56th St,member,17
15,Canal St & Harrison St,member,17
15,Lake Park Ave & 53rd St,member,17
16,Austin Blvd & Madison St,member,17
16,Damen Ave & Leland Ave,member,17
16,Troy St & North Ave,member,17
16,Claremont Ave & Hirsch St,member,17
16,Clark St & Lunt Ave,member,17
16,Broadway & Berwyn Ave,member,17
16,Wolcott (Ravenswood) Ave & Montrose Ave,member,17
16,Eckhart Park,member,17
17,Ashland Ave & Archer Ave,member,17
17,Clinton St & 18th St,member,17
17,Western Ave & Congress Pkwy,member,17
17,Morgan St & 18th St,member,17
17,Halsted St & 35th St,member,17
17,California Ave & Byron St,member,17
17,Glenwood Ave & Morse Ave,member,17
18,Damen Ave & Sunnyside Ave,member,17
18,Damen Ave & Foster Ave,member,17
18,Orleans St & Hubbard St,member,17
18,Rockwell St & Fletcher St,member,17
18,State St & Harrison St,member,17
18,Clark St & Lunt Ave,member,17
18,Leavitt St & Chicago Ave,member,17
18,Lincoln Ave & Waveland Ave,member,17
18,California Ave & North Ave,member,17
19,Lincoln Ave & Addison St,member,17
19,Halsted St & Roosevelt Rd,member,17
19,Field Museum,member,17
19,Clinton St & 18th St,member,17
19,Noble St & Milwaukee Ave,member,17
19,Morgan Ave & 14th Pl,member,17
19,California Ave & North Ave,member,17
19,Clinton St & Tilden St,member,17
20,Lincoln Ave & Addison St,member,17
20,Campbell Ave & Montrose Ave,member,17
20,Calumet Ave & 21st St,member,17
20,Wood St & Hubbard St,member,17
20,Albany Ave & Bloomingdale Ave,member,17
20,Clark St & Lunt Ave,member,17
20,Michigan Ave & 18th St,member,17
20,Leavitt St & Lawrence Ave,member,17
21,Glenwood Ave & Morse Ave,member,17
21,Campbell Ave & Fullerton Ave,member,17
21,Wells St & Institute Pl,member,17
21,Sheridan Rd & Greenleaf Ave,member,17
21,California Ave & North Ave,member,17
21,LaSalle St & Adams St,member,17
21,Lincoln Ave & Waveland Ave,member,17
21,Blackstone Ave & Hyde Park Blvd,member,17
21,Paulina St & Howard St,member,17
21,California Ave & Fletcher St,member,17
21,Oakley Ave & Irving Park Rd,member,17
21,Racine Ave & Washington Blvd,member,17
21,University Library (NU),member,17
22,Sedgwick St & Schiller St,member,17
22,LaSalle St & Adams St,member,17
22,Clinton St & 18th St,member,17
22,California Ave & Altgeld St,member,17
22,Leavitt St & Armitage Ave,member,17
22,Clinton St & Tilden St,member,17
22,Ashland Ave & Lake St,member,17
22,Wells St & Institute Pl,member,17
22,Canal St & Taylor St,member,17
22,Milwaukee Ave & Rockwell St,member,17
22,Calumet Ave & 21st St,member,17
23,Michigan Ave & Ida B Wells Dr,member,17
23,W Armitage Ave & N Sheffield Ave,member,17
23,St. Louis Ave & Fullerton Ave,member,17
23,Rhodes Ave & 32nd St,member,17
23,Central Park Ave & Bloomingdale Ave,member,17
23,Ravenswood Ave & Berteau Ave,member,17
23,N Sheffield Ave & W Wellington Ave,member,17
24,Campbell Ave & North Ave,member,17
24,Michigan Ave & 14th St,member,17
24,Rhodes Ave & 32nd St,member,17
24,Racine Ave & Randolph St,member,17
24,Damen Ave & Foster Ave,member,17
24,Greenview Ave & Jarvis Ave,member,17
25,Wolcott (Ravenswood) Ave & Montrose Ave,member,17
25,Western Ave & Walton St,member,17
25,Central Park Ave & Elbridge Ave,member,17
26,Western Ave & Walton St,member,17
26,Paulina St & 18th St,member,17
26,Wabash Ave & 16th St,member,17
26,Lincoln Ave & Byron St,member,17
26,Leavitt St & Chicago Ave,member,17
26,Racine Ave & 18th St,member,17
26,Clark St & Schreiber Ave,member,17
26,Halsted St & Maxwell St,member,17
26,N Carpenter St & W Lake St,member,17
26,Damen Ave & Sunnyside Ave,member,17
27,Bissell St & Armitage Ave*,member,17
27,Clark St & Columbia Ave,member,17
27,Troy St & North Ave,member,17
27,Morgan Ave & 14th Pl,member,17
27,Ellis Ave & 60th St,member,17
27,N Southport Ave & W Newport Ave,member,17
27,Lake Park Ave & 56th St,member,17
27,Wabash Ave & Cermak Rd,member,17
27,Leavitt St & Chicago Ave,member,17
27,Talman Ave & Addison St,member,17
27,Rhodes Ave & 32nd St,member,17
27,California Ave & Byron St,member,17
27,Blackstone Ave & Hyde Park Blvd,member,17
28,Cornell Ave & Hyde Park Blvd,member,17
28,Green St & Randolph St*,member,17
28,Elston Ave & Wabansia Ave,member,17
28,Campbell Ave & North Ave,member,17
28,W Armitage Ave & N Sheffield Ave,member,17
28,Racine Ave & Washington Blvd,member,17
28,Paulina St & 18th St,member,17
29,Milwaukee Ave & Rockwell St,member,17
29,Southport Ave & Clark St,member,17
29,Western Ave & 21st St,member,17
29,Racine Ave & 15th St,member,17
29,Claremont Ave & Hirsch St,member,17
29,Wood St & Taylor St (Temp),member,17
30,Sheridan Rd & Loyola Ave,member,17
30,Southport Ave & Clark St,member,17
30,Racine Ave & Washington Blvd,member,17
30,Claremont Ave & Hirsch St,member,17
30,Racine Ave & 18th St,member,17
30,Wolcott Ave & Polk St,member,17
30,Chicago Ave & Washington St,member,17
